desired path_ind,desired path_dep,robot position_ind,robot position_dep,robot velocity_ind,robot velocity_dep
0.05,0.08,0.09137804878048782,0.05653048780487806,0.22604799270629883,0.0
0.051000000000000004,0.08,0.09137804878048782,0.05653048780487806,0.291903018951416,0.0
0.052000000000000005,0.08,0.09137804878048782,0.05653048780487806,0.3954019546508789,0.06089994919591778
0.053000000000000005,0.08,0.08673170731707318,0.06078963414634147,0.4594910144805908,0.08217351052330782
0.054000000000000006,0.08,0.08247256097560976,0.06388719512195122,0.5245540142059326,0.10595596856876094
0.055,0.08,0.07821341463414634,0.0693079268292683,0.5900590419769287,0.08039723379336641
0.056,0.08,0.0751158536585366,0.07356707317073172,0.6573231220245361,0.1820315513727249
0.057,0.08,0.06504878048780488,0.08053658536585366,0.7235651016235352,0.05228072098571945
0.058,0.08,0.06195121951219513,0.08208536585365854,0.7894489765167236,0.05876933051963676
0.059000000000000004,0.08,0.05807926829268294,0.08208536585365854,0.8569509983062744,0.038478608060296716
0.060000000000000005,0.08,0.06040243902439024,0.0832469512195122,0.9212160110473633,0.013472254595628442
0.061000000000000006,0.08,0.06117682926829269,0.08363414634146342,0.9878220558166504,0.1254900206139789
0.062,0.08,0.0693079268292683,0.08557012195121952,1.0536282062530518,0.095056899563257
0.063,0.08,0.0751158536585366,0.08789329268292684,1.1202139854431152,0.17483670223150444
0.064,0.08,0.08673170731707316,0.0871189024390244,1.1859571933746338,0.11600984550735421
0.065,0.08,0.09370121951219512,0.08402134146341464,1.2523682117462158,0.14113624067683556
0.066,0.08,0.09950914634146342,0.07666463414634146,1.3180720806121826,0.04249527128006841
0.067,0.08,0.1010579268292683,0.07434146341463416,1.384577989578247,0.07201373879470166
0.068,0.08,0.09989634146341464,0.06969512195121952,1.4500269889831543,0.035495893792581536
0.069,0.08,0.09989634146341464,0.0673719512195122,1.5159051418304443,0.011754887021461092
0.07,0.08,0.10067073170731708,0.0673719512195122,1.5818512439727783,0.03759522381824092
0.07100000000000001,0.08,0.10260670731707318,0.06582317073170732,1.647982120513916,0.10022115610614987
0.07200000000000001,0.08,0.10918902439024392,0.06504878048780488,1.7144830226898193,0.09038801757622589
0.07300000000000001,0.08,0.1149969512195122,0.0635,1.7795321941375732,0.1111989845955957
0.07400000000000001,0.08,0.12196646341463416,0.0654359756097561,1.8460910320281982,0.08470169028583027
