desired path: x position,desired path: y position,robot position: x position,robot position: y position,Desired Position: x (m),Desired Position: y (m),Actual Position: x (m),Actual Position: y (m),Desired X-Pos vs. Time: time(s),Desired X-Pos vs. Time: x (m),Actual X-Pos vs. Time: time(s),Actual X-Pos vs. Time: x (m),Desired Y-Pos vs. Time: time(s),Desired Y-Pos vs. Time: y (m),Actual Y-Pos vs. Time: time(s),Actual Y-Pos vs. Time: y (m),Theta vs. Time: time(s),Theta vs. Time: theta (rads),Robot Velocity: time (s),Robot Velocity: velocity (m/s),Position: x (m)1,Position: y (m)1,Position: x (m)2,Position: y (m)2,X-Pos vs. Time: time(s)1,X-Pos vs. Time: x (m)1,X-Pos vs. Time: time(s)2,X-Pos vs. Time: x (m)2,Y-Pos vs. Time: time(s)1,Y-Pos vs. Time: y (m)1,Y-Pos vs. Time: time(s)2,Y-Pos vs. Time: y (m)2
0.15,0.1,0.06272560975609756,0.09486280487804878,0.15,0.1,0.06272560975609756,0.09486280487804878,0.0,0.15,0.0628209114074707,0.06272560975609756,0.0,0.1,0.0628209114074707,0.09486280487804878,0.0628209114074707,0.11487660541689924,0.4184236526489258,0.0010888417805764705,0.15,0.1,0.06272560975609756,0.09486280487804878,0.0,0.15,0.0628209114074707,0.06272560975609756,0.0,0.1,0.0628209114074707,0.09486280487804878
0.5,0.1,0.06272560975609756,0.09525,0.5,0.1,0.06272560975609756,0.09525,3.0,0.5,0.4184236526489258,0.06272560975609756,3.0,0.1,0.4184236526489258,0.09525,0.4184236526489258,0.10220671810725362,0.6176269054412842,0.06634319980406703,0.5,0.1,0.06272560975609756,0.09525,3.0,0.5,0.4184236526489258,0.06272560975609756,3.0,0.1,0.4184236526489258,0.09525
0.5,0.2,0.07589024390243904,0.09408841463414636,0.5,0.2,0.07589024390243904,0.09408841463414636,5.0,0.5,0.6176269054412842,0.07589024390243904,5.0,0.2,0.6176269054412842,0.09408841463414636,0.6176269054412842,0.11487660541689898,0.7814078330993652,0.1442103349685052,0.5,0.2,0.07589024390243904,0.09408841463414636,5.0,0.5,0.6176269054412842,0.07589024390243904,5.0,0.2,0.6176269054412842,0.09408841463414636
0.15,0.2,0.09950914634146342,0.09408841463414636,0.15,0.2,0.09950914634146342,0.09408841463414636,8.0,0.15,0.7814078330993652,0.09950914634146342,8.0,0.2,0.7814078330993652,0.09408841463414636,0.7814078330993652,0.11343499180721621,0.9468958377838135,0.16186378987986927,0.15,0.2,0.09950914634146342,0.09408841463414636,8.0,0.15,0.7814078330993652,0.09950914634146342,8.0,0.2,0.7814078330993652,0.09408841463414636
0.15,0.05,0.12622560975609756,0.09215243902439024,0.15,0.05,0.12622560975609756,0.09215243902439024,10.0,0.15,0.9468958377838135,0.12622560975609756,10.0,0.05,0.9468958377838135,0.09215243902439024,0.9468958377838135,0.1022067181072534,1.2461037635803223,0.1464355676812424,0.15,0.05,0.12622560975609756,0.09215243902439024,10.0,0.15,0.9468958377838135,0.12622560975609756,10.0,0.05,0.9468958377838135,0.09215243902439024
,,0.1699786585365854,0.08982926829268292,,,0.1699786585365854,0.08982926829268292,,,1.2461037635803223,0.1699786585365854,,,1.2461037635803223,0.08982926829268292,1.2461037635803223,0.10092178466729372,1.5094377994537354,0.14739552731254385,,,0.1699786585365854,0.08982926829268292,,,1.2461037635803223,0.1699786585365854,,,1.2461037635803223,0.08982926829268292
,,0.20869817073170732,0.0871189024390244,,,0.20869817073170732,0.0871189024390244,,,1.5094377994537354,0.20869817073170732,,,1.5094377994537354,0.0871189024390244,1.5094377994537354,0.06320683189746028,1.674057960510254,0.14349442865761577,,,0.20869817073170732,0.0871189024390244,,,1.5094377994537354,0.20869817073170732,,,1.5094377994537354,0.0871189024390244
,,0.23231707317073172,0.08673170731707318,,,0.23231707317073172,0.08673170731707318,,,1.674057960510254,0.23231707317073172,,,1.674057960510254,0.08673170731707318,1.674057960510254,0.02499479361892018,1.83984375,0.13246712353776954,,,0.23231707317073172,0.08673170731707318,,,1.674057960510254,0.23231707317073172,,,1.674057960510254,0.08673170731707318
,,0.254,0.0832469512195122,,,0.254,0.0832469512195122,,,1.83984375,0.254,,,1.83984375,0.0832469512195122,1.83984375,0.06241880999595738,2.0047926902770996,0.12684453865403528,,,0.254,0.0832469512195122,,,1.83984375,0.254,,,1.83984375,0.0832469512195122
,,0.27490853658536585,0.08247256097560976,,,0.27490853658536585,0.08247256097560976,,,2.0047926902770996,0.27490853658536585,,,2.0047926902770996,0.08247256097560976,2.0047926902770996,0.062418809995957406,2.1698508262634277,0.13170008200191022,,,0.27490853658536585,0.08247256097560976,,,2.0047926902770996,0.27490853658536585,,,2.0047926902770996,0.08247256097560976
