desired path: x position,desired path: y position,robot position: x position,robot position: y position,Distance: time (s),Distance: distance (m),Fish Position: x (m),Fish Position: y (m),Fish X-Pos vs. Time: time (s),Fish X-Pos vs. Time: x (m),Fish Y-Pos vs. Time: time (s),Fish Y-Pos vs. Time: y (m),Desired Position: x (m),Desired Position: y (m),Actual Position: x (m),Actual Position: y (m),Desired X-Pos vs. Time: time(s),Desired X-Pos vs. Time: x (m),Actual X-Pos vs. Time: time(s),Actual X-Pos vs. Time: x (m),Desired Y-Pos vs. Time: time(s),Desired Y-Pos vs. Time: y (m),Actual Y-Pos vs. Time: time(s),Actual Y-Pos vs. Time: y (m),Desired Theta vs. Time: time(s),Desired Theta vs. Time: theta (rads),Theta vs. Time: time(s),Theta vs. Time: theta (rads),Robot Velocity: time (s),Robot Velocity: velocity (m/s),Position: x (m)1,Position: y (m)1,Position: x (m)2,Position: y (m)2,X-Pos vs. Time: time(s)1,X-Pos vs. Time: x (m)1,X-Pos vs. Time: time(s)2,X-Pos vs. Time: x (m)2,Y-Pos vs. Time: time(s)1,Y-Pos vs. Time: y (m)1,Y-Pos vs. Time: time(s)2,Y-Pos vs. Time: y (m)2,Theta vs. Theta Des: time(s)1,Theta vs. Theta Des: theta (rad)1,Theta vs. Theta Des: time(s)2,Theta vs. Theta Des: theta (rad)2
0.057882857322692875,0.08,0.06427439024390244,0.03484756097560976,0.15765714645385742,0.24617348305786044,0.04487294727744166,0.2802553191489362,0.15765714645385742,0.04487294727744166,0.15765714645385742,0.2802553191489362,0.057882857322692875,0.08,0.06427439024390244,0.03484756097560976,0.15765714645385742,0.057882857322692875,0.15765714645385742,0.06427439024390244,0.15765714645385742,0.08,0.15765714645385742,0.03484756097560976,0.15765714645385742,0.0,0.15765714645385742,0.2860514417173183,0.5883262157440186,0.0,0.057882857322692875,0.08,0.06427439024390244,0.03484756097560976,0.15765714645385742,0.057882857322692875,0.15765714645385742,0.06427439024390244,0.15765714645385742,0.08,0.15765714645385742,0.03484756097560976,0.15765714645385742,0.0,0.15765714645385742,0.2860514417173183
0.07941631078720093,0.08,0.06427439024390244,0.03484756097560976,0.5883262157440186,0.2452582358669843,0.04573725151253241,0.2794042553191489,0.5883262157440186,0.04573725151253241,0.5883262157440186,0.2794042553191489,0.07941631078720093,0.08,0.06427439024390244,0.03484756097560976,0.5883262157440186,0.07941631078720093,0.5883262157440186,0.06427439024390244,0.5883262157440186,0.08,0.5883262157440186,0.03484756097560976,0.5883262157440186,0.0,0.5883262157440186,0.2860514417173183,0.91792893409729,0.05160808532583533,0.07941631078720093,0.08,0.06427439024390244,0.03484756097560976,0.5883262157440186,0.07941631078720093,0.5883262157440186,0.06427439024390244,0.5883262157440186,0.08,0.5883262157440186,0.03484756097560976,0.5883262157440186,0.0,0.5883262157440186,0.2860514417173183
0.09489644670486451,0.08,0.0755030487804878,0.047625,0.91792893409729,0.23463816506575144,0.04487294727744166,0.2802553191489362,0.91792893409729,0.04487294727744166,0.91792893409729,0.2802553191489362,0.09489644670486451,0.08,0.0755030487804878,0.047625,0.91792893409729,0.09489644670486451,0.91792893409729,0.0755030487804878,0.91792893409729,0.08,0.91792893409729,0.047625,0.91792893409729,0.0,0.91792893409729,0.7853981633974483,1.2121551036834717,0.05528673386695529,0.09489644670486451,0.08,0.0755030487804878,0.047625,0.91792893409729,0.09489644670486451,0.91792893409729,0.0755030487804878,0.91792893409729,0.08,0.91792893409729,0.047625,0.91792893409729,0.0,0.91792893409729,0.7853981633974483
0.10960775518417358,0.08,0.0751158536585366,0.06388719512195122,1.2121551036834717,0.2184715049642228,0.04487294727744166,0.2802553191489362,1.2121551036834717,0.04487294727744166,1.2121551036834717,0.2802553191489362,0.10960775518417358,0.08,0.0751158536585366,0.06388719512195122,1.2121551036834717,0.10960775518417358,1.2121551036834717,0.0751158536585366,1.2121551036834717,0.08,1.2121551036834717,0.06388719512195122,1.2121551036834717,0.0,1.2121551036834717,1.2220253232109897,1.5108871459960938,0.034316823279468986,0.10960775518417358,0.08,0.0751158536585366,0.06388719512195122,1.2121551036834717,0.10960775518417358,1.2121551036834717,0.0751158536585366,1.2121551036834717,0.08,1.2121551036834717,0.06388719512195122,1.2121551036834717,0.0,1.2121551036834717,1.2220253232109897
0.1245443572998047,0.08,0.07317987804878048,0.07395426829268294,1.5108871459960938,0.20823401718760498,0.04487294727744166,0.2802553191489362,1.5108871459960938,0.04487294727744166,1.5108871459960938,0.2802553191489362,0.1245443572998047,0.08,0.07317987804878048,0.07395426829268294,1.5108871459960938,0.1245443572998047,1.5108871459960938,0.07317987804878048,1.5108871459960938,0.08,1.5108871459960938,0.07395426829268294,1.5108871459960938,0.0,1.5108871459960938,1.428899272190733,1.7736780643463135,0.023803442949809767,0.1245443572998047,0.08,0.07317987804878048,0.07395426829268294,1.5108871459960938,0.1245443572998047,1.5108871459960938,0.07317987804878048,1.5108871459960938,0.08,1.5108871459960938,0.07395426829268294,1.5108871459960938,0.0,1.5108871459960938,1.428899272190733
0.13768390321731566,0.08,0.0755030487804878,0.07976219512195122,1.7736780643463135,0.2028193676653857,0.04487294727744166,0.2802553191489362,1.7736780643463135,0.04487294727744166,1.7736780643463135,0.2802553191489362,0.13768390321731566,0.08,0.0755030487804878,0.07976219512195122,1.7736780643463135,0.13768390321731566,1.7736780643463135,0.0755030487804878,1.7736780643463135,0.08,1.7736780643463135,0.07976219512195122,1.7736780643463135,0.0,1.7736780643463135,1.3120254348311993,2.0392470359802246,0.03737104397135982,0.13768390321731566,0.08,0.0755030487804878,0.07976219512195122,1.7736780643463135,0.13768390321731566,1.7736780643463135,0.0755030487804878,1.7736780643463135,0.08,1.7736780643463135,0.07976219512195122,1.7736780643463135,0.0,1.7736780643463135,1.3120254348311993
0.1509623517990112,0.08,0.08479573170731708,0.0832469512195122,2.0392470359802246,0.200842878662256,0.04573725151253241,0.2802553191489362,2.0392470359802246,0.04573725151253241,2.0392470359802246,0.2802553191489362,0.1509623517990112,0.08,0.08479573170731708,0.0832469512195122,2.0392470359802246,0.1509623517990112,2.0392470359802246,0.08479573170731708,2.0392470359802246,0.08,2.0392470359802246,0.0832469512195122,2.0392470359802246,0.0,2.0392470359802246,0.9440534255838495,2.3029510974884033,0.05432688230230689,0.1509623517990112,0.08,0.08479573170731708,0.0832469512195122,2.0392470359802246,0.1509623517990112,2.0392470359802246,0.08479573170731708,2.0392470359802246,0.08,2.0392470359802246,0.0832469512195122,2.0392470359802246,0.0,2.0392470359802246,0.9440534255838495
0.16414755487442018,0.08,0.09834756097560976,0.07860060975609756,2.3029510974884033,0.20840457404316004,0.04573725151253241,0.2802553191489362,2.3029510974884033,0.04573725151253241,2.3029510974884033,0.2802553191489362,0.16414755487442018,0.08,0.09834756097560976,0.07860060975609756,2.3029510974884033,0.16414755487442018,2.3029510974884033,0.09834756097560976,2.3029510974884033,0.08,2.3029510974884033,0.07860060975609756,2.3029510974884033,0.0,2.3029510974884033,0.48833395105640554,2.6300079822540283,0.044328250187621036,0.16414755487442018,0.08,0.09834756097560976,0.07860060975609756,2.3029510974884033,0.16414755487442018,2.3029510974884033,0.09834756097560976,2.3029510974884033,0.08,2.3029510974884033,0.07860060975609756,2.3029510974884033,0.0,2.3029510974884033,0.48833395105640554
0.17973370583852133,0.08,0.11035060975609756,0.07046951219512196,2.6300079822540283,0.21976671513887583,0.04487294727744166,0.2802553191489362,2.6300079822540283,0.04487294727744166,2.6300079822540283,0.2802553191489362,0.17973370583852133,0.08,0.11035060975609756,0.07046951219512196,2.6300079822540283,0.17973370583852133,2.6300079822540283,0.11035060975609756,2.6300079822540283,0.08,2.6300079822540283,0.07046951219512196,2.6300079822540283,0.0,2.6300079822540283,0.11379200714370818,2.8948071002960205,0.043622278517319105,0.17973370583852133,0.08,0.11035060975609756,0.07046951219512196,2.6300079822540283,0.17973370583852133,2.6300079822540283,0.11035060975609756,2.6300079822540283,0.08,2.6300079822540283,0.07046951219512196,2.6300079822540283,0.0,2.6300079822540283,0.11379200714370818
0.19274035501480102,0.08,0.11925609756097562,0.06311280487804878,2.8948071002960205,0.22952935444074543,0.04487294727744166,0.2802553191489362,2.8948071002960205,0.04487294727744166,2.8948071002960205,0.2802553191489362,0.19274035501480102,0.08,0.11925609756097562,0.06311280487804878,2.8948071002960205,0.19274035501480102,2.8948071002960205,0.11925609756097562,2.8948071002960205,0.08,2.8948071002960205,0.06311280487804878,2.8948071002960205,0.0,2.8948071002960205,-0.08314123188844132,3.158550977706909,0.05262584162813881,0.19274035501480102,0.08,0.11925609756097562,0.06311280487804878,2.8948071002960205,0.19274035501480102,2.8948071002960205,0.11925609756097562,2.8948071002960205,0.08,2.8948071002960205,0.06311280487804878,2.8948071002960205,0.0,2.8948071002960205,-0.08314123188844132
0.20592754888534545,0.08,0.13203353658536587,0.05769207317073171,3.158550977706909,0.23902168685886932,0.04487294727744166,0.2802553191489362,3.158550977706909,0.04487294727744166,3.158550977706909,0.2802553191489362,0.20592754888534545,0.08,0.13203353658536587,0.05769207317073171,3.158550977706909,0.20592754888534545,3.158550977706909,0.13203353658536587,3.158550977706909,0.08,3.158550977706909,0.05769207317073171,3.158550977706909,0.0,3.158550977706909,-0.141897054604164,3.455954074859619,0.050085873004295366,0.20592754888534545,0.08,0.13203353658536587,0.05769207317073171,3.158550977706909,0.20592754888534545,3.158550977706909,0.13203353658536587,3.158550977706909,0.08,3.158550977706909,0.05769207317073171,3.158550977706909,0.0,3.158550977706909,-0.141897054604164
0.22079770374298097,0.08,0.1467469512195122,0.05536890243902439,3.455954074859619,0.24688501999881057,0.04487294727744166,0.2802553191489362,3.455954074859619,0.04487294727744166,3.455954074859619,0.2802553191489362,0.22079770374298097,0.08,0.1467469512195122,0.05536890243902439,3.455954074859619,0.22079770374298097,3.455954074859619,0.1467469512195122,3.455954074859619,0.08,3.455954074859619,0.05536890243902439,3.455954074859619,0.0,3.455954074859619,-0.028563657838760022,3.719285011291504,0.05458239682247687,0.22079770374298097,0.08,0.1467469512195122,0.05536890243902439,3.455954074859619,0.22079770374298097,3.455954074859619,0.1467469512195122,3.455954074859619,0.08,3.455954074859619,0.05536890243902439,3.455954074859619,0.0,3.455954074859619,-0.028563657838760022
