desired path: x position,desired path: y position,robot position: x position,robot position: y position,Desired Position: x (m),Desired Position: y (m),Actual Position: x (m),Actual Position: y (m),Desired X-Pos vs. Time: time(s),Desired X-Pos vs. Time: x (m),Actual X-Pos vs. Time: time(s),Actual X-Pos vs. Time: x (m),Desired Y-Pos vs. Time: time(s),Desired Y-Pos vs. Time: y (m),Actual Y-Pos vs. Time: time(s),Actual Y-Pos vs. Time: y (m),Theta vs. Time: time(s),Theta vs. Time: theta (rads),Robot Velocity: time (s),Robot Velocity: velocity (m/s),Position: x (m)1,Position: y (m)1,Position: x (m)2,Position: y (m)2,X-Pos vs. Time: time(s)1,X-Pos vs. Time: x (m)1,X-Pos vs. Time: time(s)2,X-Pos vs. Time: x (m)2,Y-Pos vs. Time: time(s)1,Y-Pos vs. Time: y (m)1,Y-Pos vs. Time: time(s)2,Y-Pos vs. Time: y (m)2
0.15,0.1,0.09292682926829268,0.09989634146341464,0.15,0.1,0.09292682926829268,0.09989634146341464,0.0,0.15,0.06306886672973633,0.09292682926829268,0.0,0.1,0.06306886672973633,0.09989634146341464,0.06306886672973633,0.1732456664523651,0.38765692710876465,0.003578644773616293,0.15,0.1,0.09292682926829268,0.09989634146341464,0.0,0.15,0.06306886672973633,0.09292682926829268,0.0,0.1,0.06306886672973633,0.09989634146341464
0.5,0.1,0.09292682926829268,0.09873475609756098,0.5,0.1,0.09292682926829268,0.09873475609756098,3.0,0.5,0.38765692710876465,0.09292682926829268,3.0,0.1,0.38765692710876465,0.09873475609756098,0.38765692710876465,0.2200617026335653,0.5824029445648193,0.05184605884691271,0.5,0.1,0.09292682926829268,0.09873475609756098,3.0,0.5,0.38765692710876465,0.09292682926829268,3.0,0.1,0.38765692710876465,0.09873475609756098
0.5,0.2,0.1029939024390244,0.09796036585365854,0.5,0.2,0.1029939024390244,0.09796036585365854,5.0,0.5,0.5824029445648193,0.1029939024390244,5.0,0.2,0.5824029445648193,0.09796036585365854,0.5824029445648193,0.165148677414627,0.7480819225311279,0.09581782912270402,0.5,0.2,0.1029939024390244,0.09796036585365854,5.0,0.5,0.5824029445648193,0.1029939024390244,5.0,0.2,0.5824029445648193,0.09796036585365854
0.15,0.2,0.1188689024390244,0.09796036585365854,0.15,0.2,0.1188689024390244,0.09796036585365854,8.0,0.15,0.7480819225311279,0.1188689024390244,8.0,0.2,0.7480819225311279,0.09796036585365854,0.7480819225311279,0.13497674985392355,0.9141507148742676,0.12598918758732727,0.15,0.2,0.1188689024390244,0.09796036585365854,8.0,0.15,0.7480819225311279,0.1188689024390244,8.0,0.2,0.7480819225311279,0.09796036585365854
0.15,0.05,0.13977743902439024,0.0971859756097561,0.15,0.05,0.13977743902439024,0.0971859756097561,10.0,0.15,0.9141507148742676,0.13977743902439024,10.0,0.05,0.9141507148742676,0.0971859756097561,0.9141507148742676,0.1134349918072164,1.0777478218078613,0.1352371004638271,0.15,0.05,0.13977743902439024,0.0971859756097561,10.0,0.15,0.9141507148742676,0.13977743902439024,10.0,0.05,0.9141507148742676,0.0971859756097561
,,0.16184756097560976,0.09563719512195122,,,0.16184756097560976,0.09563719512195122,,,1.0777478218078613,0.16184756097560976,,,1.0777478218078613,0.09563719512195122,1.0777478218078613,0.038442590021188015,1.2467517852783203,0.12506653549761063,,,0.16184756097560976,0.09563719512195122,,,1.0777478218078613,0.16184756097560976,,,1.0777478218078613,0.09563719512195122
,,0.1827560975609756,0.09253963414634148,,,0.1827560975609756,0.09253963414634148,,,1.2467517852783203,0.1827560975609756,,,1.2467517852783203,0.09253963414634148,1.2467517852783203,0.08950381835161017,1.4097929000854492,0.13332937566206687,,,0.1827560975609756,0.09253963414634148,,,1.2467517852783203,0.1827560975609756,,,1.2467517852783203,0.09253963414634148
,,0.20443902439024392,0.0909908536585366,,,0.20443902439024392,0.0909908536585366,,,1.4097929000854492,0.20443902439024392,,,1.4097929000854492,0.0909908536585366,1.4097929000854492,0.038442590021187786,1.5752198696136475,0.12892328161894387,,,0.20443902439024392,0.0909908536585366,,,1.4097929000854492,0.20443902439024392,,,1.4097929000854492,0.0909908536585366
,,0.225734756097561,0.08982926829268294,,,0.225734756097561,0.08982926829268294,,,1.5752198696136475,0.225734756097561,,,1.5752198696136475,0.08982926829268294,1.5752198696136475,0.025311049142848322,1.7392628192901611,0.12730462093790398,,,0.225734756097561,0.08982926829268294,,,1.5752198696136475,0.225734756097561,,,1.5752198696136475,0.08982926829268294
,,0.2462560975609756,0.08595731707317074,,,0.2462560975609756,0.08595731707317074,,,1.7392628192901611,0.2462560975609756,,,1.7392628192901611,0.08595731707317074,1.7392628192901611,0.025635408521677505,1.9030969142913818,0.13310432889281626,,,0.2462560975609756,0.08595731707317074,,,1.7392628192901611,0.2462560975609756,,,1.7392628192901611,0.08595731707317074
