desired path: x position,desired path: y position,robot position: x position,robot position: y position,Desired Position: x (m),Desired Position: y (m),Actual Position: x (m),Actual Position: y (m),Desired X-Pos vs. Time: time(s),Desired X-Pos vs. Time: x (m),Actual X-Pos vs. Time: time(s),Actual X-Pos vs. Time: x (m),Desired Y-Pos vs. Time: time(s),Desired Y-Pos vs. Time: y (m),Actual Y-Pos vs. Time: time(s),Actual Y-Pos vs. Time: y (m),Theta vs. Time: time(s),Theta vs. Time: theta (rads),Robot Velocity: time (s),Robot Velocity: velocity (m/s),Position: x (m)1,Position: y (m)1,Position: x (m)2,Position: y (m)2,X-Pos vs. Time: time(s)1,X-Pos vs. Time: x (m)1,X-Pos vs. Time: time(s)2,X-Pos vs. Time: x (m)2,Y-Pos vs. Time: time(s)1,Y-Pos vs. Time: y (m)1,Y-Pos vs. Time: time(s)2,Y-Pos vs. Time: y (m)2
0.1,0.08,0.08285975609756098,0.04878658536585366,0.1,0.08,0.08285975609756098,0.04878658536585366,0.0,0.1,0.057959794998168945,0.08285975609756098,0.0,0.08,0.057959794998168945,0.04878658536585366,0.057959794998168945,-0.186979269918911,0.2516329288482666,0.004470390890196317,0.1,0.08,0.08285975609756098,0.04878658536585366,0.0,0.1,0.057959794998168945,0.08285975609756098,0.0,0.08,0.057959794998168945,0.04878658536585366
0.5,0.08,0.08247256097560976,0.0495609756097561,0.5,0.08,0.08247256097560976,0.0495609756097561,3.0,0.5,0.2516329288482666,0.08247256097560976,3.0,0.08,0.2516329288482666,0.0495609756097561,0.2516329288482666,-0.23554498072086333,0.3460958003997803,0.009165448805641088,0.5,0.08,0.08247256097560976,0.0495609756097561,3.0,0.5,0.2516329288482666,0.08247256097560976,3.0,0.08,0.2516329288482666,0.0495609756097561
0.5,0.25,0.08285975609756098,0.04878658536585366,0.5,0.25,0.08285975609756098,0.04878658536585366,5.0,0.5,0.3460958003997803,0.08285975609756098,5.0,0.25,0.3460958003997803,0.04878658536585366,0.3460958003997803,-0.1566018769820154,0.446850061416626,0.03283430932580394,0.5,0.25,0.08285975609756098,0.04878658536585366,5.0,0.5,0.3460958003997803,0.08285975609756098,5.0,0.25,0.3460958003997803,0.04878658536585366
0.1,0.25,0.08595731707317074,0.04994817073170732,0.1,0.25,0.08595731707317074,0.04994817073170732,8.0,0.1,0.446850061416626,0.08595731707317074,8.0,0.25,0.446850061416626,0.04994817073170732,0.446850061416626,-0.0640149778343441,0.5479059219360352,0.035324647399252916,0.1,0.25,0.08595731707317074,0.04994817073170732,8.0,0.1,0.446850061416626,0.08595731707317074,8.0,0.25,0.446850061416626,0.04994817073170732
0.1,0.08,0.08944207317073172,0.04917378048780488,0.1,0.08,0.08944207317073172,0.04917378048780488,10.0,0.1,0.5479059219360352,0.08944207317073172,10.0,0.08,0.5479059219360352,0.04917378048780488,0.5479059219360352,-0.012986282920172494,0.643420934677124,0.0653649469851713,0.1,0.08,0.08944207317073172,0.04917378048780488,10.0,0.1,0.5479059219360352,0.08944207317073172,10.0,0.08,0.5479059219360352,0.04917378048780488
,,0.09563719512195122,0.04994817073170732,,,0.09563719512195122,0.04994817073170732,,,0.643420934677124,0.09563719512195122,,,0.643420934677124,0.04994817073170732,0.643420934677124,0.012986282920172496,0.7453389167785645,0.07005167423591994,,,0.09563719512195122,0.04994817073170732,,,0.643420934677124,0.09563719512195122,,,0.643420934677124,0.04994817073170732
,,0.10260670731707318,0.0514969512195122,,,0.10260670731707318,0.0514969512195122,,,0.7453389167785645,0.10260670731707318,,,0.7453389167785645,0.0514969512195122,0.7453389167785645,0.012986282920172496,0.8421988487243652,0.060492768227516036,,,0.10260670731707318,0.0514969512195122,,,0.7453389167785645,0.10260670731707318,,,0.7453389167785645,0.0514969512195122
,,0.10841463414634148,0.05227134146341464,,,0.10841463414634148,0.05227134146341464,,,0.8421988487243652,0.10841463414634148,,,0.8421988487243652,0.05227134146341464,0.8421988487243652,0.16941304388961834,0.9428458213806152,0.05770592672573183,,,0.10841463414634148,0.05227134146341464,,,0.8421988487243652,0.10841463414634148,,,0.8421988487243652,0.05227134146341464
,,0.11306097560975611,0.05575609756097562,,,0.11306097560975611,0.05575609756097562,,,0.9428458213806152,0.11306097560975611,,,0.9428458213806152,0.05575609756097562,0.9428458213806152,0.18216831047276347,1.0417630672454834,0.10363748620702397,,,0.11306097560975611,0.05575609756097562,,,0.9428458213806152,0.11306097560975611,,,0.9428458213806152,0.05575609756097562
,,0.1231280487804878,0.05769207317073171,,,0.1231280487804878,0.05769207317073171,,,1.0417630672454834,0.1231280487804878,,,1.0417630672454834,0.05769207317073171,1.0417630672454834,0.2513277841608404,1.1401729583740234,0.12069407137854828,,,0.1231280487804878,0.05769207317073171,,,1.0417630672454834,0.1231280487804878,,,1.0417630672454834,0.05769207317073171
,,0.13435670731707317,0.0615640243902439,,,0.13435670731707317,0.0615640243902439,,,1.1401729583740234,0.13435670731707317,,,1.1401729583740234,0.0615640243902439,1.1401729583740234,0.22290023232837586,1.2396447658538818,0.12839387770063776,,,0.13435670731707317,0.0615640243902439,,,1.1401729583740234,0.13435670731707317,,,1.1401729583740234,0.0615640243902439
,,0.1467469512195122,0.06466158536585366,,,0.1467469512195122,0.06466158536585366,,,1.2396447658538818,0.1467469512195122,,,1.2396447658538818,0.06466158536585366,1.2396447658538818,0.2229002323283758,1.3392250537872314,0.1278998779179021,,,0.1467469512195122,0.06466158536585366,,,1.2396447658538818,0.1467469512195122,,,1.2396447658538818,0.06466158536585366
,,0.15875,0.06892073170731708,,,0.15875,0.06892073170731708,,,1.3392250537872314,0.15875,,,1.3392250537872314,0.06892073170731708,1.3392250537872314,0.23860932250820097,1.4380950927734375,0.1325158770213588,,,0.15875,0.06892073170731708,,,1.3392250537872314,0.15875,,,1.3392250537872314,0.06892073170731708
