Theta vs. Time_ind,Theta vs. Time_dep,Robot Velocity_ind,Robot Velocity_dep
0.16279888153076172,0.2817718672733519,0.2283778190612793,0.011808520739483958
0.2283778190612793,0.28177186727335213,0.2923269271850586,0.0060547384210858516
0.2923269271850586,0.2938693350324674,0.36264491081237793,0.005506345631344158
0.36264491081237793,0.3617292415199321,0.4257378578186035,0.061369002451734274
0.4257378578186035,0.5095922648089257,0.49262475967407227,0.12853229336894167
0.49262475967407227,0.6688121579361326,0.5599038600921631,0.12235421040838701
0.5599038600921631,0.8296171077931013,0.6259148120880127,0.09971553013785636
0.6259148120880127,1.0175020014726042,0.7245898246765137,0.048536494001364644
0.7245898246765137,1.2062703243879622,0.7897958755493164,0.06558762336930433
0.7897958755493164,1.3757760593899753,0.854870080947876,0.06572050906886255
0.854870080947876,1.5098961185169086,0.9214768409729004,0.04427163542213901
0.9214768409729004,1.6429599557545542,0.987907886505127,0.042432314798219066
0.987907886505127,1.7161063374305987,1.0573148727416992,0.04462895082422664
1.0573148727416992,1.7161063374305987,1.120344877243042,0.012286057252081305
1.120344877243042,1.6921483273656601,1.1866788864135742,0.008254839404330045
1.1866788864135742,1.6069251773076723,1.2530879974365234,0.029729587581965068
1.2530879974365234,1.4735431285433307,1.3188788890838623,0.034316545550384506
1.3188788890838623,1.334772648168999,1.3849289417266846,0.04726214056081997
1.3849289417266846,1.1902899496825319,1.4509267807006836,0.04468010229303915
1.4509267807006836,1.04094725733883,1.517014980316162,0.04723486023552527
1.517014980316162,0.8902751021276821,1.5832698345184326,0.03696086872471161
1.5832698345184326,0.7503248328642229,1.6497657299041748,0.04117371377373211
1.6497657299041748,0.6287962864154332,1.7152760028839111,0.05319404024829662
1.7152760028839111,0.5253668738153163,1.7815749645233154,0.052561246984746526
1.7815749645233154,0.4411794804149805,1.8475630283355713,0.03569154546525272
1.8475630283355713,0.3413558852538467,1.9130439758300781,0.03739770211404561
1.9130439758300781,0.23893644058616315,1.9789559841156006,0.04153845459965996
1.9789559841156006,0.17539422054342224,2.0454559326171875,0.04694239533102985
2.0454559326171875,0.11065722117389572,2.111792802810669,0.04986965110761261
2.111792802810669,0.0739390376579404,2.177766799926758,0.07067097470566346
2.177766799926758,0.0616501706392591,2.2430059909820557,0.0833018071378913
2.2430059909820557,0.07393903765794041,2.3096048831939697,0.10036239209483655
2.3096048831939697,0.0851593926197068,2.3760499954223633,0.0932366842864959
2.3760499954223633,0.0851593926197068,2.441290855407715,0.08902284290201505
2.441290855407715,0.08413824053117101,2.508546829223633,0.08080386325228116
2.508546829223633,0.09608871551736699,2.57344388961792,0.08437617812290309
2.57344388961792,0.119903985365024,2.6392629146575928,0.07670132970780569
2.6392629146575928,0.10931853388790014,2.7052998542785645,0.06476238799968374
2.7052998542785645,0.119903985365024,2.7716407775878906,0.07028009935410691
2.7716407775878906,0.13176226647792658,2.8373360633850098,0.03585060862650872
2.8373360633850098,0.14707835538840264,2.9030280113220215,0.0707292386560032
2.9030280113220215,0.14358339364646877,2.9691720008850098,0.07024586049485183
2.9691720008850098,0.14358339364646872,3.0348868370056152,0.07659665430996235
3.0348868370056152,0.14531001063570226,3.1012728214263916,0.06998979534542392
3.1012728214263916,0.14531001063570226,3.1665689945220947,0.07140459326136904
3.1665689945220947,0.15354378253955614,3.2329118251800537,0.07587159811309593
3.2329118251800537,0.15536425385153335,3.298919916152954,0.07063447242152172
3.298919916152954,0.16710179993110588,3.3638768196105957,0.0715296021837697
3.3638768196105957,0.16710179993110588,3.4305989742279053,0.07566312523283743
3.4305989742279053,0.15354378253955614,3.4973838329315186,0.06981293023489436
3.4973838329315186,0.1651486774146269,3.5632340908050537,0.07643913247891504
3.5632340908050537,0.16710179993110572,3.6290879249572754,0.07055536740160917
3.6290879249572754,0.16710179993110572,3.6949949264526367,0.06462357935921531
3.6949949264526367,0.16514867741462705,3.761436939239502,0.0651541529917651
3.761436939239502,0.16324028278483757,3.826852798461914,0.06537726412037731
3.826852798461914,0.17670885607003675,3.8930649757385254,0.064325725518287
3.8930649757385254,0.17467219900823983,3.9597039222717285,0.06996579213777858
3.9597039222717285,0.16324028278483743,4.025665998458862,0.06483588985149695
4.025665998458862,0.17670885607003675,4.090926885604858,0.07144320105536026
4.090926885604858,0.16514867741462697,4.158012866973877,0.046532327743457835
4.158012866973877,0.15002695678410796,4.222428798675537,0.07814117489875708
4.222428798675537,0.15176515532770332,4.288244962692261,0.04706383335897061
4.288244962692261,0.14832783412176478,4.3551928997039795,0.06940230977694399
4.3551928997039795,0.14832783412176478,4.421127796173096,0.08221339529752908
4.421127796173096,0.1517651553277032,4.487761974334717,0.06418192621318004
4.487761974334717,0.13863973713415817,4.553679943084717,0.07636061427280967
4.553679943084717,0.14024960963660518,4.620120048522949,0.06410505090819006
4.620120048522949,0.13863973713415817,4.685892820358276,0.08262602228056774
4.685892820358276,0.15002695678410796,4.751568794250488,0.07099166415217058
4.751568794250488,0.13863973713415817,4.817353010177612,0.07087485372764352
4.817353010177612,0.15002695678410796,4.883814811706543,0.0759595229812828
4.883814811706543,0.1370661743101878,4.986342906951904,0.04909421728083404
4.986342906951904,0.13863973713415817,5.04893684387207,0.07422989656874765
5.04893684387207,0.13863973713415817,5.114468812942505,0.0827188894856918
5.114468812942505,0.13552771398550084,5.180310010910034,0.0705689083255459
5.180310010910034,0.13552771398550084,5.245927810668945,0.06490839920131576
5.245927810668945,0.1370661743101878,5.312483787536621,0.05268048217288196
5.312483787536621,0.1466664937971927,5.377817869186401,0.023705552273728846
5.377817869186401,0.1688319020111205,5.443902969360352,0.016571862380680983
5.443902969360352,0.21743741940294734,5.510462999343872,0.01163446356761212
5.510462999343872,0.3324263053840971,5.576230764389038,0.05798326421808317
5.576230764389038,0.5561662301204531,5.641774892807007,0.07186657406442698
5.641774892807007,0.8671825440154447,5.70784592628479,0.08790428306560749
5.70784592628479,1.185932678783234,5.773552894592285,0.09317265092360423
5.773552894592285,1.512722167231943,5.839795827865601,0.10056252693684299
5.839795827865601,1.8380554249508074,5.906004905700684,0.08693776578327661
5.906004905700684,2.142825848040537,5.971892833709717,0.10512330733733861
5.971892833709717,2.42167451511581,6.038294076919556,0.10512241927405591
6.038294076919556,2.677945044588987,6.104480981826782,0.09378305292030384
6.104480981826782,2.907849472720892,6.169305801391602,0.10154007550439745
6.169305801391602,3.0956479977816738,6.236108064651489,0.09345991347359241
6.236108064651489,-3.0244839090229294,6.302599906921387,0.09207283498797324
6.302599906921387,-2.8966139904629293,6.368628025054932,0.06863746593787998
6.368628025054932,-2.776074447397897,6.4344236850738525,0.07183329096294767
6.4344236850738525,-2.6831533308280586,6.500542879104614,0.07337568225832981
6.500542879104614,-2.605157195985062,6.565351963043213,0.05884097515187215
6.565351963043213,-2.579307851247246,6.632584810256958,0.05151021556393317
6.632584810256958,-2.579307851247246,6.699172735214233,0.03900682956233081
6.699172735214233,-2.569563132344153,6.763995885848999,0.04815666689271446
6.763995885848999,-2.575738326481734,6.830512762069702,0.05733025833915683
6.830512762069702,-2.5695631323441535,6.896610736846924,0.0500498931059526
6.896610736846924,-2.5793078512472465,6.9633097648620605,0.04226183079847249
6.9633097648620605,-2.6051571959850626,7.028152704238892,0.03632185712667806
7.028152704238892,-2.646866971105545,7.130066871643066,0.024028425398731044
7.130066871643066,-2.698667466481471,7.19352388381958,0.06222528967816557
7.19352388381958,-2.698667466481471,7.259197950363159,0.07172438387552224
7.259197950363159,-2.719805393718976,7.325186014175415,0.066901548138021
7.325186014175415,-2.735174150933648,7.391140937805176,0.06484292105396787
7.391140937805176,-2.7719083647944918,7.458295822143555,0.06209852238653063
7.458295822143555,-2.7938256657327782,7.522804021835327,0.06002262096931632
7.522804021835327,-2.8235050864733857,7.5888450145721436,0.058629512656518536
7.5888450145721436,-2.8523216479806517,7.655361890792847,0.07766190383326693
7.655361890792847,-2.8824906358103832,7.71966290473938,0.07225922544982118
7.71966290473938,-2.9051365113898764,7.786597728729248,0.07542272377347903
7.786597728729248,-2.941908768214692,7.852171897888184,0.07698773473405585
7.852171897888184,-2.9511575381762394,7.918560981750488,0.07581873845112443
7.918560981750488,-2.9533711482850227,7.98326301574707,0.08377992734515016
7.98326301574707,-2.976443976175166,8.048603773117065,0.06545240793319876
8.048603773117065,-2.962799598786872,8.115019083023071,0.07020138410889219
8.115019083023071,-2.9744908536586876,8.183017015457153,0.0683306285513733
8.183017015457153,-2.9980092599433243,8.249969959259033,0.06361402650295143
8.249969959259033,-2.999695598985629,8.314761877059937,0.07171174462981912
8.314761877059937,-2.999695598985629,8.380727052688599,0.06456658836837566
8.380727052688599,-3.0216886682247694,8.445879697799683,0.07725759371371282
8.445879697799683,-3.0231026944316555,8.51196002960205,0.06471986125668662
8.51196002960205,-3.0335809288897466,8.578214883804321,0.07597234415457137
8.578214883804321,-3.0348569809406576,8.64527678489685,0.06928436843750976
8.64527678489685,-3.0348569809406576,8.711197853088379,0.07635702399028656
8.711197853088379,-3.0335809288897466,8.777174949645996,0.07651756448854204
8.777174949645996,-3.046640947247037,8.842664957046509,0.07708667231842023
8.842664957046509,-3.0335809288897466,8.908994674682617,0.07588659751245087
8.908994674682617,-3.0348569809406576,8.97550106048584,0.06430525211066006
8.97550106048584,-3.0216886682247694,9.041437864303589,0.08221101711724069
9.041437864303589,-3.0216886682247694,9.107696771621704,0.07036709282025673
9.107696771621704,-3.0335809288897466,9.172269105911255,0.0779519068149966
9.172269105911255,-3.008242399418241,9.274156093597412,0.0494031347837141
9.274156093597412,-3.033580928889747,9.338786840438843,0.06589969247783992
9.338786840438843,-3.008242399418241,9.404188871383667,0.07696300118894421
9.404188871383667,-3.0335809288897466,9.469544887542725,0.06516838987091679
9.469544887542725,-3.032274119701893,9.536043882369995,0.06431239926488673
9.536043882369995,-3.0216886682247694,9.602456092834473,0.0757923362309737
9.602456092834473,-3.0202406530190293,9.667665958404541,0.0714990997246085
9.667665958404541,-3.008242399418241,9.73393201828003,0.07011645889532185
9.73393201828003,-3.008242399418241,9.800280809402466,0.07002902969008927
9.800280809402466,-3.008242399418241,9.866338014602661,0.07033814781193468
9.866338014602661,-3.008242399418241,,
