desired path: x position,desired path: y position,robot position: x position,robot position: y position,Desired Position: x (m),Desired Position: y (m),Actual Position: x (m),Actual Position: y (m),Desired X-Pos vs. Time: time(s),Desired X-Pos vs. Time: x (m),Actual X-Pos vs. Time: time(s),Actual X-Pos vs. Time: x (m),Desired Y-Pos vs. Time: time(s),Desired Y-Pos vs. Time: y (m),Actual Y-Pos vs. Time: time(s),Actual Y-Pos vs. Time: y (m),Desired Theta vs. Time: time(s),Desired Theta vs. Time: theta (rads),Theta vs. Time: time(s),Theta vs. Time: theta (rads),Robot Velocity: time (s),Robot Velocity: velocity (m/s),Position: x (m)1,Position: y (m)1,Position: x (m)2,Position: y (m)2,X-Pos vs. Time: time(s)1,X-Pos vs. Time: x (m)1,X-Pos vs. Time: time(s)2,X-Pos vs. Time: x (m)2,Y-Pos vs. Time: time(s)1,Y-Pos vs. Time: y (m)1,Y-Pos vs. Time: time(s)2,Y-Pos vs. Time: y (m)2,Theta vs. Theta Des: time(s)1,Theta vs. Theta Des: theta (rad)1,Theta vs. Theta Des: time(s)2,Theta vs. Theta Des: theta (rad)2
0.0980640640258789,0.19697864532470705,0.06853353658536586,0.05110975609756098,0.0980640640258789,0.19697864532470705,0.06853353658536586,0.05110975609756098,0.06383681297302246,0.0980640640258789,0.06383681297302246,0.06853353658536586,0.06383681297302246,0.19697864532470705,0.06383681297302246,0.05110975609756098,0.06383681297302246,0.0,0.06383681297302246,0.38549386692932924,0.43563103675842285,0.006586538498668275,0.0980640640258789,0.19697864532470705,0.06853353658536586,0.05110975609756098,0.06383681297302246,0.0980640640258789,0.06383681297302246,0.06853353658536586,0.06383681297302246,0.19697864532470705,0.06383681297302246,0.05110975609756098,0.06383681297302246,0.0,0.06383681297302246,0.38549386692932924
0.11591018676757812,0.19102993774414062,0.06775914634146342,0.0534329268292683,0.11591018676757812,0.19102993774414062,0.06775914634146342,0.0534329268292683,0.43563103675842285,0.11591018676757812,0.43563103675842285,0.06775914634146342,0.43563103675842285,0.19102993774414062,0.43563103675842285,0.0534329268292683,0.43563103675842285,0.0,0.43563103675842285,0.29271307522399703,0.6845309734344482,0.05719965863222509,0.11591018676757812,0.19102993774414062,0.06775914634146342,0.0534329268292683,0.43563103675842285,0.11591018676757812,0.43563103675842285,0.06775914634146342,0.43563103675842285,0.19102993774414062,0.43563103675842285,0.0534329268292683,0.43563103675842285,0.0,0.43563103675842285,0.29271307522399703
0.12748832607269286,0.18704753875732422,0.08092378048780488,0.05885365853658537,0.12748832607269286,0.18704753875732422,0.08092378048780488,0.05885365853658537,0.6845309734344482,0.12748832607269286,0.6845309734344482,0.08092378048780488,0.6845309734344482,0.18704753875732422,0.6845309734344482,0.05885365853658537,0.6845309734344482,0.0,0.6845309734344482,0.4695999196553978,0.8698430061340332,0.16432215027097427,0.12748832607269286,0.18704753875732422,0.08092378048780488,0.05885365853658537,0.6845309734344482,0.12748832607269286,0.6845309734344482,0.08092378048780488,0.6845309734344482,0.18704753875732422,0.6845309734344482,0.05885365853658537,0.6845309734344482,0.0,0.6845309734344482,0.4695999196553978
0.13601267957687377,0.18408254623413087,0.10376829268292684,0.07898780487804878,0.13601267957687377,0.18408254623413087,0.10376829268292684,0.07898780487804878,0.8698430061340332,0.13601267957687377,0.8698430061340332,0.10376829268292684,0.8698430061340332,0.18408254623413087,0.8698430061340332,0.07898780487804878,0.8698430061340332,0.0,0.8698430061340332,0.9167136023805363,1.0789599418640137,0.14487295996379254,0.13601267957687377,0.18408254623413087,0.10376829268292684,0.07898780487804878,0.8698430061340332,0.13601267957687377,0.8698430061340332,0.10376829268292684,0.8698430061340332,0.18408254623413087,0.8698430061340332,0.07898780487804878,0.8698430061340332,0.0,0.8698430061340332,0.9167136023805363
0.14578997421264647,0.18073667526245116,0.1227408536585366,0.10260670731707316,0.14578997421264647,0.18073667526245116,0.1227408536585366,0.10260670731707316,1.0789599418640137,0.14578997421264647,1.0789599418640137,0.1227408536585366,1.0789599418640137,0.18073667526245116,1.0789599418640137,0.10260670731707316,1.0789599418640137,0.0,1.0789599418640137,1.043650383208487,1.262665033340454,0.14352489308890773,0.14578997421264647,0.18073667526245116,0.1227408536585366,0.10260670731707316,1.0789599418640137,0.14578997421264647,1.0789599418640137,0.1227408536585366,1.0789599418640137,0.18073667526245116,1.0789599418640137,0.10260670731707316,1.0789599418640137,0.0,1.0789599418640137,1.043650383208487
0.15460781860351563,0.1777973937988281,0.13590548780487804,0.12545121951219512,0.15460781860351563,0.1777973937988281,0.13590548780487804,0.12545121951219512,1.262665033340454,0.15460781860351563,1.262665033340454,0.13590548780487804,1.262665033340454,0.1777973937988281,1.262665033340454,0.12545121951219512,1.262665033340454,0.0,1.262665033340454,1.2026655554697327,1.4599289894104004,0.08867549900865258,0.15460781860351563,0.1777973937988281,0.13590548780487804,0.12545121951219512,1.262665033340454,0.15460781860351563,1.262665033340454,0.13590548780487804,1.262665033340454,0.1777973937988281,1.262665033340454,0.12545121951219512,1.262665033340454,0.0,1.262665033340454,1.2026655554697327
0.16407648849487305,0.17464117050170896,0.14403658536585368,0.14093902439024392,0.16407648849487305,0.17464117050170896,0.14403658536585368,0.14093902439024392,1.4599289894104004,0.16407648849487305,1.4599289894104004,0.14403658536585368,1.4599289894104004,0.17464117050170896,1.4599289894104004,0.14093902439024392,1.4599289894104004,0.0,1.4599289894104004,1.2818209168023305,1.6598258018493652,0.20682140361257262,0.16407648849487305,0.17464117050170896,0.14403658536585368,0.14093902439024392,1.4599289894104004,0.16407648849487305,1.4599289894104004,0.14403658536585368,1.4599289894104004,0.17464117050170896,1.4599289894104004,0.14093902439024392,1.4599289894104004,0.0,1.4599289894104004,1.2818209168023305
0.17367153549194336,0.17144282150268556,0.15952439024390244,0.17927134146341467,0.17367153549194336,0.17144282150268556,0.15952439024390244,0.17927134146341467,1.6598258018493652,0.17367153549194336,1.6598258018493652,0.15952439024390244,1.6598258018493652,0.17144282150268556,1.6598258018493652,0.17927134146341467,1.6598258018493652,0.0,1.6598258018493652,2.79856871316909,1.8539080619812012,0.1263328293025864,0.17367153549194336,0.17144282150268556,0.15952439024390244,0.17927134146341467,1.6598258018493652,0.17367153549194336,1.6598258018493652,0.15952439024390244,1.6598258018493652,0.17144282150268556,1.6598258018493652,0.17927134146341467,1.6598258018493652,0.0,1.6598258018493652,2.79856871316909
0.1829874839782715,0.16833750534057618,0.1506189024390244,0.15642682926829268,0.1829874839782715,0.16833750534057618,0.1506189024390244,0.15642682926829268,1.8539080619812012,0.1829874839782715,1.8539080619812012,0.1506189024390244,1.8539080619812012,0.16833750534057618,1.8539080619812012,0.15642682926829268,1.8539080619812012,0.0,1.8539080619812012,1.1538982563850029,2.053449869155884,0.009894244771817865,0.1829874839782715,0.16833750534057618,0.1506189024390244,0.15642682926829268,1.8539080619812012,0.1829874839782715,1.8539080619812012,0.1506189024390244,1.8539080619812012,0.16833750534057618,1.8539080619812012,0.15642682926829268,1.8539080619812012,0.0,1.8539080619812012,1.1538982563850029
0.1924585952758789,0.16514483642578126,0.1486829268292683,0.1568140243902439,0.1924585952758789,0.16514483642578126,0.1486829268292683,0.1568140243902439,2.053449869155884,0.1924585952758789,2.053449869155884,0.1486829268292683,2.053449869155884,0.16514483642578126,2.053449869155884,0.1568140243902439,2.053449869155884,0.0,2.053449869155884,1.253160975505366,2.250143051147461,0.07699921303063414,0.1924585952758789,0.16514483642578126,0.1486829268292683,0.1568140243902439,2.053449869155884,0.1924585952758789,2.053449869155884,0.1486829268292683,2.053449869155884,0.16514483642578126,2.053449869155884,0.1568140243902439,2.053449869155884,0.0,2.053449869155884,1.253160975505366
