Theta vs. Time_ind,Theta vs. Time_dep,Robot Velocity_ind,Robot Velocity_dep
0.1912221908569336,0.0,0.48170995712280273,0.0
0.48170995712280273,0.0,0.6446170806884766,0.0
0.6446170806884766,0.0,0.8078138828277588,0.0
0.8078138828277588,0.0,0.9731202125549316,0.0
0.9731202125549316,0.0,1.1378319263458252,5.7976999038058885
1.1378319263458252,-2.361739719860302,1.3037030696868896,5.757174321983174
1.3037030696868896,0.0,1.4693641662597656,0.0
1.4693641662597656,0.0,1.634803056716919,0.0
1.634803056716919,0.0,1.7993149757385254,0.0
1.7993149757385254,0.0,1.9657611846923828,0.0
1.9657611846923828,0.0,2.132143020629883,0.0
2.132143020629883,0.0,2.2950310707092285,0.0
2.2950310707092285,0.0,2.4589149951934814,0.0
2.4589149951934814,0.0,2.624830961227417,0.0
2.624830961227417,0.0,2.789494037628174,0.0
2.789494037628174,0.0,2.955673933029175,2.260544800058832
2.955673933029175,-0.5120428398740128,3.113787889480591,2.3758629968789773
3.113787889480591,0.0,3.286555051803589,0.0
3.286555051803589,0.0,3.449897050857544,0.0
3.449897050857544,0.0,3.615234136581421,0.0
3.615234136581421,0.0,3.7797598838806152,0.0
3.7797598838806152,0.0,3.944463014602661,0.0
3.944463014602661,0.0,4.11005711555481,5.68992291815072
4.11005711555481,-2.329534141817747,4.2790491580963135,5.575515012115365
4.2790491580963135,0.0,4.440619230270386,0.0
4.440619230270386,0.0,4.600414991378784,0.0
4.600414991378784,0.0,4.7698891162872314,0.0
4.7698891162872314,0.0,4.933934926986694,0.0
4.933934926986694,0.0,5.10041618347168,0.0
5.10041618347168,0.0,5.265122175216675,0.0
5.265122175216675,0.0,5.4289209842681885,0.0
5.4289209842681885,0.0,5.5947229862213135,0.0
5.5947229862213135,0.0,5.759335994720459,0.0
5.759335994720459,0.0,5.925303220748901,0.0
5.925303220748901,0.0,6.090801000595093,0.0
6.090801000595093,0.0,6.254440069198608,0.0
6.254440069198608,0.0,6.421266078948975,0.0
6.421266078948975,0.0,6.586321115493774,5.748313226056925
6.586321115493774,-2.3458855770461016,6.749130010604858,5.827618011598363
6.749130010604858,0.0,6.913455009460449,0.0
6.913455009460449,0.0,7.0787811279296875,0.0
7.0787811279296875,0.0,7.2458460330963135,0.0
7.2458460330963135,0.0,7.409994125366211,0.0
7.409994125366211,0.0,7.575712203979492,0.0
7.575712203979492,0.0,7.740154027938843,0.0
7.740154027938843,0.0,7.905155897140503,0.0
7.905155897140503,0.0,8.068408966064453,0.0
8.068408966064453,0.0,8.236050128936768,0.0
8.236050128936768,0.0,8.399593114852905,0.0
8.399593114852905,0.0,8.565952062606812,0.0
8.565952062606812,0.0,8.729442119598389,0.0
8.729442119598389,0.0,8.896871089935303,0.0
8.896871089935303,0.0,9.059823036193848,0.0
9.059823036193848,0.0,9.224955081939697,0.0
9.224955081939697,0.0,9.38977313041687,0.0
9.38977313041687,0.0,9.55403995513916,0.0
9.55403995513916,0.0,9.719861030578613,0.0
9.719861030578613,0.0,9.885010957717896,0.0
9.885010957717896,0.0,,
