desired path_ind,desired path_dep,robot position_ind,robot position_dep,robot velocity_ind,robot velocity_dep
0.05,0.08,0.1347439024390244,0.07472865853658538,0.2101290225982666,0.0021656668086167605
0.051000000000000004,0.08,0.1351310975609756,0.07472865853658538,0.2713761329650879,0.0
0.052000000000000005,0.08,0.1351310975609756,0.07472865853658538,0.33767223358154297,0.005840390586337378
0.053000000000000005,0.08,0.1351310975609756,0.07434146341463416,0.402407169342041,0.00845874930306591
0.054000000000000006,0.08,0.13551829268292684,0.07472865853658538,0.47166991233825684,0.007905788437775937
0.055,0.08,0.1351310975609756,0.07434146341463416,0.5313472747802734,0.0
0.056,0.08,0.1351310975609756,0.07434146341463416,0.5982298851013184,0.0057891747958495445
0.057,0.08,0.1351310975609756,0.07472865853658538,0.6662461757659912,0.005692682123171502
0.058,0.08,0.1351310975609756,0.07434146341463416,0.7307429313659668,0.006003327118540618
0.059000000000000004,0.08,0.1351310975609756,0.07472865853658538,0.7964310646057129,0.005894445508719963
0.060000000000000005,0.08,0.1351310975609756,0.07434146341463416,0.8642852306365967,0.0
0.061000000000000006,0.08,0.1351310975609756,0.07434146341463416,0.9325251579284668,0.0
0.062,0.08,0.1351310975609756,0.07434146341463416,0.995063066482544,0.017511829397832347
0.063,0.08,0.13590548780487804,0.0751158536585366,1.0610690116882324,0.0
0.064,0.08,0.13590548780487804,0.0751158536585366,1.1256098747253418,0.0
0.065,0.08,0.13590548780487804,0.0751158536585366,1.1949820518493652,0.0
0.066,0.08,0.13590548780487804,0.0751158536585366,1.2581040859222412,0.0
0.067,0.08,0.13590548780487804,0.0751158536585366,1.3248271942138672,0.0
0.068,0.08,0.13590548780487804,0.0751158536585366,1.3914411067962646,0.0
0.069,0.08,0.13590548780487804,0.0751158536585366,1.458247184753418,0.0
0.07,0.08,0.13590548780487804,0.0751158536585366,1.5233550071716309,0.0
0.07100000000000001,0.08,0.13590548780487804,0.0751158536585366,1.5902230739593506,0.0
0.07200000000000001,0.08,0.13590548780487804,0.0751158536585366,1.654297113418579,0.04602160596342889
0.07300000000000001,0.08,0.1386158536585366,0.07395426829268294,1.7228169441223145,0.07931342584044362
0.07400000000000001,0.08,0.14403658536585368,0.07434146341463416,1.786963939666748,0.12087200980955108
0.075,0.08,0.15178048780487807,0.07395426829268294,1.8554069995880127,0.10198637140205571
0.076,0.08,0.15875,0.07356707317073172,1.9210460186004639,0.1122333899355403
0.077,0.08,0.16610670731707317,0.07395426829268294,1.986652135848999,0.1062326576761037
0.078,0.08,0.17307621951219512,0.07395426829268294,2.050835132598877,0.09652279053535001
0.079,0.08,0.17927134146341464,0.07395426829268294,2.1185410022735596,0.10293807949900804
0.08,0.08,0.1862408536585366,0.07395426829268294,2.184004068374634,0.10055008824376985
0.081,0.08,0.19282317073170735,0.07395426829268294,2.2499780654907227,0.10564029011093974
0.082,0.08,0.19979268292682928,0.07395426829268294,2.3167731761932373,0.09292910723945941
0.083,0.08,0.2059878048780488,0.07356707317073172,2.3829779624938965,0.094303359212672
0.084,0.08,0.21218292682926831,0.07434146341463416,2.4483509063720703,0.08904018511695513
0.085,0.08,0.2179908536585366,0.07472865853658538,2.5136220455169678,0.09491364839621952
0.08600000000000001,0.08,0.22418597560975612,0.07472865853658536,2.5815601348876953,0.08548852172711739
0.08700000000000001,0.08,0.2299939024390244,0.07472865853658536,2.681305170059204,0.0621095770888965
0.088,0.08,0.23618902439024392,0.07472865853658536,2.7449700832366943,0.08536165746381538
0.089,0.08,0.241609756097561,0.0751158536585366,2.810479164123535,0.11245600634416175
0.09,0.08,0.24896646341463416,0.07472865853658536,2.8764829635620117,0.09972633589534843
0.091,0.08,0.2555487804878049,0.07472865853658536,2.941833257675171,0.0831601844317664
0.092,0.08,0.260969512195122,0.0751158536585366,3.0081300735473633,0.09344524121886233
0.093,0.08,0.2671646341463415,0.0751158536585366,3.074010133743286,0.10008635862050018
0.094,0.08,0.2737469512195122,0.07472865853658536,3.139478921890259,0.07711165707361133
0.095,0.08,0.2787804878048781,0.0751158536585366,3.2069239616394043,0.09759527309425435
0.096,0.08,0.28536280487804877,0.0751158536585366,3.2731170654296875,0.08774217398340085
0.097,0.08,0.2911707317073171,0.0751158536585366,3.3388330936431885,0.08857533211900752
0.098,0.08,0.2969786585365854,0.07472865853658536,3.405653953552246,0.08691787021557044
0.099,0.08,0.3027865853658537,0.07472865853658536,3.4707770347595215,0.08938181235660925
0.1,0.08,0.30859451219512196,0.07434146341463416,3.536334991455078,0.08289676471092383
0.101,0.08,0.31401524390243907,0.07472865853658536,3.6038172245025635,0.09198287794029654
0.10200000000000001,0.08,0.32021036585365853,0.07434146341463416,3.6692280769348145,0.08308319352280721
0.10300000000000001,0.08,0.32563109756097564,0.07472865853658536,3.7365119457244873,0.08631975143141175
0.10400000000000001,0.08,0.3314390243902439,0.07472865853658536,3.7998111248016357,0.10398740029706051
0.10500000000000001,0.08,0.33802134146341467,0.07472865853658536,3.866956949234009,0.0924437231654998
0.10600000000000001,0.08,0.3442164634146342,0.0751158536585366,3.931880235671997,0.08945829990931976
0.10700000000000001,0.08,0.3500243902439024,0.0751158536585366,3.998969078063965,0.08657068183313436
0.10800000000000001,0.08,0.35583231707317076,0.0751158536585366,4.06394100189209,0.09535075439058767
0.10900000000000001,0.08,0.3620274390243903,0.0751158536585366,4.130298137664795,0.09336029771447399
0.11,0.08,0.3682225609756098,0.0751158536585366,4.19717812538147,0.09281117143503807
0.11100000000000002,0.08,0.3744176829268293,0.0755030487804878,4.263169050216675,0.0882063562389658
0.112,0.08,0.3802256097560976,0.0751158536585366,4.328355073928833,0.08909773136208361
0.11300000000000002,0.08,0.3860335365853659,0.0751158536585366,4.3963401317596436,0.08542946074594873
0.114,0.08,0.39184146341463416,0.0751158536585366,4.4616920948028564,0.09498123264393961
0.115,0.08,0.3980365853658537,0.07472865853658536,4.526595115661621,0.08968487055817616
0.116,0.08,0.40384451219512196,0.07434146341463416,4.593847990036011,0.0863595330801204
0.11699999999999999,0.08,0.40965243902439025,0.07434146341463416,4.660208225250244,0.10502542934969979
0.11800000000000001,0.08,0.4166219512195122,0.07434146341463416,4.726006984710693,0.11196091957081612
0.119,0.08,0.4239786585365854,0.07395426829268292,4.826364040374756,0.0578726307865176
0.12000000000000001,0.08,0.4297865853658537,0.07395426829268292,4.889207124710083,0.09858080673066104
0.121,0.08,0.4359817073170732,0.07395426829268292,4.954178094863892,0.09535215399359956
0.12200000000000001,0.08,0.4421768292682927,0.07395426829268292,5.021680116653442,0.09177683552255488
0.123,0.08,0.44837195121951223,0.07395426829268292,5.088032960891724,0.09920173202421863
0.12400000000000001,0.08,0.45495426829268293,0.07395426829268292,5.152261018753052,0.09645507209006886
0.125,0.08,0.46114939024390245,0.07395426829268292,5.2194600105285645,0.09795261653865091
0.126,0.08,0.4677317073170732,0.07395426829268292,5.286175966262817,0.09285817587469339
0.127,0.08,0.4739268292682927,0.07395426829268292,5.3509910106658936,0.0896076965272068
0.128,0.08,0.479734756097561,0.07395426829268292,5.417701005935669,0.09304767569602687
0.129,0.08,0.4859298780487805,0.07434146341463416,5.484682083129883,0.0926710985484383
0.13,0.08,0.49212500000000003,0.07395426829268292,5.550068140029907,0.09474683510418572
0.131,0.08,0.49832012195121955,0.07395426829268292,5.616349220275879,0.09346742582089893
0.132,0.08,0.504515243902439,0.07395426829268292,5.681952953338623,0.10033448960709912
0.133,0.08,0.5110975609756098,0.07395426829268292,5.74846887588501,0.09313742806317056
0.134,0.08,0.5172926829268293,0.07395426829268292,5.813459873199463,0.08956346671200241
0.135,0.08,0.5231006097560975,0.07356707317073172,5.879841089248657,0.10499223439891432
0.136,0.08,0.5300701219512195,0.07356707317073172,5.9457361698150635,0.08247265902716136
0.137,0.08,0.5354908536585367,0.0731798780487805,6.012833118438721,0.09233090443452914
0.138,0.08,0.5416859756097561,0.0731798780487805,6.0770862102508545,0.10846967824520838
0.139,0.08,0.548655487804878,0.0731798780487805,6.1428141593933105,0.10014487229632806
0.14,0.08,0.5552378048780489,0.0731798780487805,6.2104949951171875,0.09171296333972012
0.14100000000000001,0.08,0.5614329268292684,0.07356707317073172,6.276904106140137,0.09911768086906061
0.14200000000000002,0.08,0.5680152439024391,0.07356707317073172,6.342432022094727,0.08272400591945515
0.14300000000000002,0.08,0.5734359756097561,0.07356707317073172,6.408804178237915,0.11084026411922064
0.14400000000000002,0.08,0.5807926829268293,0.07356707317073172,6.474950075149536,0.09365844656240657
0.14500000000000002,0.08,0.5869878048780488,0.07356707317073172,6.53968620300293,0.08373580390216372
0.14600000000000002,0.08,0.592408536585366,0.07356707317073172,6.606665134429932,0.07515104344194623
0.14700000000000002,0.08,0.5974420731707317,0.07356707317073172,6.672182083129883,0.04727877346357657
0.148,0.08,0.6005396341463415,0.07356707317073172,6.739110231399536,0.05814090061234809
0.14900000000000002,0.08,0.6044115853658536,0.07395426829268292,6.802811145782471,0.03697303253075713
0.15,0.08,0.606734756097561,0.07434146341463416,6.8700971603393555,0.05179019920424717
0.15100000000000002,0.08,0.6102195121951219,0.07434146341463416,6.970807075500488,0.03075725930911326
0.152,0.08,0.6133170731707317,0.07434146341463416,7.034780263900757,0.04236721541374985
0.15300000000000002,0.08,0.6160274390243903,0.07434146341463416,7.100980997085571,0.538121766404355
0.154,0.08,0.5877621951219513,0.05265853658536586,7.16739296913147,0.420825804617804
0.15500000000000003,0.08,0.6152530487804879,0.047625,7.232620000839233,0.28910766366183965
0.156,0.08,0.5974420731707317,0.05382012195121952,7.29810094833374,0.34544830529333126
0.157,0.08,0.6198993902439025,0.05110975609756098,7.363214015960693,0.06208332519496214
0.158,0.08,0.621060975609756,0.05498170731707317,7.431071996688843,0.2384246011905444
0.159,0.08,0.6059603658536585,0.06078963414634146,7.4968650341033936,0.07373942841108364
0.16,0.08,0.6082835365853658,0.06504878048780488,7.562474012374878,0.13103582952096218
0.161,0.08,0.6094451219512196,0.07356707317073172,7.6303651332855225,0.33822295710632233
0.162,0.08,0.6117682926829269,0.05072256097560976,7.695527076721191,0.005942043799436954
0.163,0.08,0.612155487804878,0.05072256097560976,7.761636018753052,0.0
0.16400000000000003,0.08,0.612155487804878,0.05072256097560976,7.8271942138671875,0.005906128460021199
0.16499999999999998,0.08,0.612155487804878,0.05110975609756098,7.893707036972046,0.0
0.166,0.08,0.612155487804878,0.05110975609756098,7.960444211959839,0.0
0.167,0.08,0.612155487804878,0.05110975609756098,8.028123140335083,0.0
0.168,0.08,0.612155487804878,0.05110975609756098,8.095091104507446,0.0
