Desired Position: x (m),Desired Position: y (m),Actual Position: x (m),Actual Position: y (m),Desired X-Pos vs. Time: time(s),Desired X-Pos vs. Time: x (m),Actual X-Pos vs. Time: time(s),Actual X-Pos vs. Time: x (m),Desired Y-Pos vs. Time: time(s),Desired Y-Pos vs. Time: y (m),Actual Y-Pos vs. Time: time(s),Actual Y-Pos vs. Time: y (m),Theta vs. Time: time(s),Theta vs. Time: theta,Robot Velocity: time (s),Robot Velocity: velocity (m/s)
0.05,0.18,0.13629268292682928,0.16107317073170732,0.0,0.05,0.14669585227966309,0.13629268292682928,0.0,0.18,0.14669585227966309,0.16107317073170732,0.14669585227966309,2.735758360514989,0.21217584609985352,0.01182636403462305
0.051000000000000004,0.18,0.13629268292682928,0.16029878048780488,0.011632415664986429,0.051000000000000004,0.21217584609985352,0.13629268292682928,0.011632415664986429,0.18,0.21217584609985352,0.16029878048780488,0.21217584609985352,2.7423718840145406,0.27773380279541016,0.0
0.052000000000000005,0.18,0.13629268292682928,0.16029878048780488,0.023264831329972858,0.052000000000000005,0.27773380279541016,0.13629268292682928,0.023264831329972858,0.18,0.27773380279541016,0.16029878048780488,0.27773380279541016,2.7423718840145406,0.3455216884613037,0.0
0.053000000000000005,0.18,0.13629268292682928,0.16029878048780488,0.03489724699495929,0.053000000000000005,0.3455216884613037,0.13629268292682928,0.03489724699495929,0.18,0.3455216884613037,0.16029878048780488,0.3455216884613037,2.7423718840145406,0.40814995765686035,0.006182433698466387
0.054000000000000006,0.18,0.13629268292682928,0.16068597560975612,0.046529662659945716,0.054000000000000006,0.40814995765686035,0.13629268292682928,0.046529662659945716,0.18,0.40814995765686035,0.16068597560975612,0.40814995765686035,2.74569257953453,0.47478771209716797,0.005810446723531859
0.055,0.18,0.13667987804878048,0.16068597560975612,0.05816207832493214,0.055,0.47478771209716797,0.13667987804878048,0.05816207832493214,0.18,0.47478771209716797,0.16068597560975612,0.47478771209716797,2.7376478367186143,0.540895938873291,0.008283032527895503
0.056,0.18,0.13629268292682928,0.16029878048780488,0.06979449398991858,0.056,0.540895938873291,0.13629268292682928,0.06979449398991858,0.18,0.540895938873291,0.16029878048780488,0.540895938873291,2.7423718840145406,0.6059439182281494,0.005952454262090566
0.057,0.18,0.13667987804878048,0.16029878048780488,0.081426909654905,0.057,0.6059439182281494,0.13667987804878048,0.081426909654905,0.18,0.6059439182281494,0.16029878048780488,0.6059439182281494,2.740968266720471,0.6722338199615479,0.005840936731335171
0.058,0.18,0.13667987804878048,0.15991158536585368,0.09305932531989143,0.058,0.6722338199615479,0.13667987804878048,0.09305932531989143,0.18,0.6722338199615479,0.15991158536585368,0.6722338199615479,2.744298062068647,0.7382698059082031,0.011726791578882493
0.059000000000000004,0.18,0.13667987804878048,0.16068597560975612,0.10469174098487787,0.059000000000000004,0.7382698059082031,0.13667987804878048,0.10469174098487787,0.18,0.7382698059082031,0.16068597560975612,0.7382698059082031,2.7376478367186143,0.8047616481781006,0.005823197383816913
