Desired Position: x (m),Desired Position: y (m),Actual Position: x (m),Actual Position: y (m),Desired X-Pos vs. Time: time(s),Desired X-Pos vs. Time: x (m),Actual X-Pos vs. Time: time(s),Actual X-Pos vs. Time: x (m),Desired Y-Pos vs. Time: time(s),Desired Y-Pos vs. Time: y (m),Actual Y-Pos vs. Time: time(s),Actual Y-Pos vs. Time: y (m),Theta vs. Time: time(s),Theta vs. Time: theta,Robot Velocity: time (s),Robot Velocity: velocity (m/s),Position: x (m)1,Position: y (m)1,Position: x (m)2,Position: y (m)2,X-Pos vs. Time: time(s)1,X-Pos vs. Time: x (m)1,X-Pos vs. Time: time(s)2,X-Pos vs. Time: x (m)2,Y-Pos vs. Time: time(s)1,Y-Pos vs. Time: y (m)1,Y-Pos vs. Time: time(s)2,Y-Pos vs. Time: y (m)2
0.05,0.15,0.29930182926829274,0.1308719512195122,0.0,0.05,0.15604472160339355,0.29930182926829274,0.0,0.15,0.15604472160339355,0.1308719512195122,0.15604472160339355,2.9889433251945277,0.23988890647888184,0.3048250897159359,0.05,0.15,0.29930182926829274,0.1308719512195122,0.0,0.05,0.15604472160339355,0.29930182926829274,0.0,0.15,0.15604472160339355,0.1308719512195122
0.051000000000000004,0.15,0.2737469512195122,0.1312591463414634,0.01430615164520744,0.051000000000000004,0.23988890647888184,0.2737469512195122,0.01430615164520744,0.15,0.23988890647888184,0.1312591463414634,0.23988890647888184,-0.03702011587393007,0.3054389953613281,0.05316172955631373,0.051000000000000004,0.15,0.2737469512195122,0.1312591463414634,0.01430615164520744,0.051000000000000004,0.23988890647888184,0.2737469512195122,0.01430615164520744,0.15,0.23988890647888184,0.1312591463414634
0.052000000000000005,0.15,0.27026219512195127,0.1312591463414634,0.02861230329041488,0.052000000000000005,0.3054389953613281,0.27026219512195127,0.02861230329041488,0.15,0.3054389953613281,0.1312591463414634,0.3054389953613281,-0.03407771158700781,0.37048888206481934,2.295458688953123,0.052000000000000005,0.15,0.27026219512195127,0.1312591463414634,0.02861230329041488,0.052000000000000005,0.3054389953613281,0.27026219512195127,0.02861230329041488,0.15,0.3054389953613281,0.1312591463414634
0.053000000000000005,0.15,0.15216768292682928,0.22263719512195124,0.04291845493562232,0.053000000000000005,0.37048888206481934,0.15216768292682928,0.04291845493562232,0.15,0.37048888206481934,0.22263719512195124,0.37048888206481934,-0.542661648979678,0.4375419616699219,2.2429064210288376,0.053000000000000005,0.15,0.15216768292682928,0.22263719512195124,0.04291845493562232,0.053000000000000005,0.37048888206481934,0.15216768292682928,0.04291845493562232,0.15,0.37048888206481934,0.22263719512195124
0.054000000000000006,0.15,0.27335975609756097,0.13358231707317075,0.05722460658082976,0.054000000000000006,0.4375419616699219,0.27335975609756097,0.05722460658082976,0.15,0.4375419616699219,0.13358231707317075,0.4375419616699219,-0.08515939261970684,0.5040090084075928,0.4458216004635432,0.054000000000000006,0.15,0.27335975609756097,0.13358231707317075,0.05722460658082976,0.054000000000000006,0.4375419616699219,0.27335975609756097,0.05722460658082976,0.15,0.4375419616699219,0.13358231707317075
0.055,0.15,0.3027865853658537,0.13009756097560976,0.07153075822603719,0.055,0.5040090084075928,0.3027865853658537,0.07153075822603719,0.15,0.5040090084075928,0.13009756097560976,0.5040090084075928,0.0,0.5686788558959961,2.7335099324724403,0.055,0.15,0.3027865853658537,0.13009756097560976,0.07153075822603719,0.055,0.5040090084075928,0.3027865853658537,0.07153075822603719,0.15,0.5040090084075928,0.13009756097560976
0.056,0.15,0.15216768292682928,0.22263719512195124,0.08583690987124463,0.056,0.5686788558959961,0.15216768292682928,0.08583690987124463,0.15,0.5686788558959961,0.22263719512195124,0.5686788558959961,-0.542661648979678,0.6341769695281982,4.117229571838745,0.056,0.15,0.15216768292682928,0.22263719512195124,0.08583690987124463,0.056,0.5686788558959961,0.15216768292682928,0.08583690987124463,0.15,0.5686788558959961,0.22263719512195124
0.057,0.15,0.0,0.0,0.10014306151645208,0.057,0.6341769695281982,0.0,0.10014306151645208,0.15,0.6341769695281982,0.0,0.6341769695281982,0.0,0.7008810043334961,4.896557514429661,0.057,0.15,0.0,0.0,0.10014306151645208,0.057,0.6341769695281982,0.0,0.10014306151645208,0.15,0.6341769695281982,0.0
0.058,0.15,0.29891463414634145,0.13164634146341464,0.11444921316165951,0.058,0.7008810043334961,0.29891463414634145,0.11444921316165951,0.15,0.7008810043334961,0.13164634146341464,0.7008810043334961,2.999695598985629,0.7664380073547363,5.34430476496819,0.058,0.15,0.29891463414634145,0.13164634146341464,0.11444921316165951,0.058,0.7008810043334961,0.29891463414634145,0.11444921316165951,0.15,0.7008810043334961,0.13164634146341464
0.059000000000000004,0.15,0.0,0.31440243902439025,0.12875536480686695,0.059000000000000004,0.7664380073547363,0.0,0.12875536480686695,0.15,0.7664380073547363,0.31440243902439025,0.7664380073547363,0.0,0.8328189849853516,2.674940521193615,0.059000000000000004,0.15,0.0,0.31440243902439025,0.12875536480686695,0.059000000000000004,0.7664380073547363,0.0,0.12875536480686695,0.15,0.7664380073547363,0.31440243902439025
