Desired Position: x (m),Desired Position: y (m),Actual Position: x (m),Actual Position: y (m),Desired X-Pos vs. Time: time(s),Desired X-Pos vs. Time: x (m),Actual X-Pos vs. Time: time(s),Actual X-Pos vs. Time: x (m),Desired Y-Pos vs. Time: time(s),Desired Y-Pos vs. Time: y (m),Actual Y-Pos vs. Time: time(s),Actual Y-Pos vs. Time: y (m),Theta vs. Time: time(s),Theta vs. Time: theta,Robot Velocity: time (s),Robot Velocity: velocity (m/s)
0.05,0.15,0.0712439024390244,0.2299939024390244,0.0,0.05,0.15788793563842773,0.0712439024390244,0.0,0.15,0.15788793563842773,0.2299939024390244,0.15788793563842773,-0.8652281491096856,0.23313188552856445,3.1999330015268144
0.051000000000000004,0.15,0.0,0.0,0.01430615164520744,0.051000000000000004,0.23313188552856445,0.0,0.01430615164520744,0.15,0.23313188552856445,0.0,0.23313188552856445,0.0,0.29866886138916016,4.785512981978432
0.052000000000000005,0.15,0.0,0.31362804878048783,0.02861230329041488,0.052000000000000005,0.29866886138916016,0.0,0.02861230329041488,0.15,0.29866886138916016,0.31362804878048783,0.29866886138916016,0.0,0.3637869358062744,4.816297957024056
0.053000000000000005,0.15,0.0,0.0,0.04291845493562232,0.053000000000000005,0.3637869358062744,0.0,0.04291845493562232,0.15,0.3637869358062744,0.0,0.3637869358062744,0.0,0.4306759834289551,2.683222537181675
0.054000000000000006,0.15,0.11306097560975611,0.13939024390243904,0.05722460658082976,0.054000000000000006,0.4306759834289551,0.11306097560975611,0.05722460658082976,0.15,0.4306759834289551,0.13939024390243904,0.4306759834289551,0.0,0.4964940547943115,0.12113444485103426
0.055,0.15,0.12003048780487804,0.13551829268292684,0.07153075822603719,0.055,0.4964940547943115,0.12003048780487804,0.07153075822603719,0.15,0.4964940547943115,0.13551829268292684,0.4964940547943115,2.9488918949274074,0.5629558563232422,2.7238478623787685
0.056,0.15,0.0,0.0,0.08583690987124463,0.056,0.5629558563232422,0.0,0.08583690987124463,0.15,0.5629558563232422,0.0,0.5629558563232422,0.0,0.6303191184997559,0.0
0.057,0.15,0.0,0.0,0.10014306151645208,0.057,0.6303191184997559,0.0,0.10014306151645208,0.15,0.6303191184997559,0.0,0.6303191184997559,0.0,0.6953179836273193,0.0
0.058,0.15,0.0,0.0,0.11444921316165951,0.058,0.6953179836273193,0.0,0.11444921316165951,0.15,0.6953179836273193,0.0,0.6953179836273193,0.0,0.7618417739868164,3.656592390213801
0.059000000000000004,0.15,0.09253963414634146,0.22496036585365856,0.12875536480686695,0.059000000000000004,0.7618417739868164,0.09253963414634146,0.12875536480686695,0.15,0.7618417739868164,0.22496036585365856,0.7618417739868164,-0.7640338930693568,0.8282859325408936,1.9496907112682638
0.060000000000000005,0.15,0.19863109756097563,0.15061890243902437,0.14306151645207438,0.060000000000000005,0.8282859325408936,0.19863109756097563,0.14306151645207438,0.15,0.8282859325408936,0.15061890243902437,0.8282859325408936,2.819842099193151,0.8940458297729492,3.790755554623268
0.061000000000000006,0.15,0.0,0.0,0.15736766809728184,0.061000000000000006,0.8940458297729492,0.0,0.15736766809728184,0.15,0.8940458297729492,0.0,0.8940458297729492,0.0,0.9599189758300781,0.0
0.062000000000000006,0.15,0.0,0.0,0.17167381974248927,0.062000000000000006,0.9599189758300781,0.0,0.17167381974248927,0.15,0.9599189758300781,0.0,0.9599189758300781,0.0,1.0263710021972656,4.164495492102563
0.063,0.15,0.12003048780487806,0.24935365853658537,0.1859799713876967,0.063,1.0263710021972656,0.12003048780487806,0.1859799713876967,0.15,1.0263710021972656,0.24935365853658537,1.0263710021972656,-0.4916301249610686,1.090414047241211,1.9268082292611155
0.064,0.15,0.2218628048780488,0.17965853658536585,0.20028612303290416,0.064,1.090414047241211,0.2218628048780488,0.20028612303290416,0.15,1.090414047241211,0.17965853658536585,1.090414047241211,0.8472660092618284,1.15816068649292,1.79656349609514
0.065,0.15,0.13164634146341464,0.26135670731707317,0.2145922746781116,0.065,1.15816068649292,0.13164634146341464,0.2145922746781116,0.15,1.15816068649292,0.26135670731707317,1.15816068649292,-0.3779683114962734,1.2226479053497314,2.229707068617959
0.066,0.15,0.27064939024390244,0.22457317073170732,0.22889842632331903,0.066,1.2226479053497314,0.27064939024390244,0.22889842632331903,0.15,1.2226479053497314,0.22457317073170732,1.2226479053497314,3.141592653589793,1.2895219326019287,5.258957206834125
0.067,0.15,0.0,0.0,0.24320457796852646,0.067,1.2895219326019287,0.0,0.24320457796852646,0.15,1.2895219326019287,0.0,1.2895219326019287,0.0,1.3563249111175537,0.0
0.068,0.15,0.0,0.0,0.2575107296137339,0.068,1.3563249111175537,0.0,0.2575107296137339,0.15,1.3563249111175537,0.0,1.3563249111175537,0.0,1.4225499629974365,4.73579166611055
0.069,0.15,0.0,0.31362804878048783,0.2718168812589413,0.069,1.4225499629974365,0.0,0.2718168812589413,0.15,1.4225499629974365,0.31362804878048783,1.4225499629974365,0.0,1.4881787300109863,4.549906712891159
0.07,0.15,0.29814024390243904,0.2969786585365854,0.28612303290414876,0.07,1.4881787300109863,0.29814024390243904,0.28612303290414876,0.15,1.4881787300109863,0.2969786585365854,1.4881787300109863,2.930499320367048,1.5541276931762695,6.380895057649214
0.07100000000000001,0.15,0.0,0.0,0.30042918454935624,0.07100000000000001,1.5541276931762695,0.0,0.30042918454935624,0.15,1.5541276931762695,0.0,1.5541276931762695,0.0,1.6214148998260498,0.0
0.07200000000000001,0.15,0.0,0.0,0.3147353361945637,0.07200000000000001,1.6214148998260498,0.0,0.3147353361945637,0.15,1.6214148998260498,0.0,1.6214148998260498,0.0,1.6864759922027588,0.0
0.07300000000000001,0.15,0.0,0.0,0.3290414878397711,0.07300000000000001,1.6864759922027588,0.0,0.3290414878397711,0.15,1.6864759922027588,0.0,1.6864759922027588,0.0,1.7526440620422363,0.0
0.07400000000000001,0.15,0.0,0.0,0.34334763948497854,0.07400000000000001,1.7526440620422363,0.0,0.34334763948497854,0.15,1.7526440620422363,0.0,1.7526440620422363,0.0,1.818713903427124,0.0
0.07500000000000001,0.15,0.0,0.0,0.35765379113018597,0.07500000000000001,1.818713903427124,0.0,0.35765379113018597,0.15,1.818713903427124,0.0,1.818713903427124,0.0,1.8849198818206787,0.0
0.07600000000000001,0.15,0.0,0.0,0.3719599427753934,0.07600000000000001,1.8849198818206787,0.0,0.3719599427753934,0.15,1.8849198818206787,0.0,1.8849198818206787,0.0,1.9500548839569092,0.0
0.077,0.15,0.0,0.0,0.38626609442060084,0.077,1.9500548839569092,0.0,0.38626609442060084,0.15,1.9500548839569092,0.0,1.9500548839569092,0.0,2.017054796218872,0.0
0.07800000000000001,0.15,0.0,0.0,0.4005722460658083,0.07800000000000001,2.017054796218872,0.0,0.4005722460658083,0.15,2.017054796218872,0.0,2.017054796218872,0.0,2.0831758975982666,0.0
0.079,0.15,0.0,0.0,0.41487839771101576,0.079,2.0831758975982666,0.0,0.41487839771101576,0.15,2.0831758975982666,0.0,2.0831758975982666,0.0,2.149188756942749,6.124187038095341
0.08,0.15,0.2938810975609756,0.2776189024390244,0.4291845493562232,0.08,2.149188756942749,0.2938810975609756,0.4291845493562232,0.15,2.149188756942749,0.2776189024390244,2.149188756942749,-1.843805029881607,2.2149276733398438,2.2742611479321795
0.081,0.15,0.14442378048780488,0.2814908536585366,0.4434907010014306,0.081,2.2149276733398438,0.14442378048780488,0.4434907010014306,0.15,2.2149276733398438,0.2814908536585366,2.2149276733398438,-0.21895279485865488,2.280817747116089,4.801610325566368
0.082,0.15,0.0,0.0,0.45779685264663805,0.082,2.280817747116089,0.0,0.45779685264663805,0.15,2.280817747116089,0.0,2.280817747116089,0.0,2.3465487957000732,5.812992686209908
0.08300000000000002,0.15,0.2911707317073171,0.24741768292682928,0.4721030042918455,0.08300000000000002,2.3465487957000732,0.2911707317073171,0.4721030042918455,0.15,2.3465487957000732,0.24741768292682928,2.3465487957000732,-1.951302703907264,2.412708044052124,2.3113706607999314
0.084,0.15,0.15332926829268292,0.31362804878048783,0.4864091559370529,0.084,2.412708044052124,0.15332926829268292,0.4864091559370529,0.15,2.412708044052124,0.31362804878048783,2.412708044052124,0.0,2.4796688556671143,5.213531525637795
0.085,0.15,0.0,0.0,0.5007153075822603,0.085,2.4796688556671143,0.0,0.5007153075822603,0.15,2.4796688556671143,0.0,2.4796688556671143,0.0,2.544919967651367,4.806478223025161
0.08600000000000001,0.15,0.0,0.31362804878048783,0.5150214592274678,0.08600000000000001,2.544919967651367,0.0,0.5150214592274678,0.15,2.544919967651367,0.31362804878048783,2.544919967651367,0.0,2.610982894897461,4.747413744053135
0.08700000000000001,0.15,0.0,0.0,0.5293276108726752,0.08700000000000001,2.610982894897461,0.0,0.5293276108726752,0.15,2.610982894897461,0.0,2.610982894897461,0.0,2.6768670082092285,0.0
0.08800000000000001,0.15,0.0,0.0,0.5436337625178826,0.08800000000000001,2.6768670082092285,0.0,0.5436337625178826,0.15,2.6768670082092285,0.0,2.6768670082092285,0.0,2.7429778575897217,0.0
0.08900000000000001,0.15,0.0,0.0,0.5579399141630901,0.08900000000000001,2.7429778575897217,0.0,0.5579399141630901,0.15,2.7429778575897217,0.0,2.7429778575897217,0.0,2.8449740409851074,0.0
0.09,0.15,0.0,0.0,0.5722460658082975,0.09,2.8449740409851074,0.0,0.5722460658082975,0.15,2.8449740409851074,0.0,2.8449740409851074,0.0,2.908073902130127,0.0
0.091,0.15,0.0,0.0,0.586552217453505,0.091,2.908073902130127,0.0,0.586552217453505,0.15,2.908073902130127,0.0,2.908073902130127,0.0,2.9739809036254883,4.758645389178593
0.092,0.15,0.0,0.31362804878048783,0.6008583690987125,0.092,2.9739809036254883,0.0,0.6008583690987125,0.15,2.9739809036254883,0.31362804878048783,2.9739809036254883,0.0,3.038954973220825,4.826972525097865
0.093,0.15,0.0,0.0,0.6151645207439199,0.093,3.038954973220825,0.0,0.6151645207439199,0.15,3.038954973220825,0.0,3.038954973220825,0.0,3.1058290004730225,4.689833432607919
0.094,0.15,0.0,0.31362804878048783,0.6294706723891274,0.094,3.1058290004730225,0.0,0.6294706723891274,0.15,3.1058290004730225,0.31362804878048783,3.1058290004730225,0.0,3.171204090118408,4.79736319264266
0.095,0.15,0.0,0.0,0.6437768240343348,0.095,3.171204090118408,0.0,0.6437768240343348,0.15,3.171204090118408,0.0,3.171204090118408,0.0,3.236772060394287,0.0
0.096,0.15,0.0,0.0,0.6580829756795422,0.096,3.236772060394287,0.0,0.6580829756795422,0.15,3.236772060394287,0.0,3.236772060394287,0.0,3.303267002105713,0.0
0.097,0.15,0.0,0.0,0.6723891273247496,0.097,3.303267002105713,0.0,0.6723891273247496,0.15,3.303267002105713,0.0,3.303267002105713,0.0,3.3696417808532715,0.0
0.098,0.15,0.0,0.0,0.6866952789699571,0.098,3.3696417808532715,0.0,0.6866952789699571,0.15,3.3696417808532715,0.0,3.3696417808532715,0.0,3.4357738494873047,0.0
0.099,0.15,0.0,0.0,0.7010014306151645,0.099,3.4357738494873047,0.0,0.7010014306151645,0.15,3.4357738494873047,0.0,3.4357738494873047,0.0,3.501121997833252,0.0
0.1,0.15,0.0,0.0,0.7153075822603719,0.1,3.501121997833252,0.0,0.7153075822603719,0.15,3.501121997833252,0.0,3.501121997833252,0.0,3.56722092628479,0.0
0.101,0.15,0.0,0.0,0.7296137339055794,0.101,3.56722092628479,0.0,0.7296137339055794,0.15,3.56722092628479,0.0,3.56722092628479,0.0,3.6329269409179688,0.0
0.10200000000000001,0.15,0.0,0.0,0.7439198855507868,0.10200000000000001,3.6329269409179688,0.0,0.7439198855507868,0.15,3.6329269409179688,0.0,3.6329269409179688,0.0,3.6990439891815186,0.0
0.10300000000000001,0.15,0.0,0.0,0.7582260371959942,0.10300000000000001,3.6990439891815186,0.0,0.7582260371959942,0.15,3.6990439891815186,0.0,3.6990439891815186,0.0,3.7655837535858154,0.0
0.10400000000000001,0.15,0.0,0.0,0.7725321888412017,0.10400000000000001,3.7655837535858154,0.0,0.7725321888412017,0.15,3.7655837535858154,0.0,3.7655837535858154,0.0,3.8308608531951904,0.0
0.10500000000000001,0.15,0.0,0.0,0.7868383404864091,0.10500000000000001,3.8308608531951904,0.0,0.7868383404864091,0.15,3.8308608531951904,0.0,3.8308608531951904,0.0,3.897798776626587,0.0
0.10600000000000001,0.15,0.0,0.0,0.8011444921316166,0.10600000000000001,3.897798776626587,0.0,0.8011444921316166,0.15,3.897798776626587,0.0,3.897798776626587,0.0,3.963451862335205,0.0
0.10700000000000001,0.15,0.0,0.0,0.8154506437768241,0.10700000000000001,3.963451862335205,0.0,0.8154506437768241,0.15,3.963451862335205,0.0,3.963451862335205,0.0,4.029023885726929,0.0
0.10800000000000001,0.15,0.0,0.0,0.8297567954220315,0.10800000000000001,4.029023885726929,0.0,0.8297567954220315,0.15,4.029023885726929,0.0,4.029023885726929,0.0,4.095477819442749,0.0
0.10900000000000001,0.15,0.0,0.0,0.844062947067239,0.10900000000000001,4.095477819442749,0.0,0.844062947067239,0.15,4.095477819442749,0.0,4.095477819442749,0.0,4.161525011062622,0.0
0.11000000000000001,0.15,0.0,0.0,0.8583690987124464,0.11000000000000001,4.161525011062622,0.0,0.8583690987124464,0.15,4.161525011062622,0.0,4.161525011062622,0.0,4.227622747421265,0.0
0.11100000000000002,0.15,0.0,0.0,0.8726752503576538,0.11100000000000002,4.227622747421265,0.0,0.8726752503576538,0.15,4.227622747421265,0.0,4.227622747421265,0.0,4.293856859207153,0.0
0.112,0.15,0.0,0.0,0.8869814020028612,0.112,4.293856859207153,0.0,0.8869814020028612,0.15,4.293856859207153,0.0,4.293856859207153,0.0,4.359717845916748,0.0
0.113,0.15,0.0,0.0,0.9012875536480687,0.113,4.359717845916748,0.0,0.9012875536480687,0.15,4.359717845916748,0.0,4.359717845916748,0.0,4.426239967346191,0.0
