Desired Position: x (m),Desired Position: y (m),Actual Position: x (m),Actual Position: y (m),Desired X-Pos vs. Time: time(s),Desired X-Pos vs. Time: x (m),Actual X-Pos vs. Time: time(s),Actual X-Pos vs. Time: x (m),Desired Y-Pos vs. Time: time(s),Desired Y-Pos vs. Time: y (m),Actual Y-Pos vs. Time: time(s),Actual Y-Pos vs. Time: y (m),Theta vs. Time: time(s),Theta vs. Time: theta,Robot Velocity: time (s),Robot Velocity: velocity (m/s)
0.05,0.15,0.0,0.0,0.0,0.05,0.15097713470458984,0.0,0.0,0.15,0.15097713470458984,0.0,0.15097713470458984,0.0,0.23388910293579102,0.0
0.051000000000000004,0.15,0.0,0.0,0.01430615164520744,0.051000000000000004,0.23388910293579102,0.0,0.01430615164520744,0.15,0.23388910293579102,0.0,0.23388910293579102,0.0,0.29937314987182617,0.0
0.052000000000000005,0.15,0.0,0.0,0.02861230329041488,0.052000000000000005,0.29937314987182617,0.0,0.02861230329041488,0.15,0.29937314987182617,0.0,0.29937314987182617,0.0,0.36450934410095215,0.0
0.053000000000000005,0.15,0.0,0.0,0.04291845493562232,0.053000000000000005,0.36450934410095215,0.0,0.04291845493562232,0.15,0.36450934410095215,0.0,0.36450934410095215,0.0,0.4310922622680664,0.0
0.054000000000000006,0.15,0.0,0.0,0.05722460658082976,0.054000000000000006,0.4310922622680664,0.0,0.05722460658082976,0.15,0.4310922622680664,0.0,0.4310922622680664,0.0,0.4973762035369873,0.0
0.055,0.15,0.0,0.0,0.07153075822603719,0.055,0.4973762035369873,0.0,0.07153075822603719,0.15,0.4973762035369873,0.0,0.4973762035369873,0.0,0.5631113052368164,0.0
0.056,0.15,0.0,0.0,0.08583690987124463,0.056,0.5631113052368164,0.0,0.08583690987124463,0.15,0.5631113052368164,0.0,0.5631113052368164,0.0,0.630061149597168,0.0
0.057,0.15,0.0,0.0,0.10014306151645208,0.057,0.630061149597168,0.0,0.10014306151645208,0.15,0.630061149597168,0.0,0.630061149597168,0.0,0.6949281692504883,0.0
0.058,0.15,0.0,0.0,0.11444921316165951,0.058,0.6949281692504883,0.0,0.11444921316165951,0.15,0.6949281692504883,0.0,0.6949281692504883,0.0,0.7610371112823486,0.0
0.059000000000000004,0.15,0.0,0.0,0.12875536480686695,0.059000000000000004,0.7610371112823486,0.0,0.12875536480686695,0.15,0.7610371112823486,0.0,0.7610371112823486,0.0,0.8267230987548828,3.698752693987851
0.060000000000000005,0.15,0.08053658536585366,0.22921951219512196,0.14306151645207438,0.060000000000000005,0.8267230987548828,0.08053658536585366,0.14306151645207438,0.15,0.8267230987548828,0.22921951219512196,0.8267230987548828,-0.8134282033572947,0.8919222354888916,0.1746610575638988
0.061000000000000006,0.15,0.08402134146341464,0.2400609756097561,0.15736766809728184,0.061000000000000006,0.8919222354888916,0.08402134146341464,0.15736766809728184,0.15,0.8919222354888916,0.2400609756097561,0.8919222354888916,-0.7243494240924208,0.9588651657104492,3.799356300411932
0.062000000000000006,0.15,0.0,0.0,0.17167381974248927,0.062000000000000006,0.9588651657104492,0.0,0.17167381974248927,0.15,0.9588651657104492,0.0,0.9588651657104492,0.0,1.0252711772918701,0.0
0.063,0.15,0.0,0.0,0.1859799713876967,0.063,1.0252711772918701,0.0,0.1859799713876967,0.15,1.0252711772918701,0.0,1.0252711772918701,0.0,1.0916674137115479,0.0
0.064,0.15,0.0,0.0,0.20028612303290416,0.064,1.0916674137115479,0.0,0.20028612303290416,0.15,1.0916674137115479,0.0,1.0916674137115479,0.0,1.157074213027954,4.806876996127945
0.065,0.15,0.0,0.31440243902439025,0.2145922746781116,0.065,1.157074213027954,0.0,0.2145922746781116,0.15,1.157074213027954,0.31440243902439025,1.157074213027954,0.0,1.223811149597168,3.0713126100146
0.066,0.15,0.18004573170731708,0.21644207317073172,0.22889842632331903,0.066,1.223811149597168,0.18004573170731708,0.22889842632331903,0.15,1.223811149597168,0.21644207317073172,1.223811149597168,1.0135007916773913,1.289809226989746,1.5782030424866549
0.067,0.15,0.10028353658536586,0.28342682926829266,0.24320457796852646,0.067,1.289809226989746,0.10028353658536586,0.24320457796852646,0.15,1.289809226989746,0.28342682926829266,1.289809226989746,-0.29958382402737205,1.3563642501831055,4.5172432843351
