Desired Position: x (m),Desired Position: y (m),Actual Position: x (m),Actual Position: y (m),Desired X-Pos vs. Time: time(s),Desired X-Pos vs. Time: x (m),Actual X-Pos vs. Time: time(s),Actual X-Pos vs. Time: x (m),Desired Y-Pos vs. Time: time(s),Desired Y-Pos vs. Time: y (m),Actual Y-Pos vs. Time: time(s),Actual Y-Pos vs. Time: y (m),Theta vs. Time: time(s),Theta vs. Time: theta,Robot Velocity: time (s),Robot Velocity: velocity (m/s)
0.05,0.15,0.0871189024390244,0.1467469512195122,0.0,0.05,0.16284894943237305,0.0871189024390244,0.0,0.15,0.16284894943237305,0.1467469512195122,0.16284894943237305,0.6202494859828215,0.23440814018249512,1.4849963228905092
0.051000000000000004,0.15,0.013939024390243903,0.22379878048780488,0.04291845493562232,0.051000000000000004,0.23440814018249512,0.013939024390243903,0.04291845493562232,0.15,0.23440814018249512,0.22379878048780488,0.23440814018249512,-1.4168516623365468,0.30135202407836914,3.349558384320014
0.052000000000000005,0.15,0.0,0.0,0.08583690987124463,0.052000000000000005,0.30135202407836914,0.0,0.08583690987124463,0.15,0.30135202407836914,0.0,0.30135202407836914,0.0,0.3658008575439453,0.0
0.053000000000000005,0.15,0.0,0.0,0.12875536480686695,0.053000000000000005,0.3658008575439453,0.0,0.12875536480686695,0.15,0.3658008575439453,0.0,0.3658008575439453,0.0,0.4323079586029053,2.382628325411008
0.054000000000000006,0.15,0.06853353658536586,0.142875,0.17167381974248927,0.054000000000000006,0.4323079586029053,0.06853353658536586,0.17167381974248927,0.15,0.4323079586029053,0.142875,0.4323079586029053,-2.7367008673047097,0.49960994720458984,2.3544876773534766
0.055,0.15,0.0,0.0,0.2145922746781116,0.055,0.49960994720458984,0.0,0.2145922746781116,0.15,0.49960994720458984,0.0,0.49960994720458984,0.0,0.5649440288543701,0.0
0.056,0.15,0.0,0.0,0.2575107296137339,0.056,0.5649440288543701,0.0,0.2575107296137339,0.15,0.5649440288543701,0.0,0.5649440288543701,0.0,0.6308200359344482,0.0
0.057,0.15,0.0,0.0,0.30042918454935624,0.057,0.6308200359344482,0.0,0.30042918454935624,0.15,0.6308200359344482,0.0,0.6308200359344482,0.0,0.6976108551025391,0.0
0.058,0.15,0.0,0.0,0.34334763948497854,0.058,0.6976108551025391,0.0,0.34334763948497854,0.15,0.6976108551025391,0.0,0.6976108551025391,0.0,0.7631750106811523,0.0
0.059000000000000004,0.15,0.0,0.0,0.38626609442060084,0.059000000000000004,0.7631750106811523,0.0,0.38626609442060084,0.15,0.7631750106811523,0.0,0.7631750106811523,0.0,0.8308370113372803,4.229233710502158
0.060000000000000005,0.15,0.06621036585365854,0.27839329268292684,0.4291845493562232,0.060000000000000005,0.8308370113372803,0.06621036585365854,0.4291845493562232,0.15,0.8308370113372803,0.27839329268292684,0.8308370113372803,-0.4890463031228335,0.8925440311431885,1.104103554689518
0.061000000000000006,0.15,0.13164634146341464,0.25942073170731705,0.4721030042918455,0.061000000000000006,0.8925440311431885,0.13164634146341464,0.4721030042918455,0.15,0.8925440311431885,0.25942073170731705,0.8925440311431885,-1.5707963267948966,0.961129903793335,0.2602403747697005
0.062000000000000006,0.15,0.13551829268292684,0.27684451219512196,0.5150214592274678,0.062000000000000006,0.961129903793335,0.13551829268292684,0.5150214592274678,0.15,0.961129903793335,0.27684451219512196,0.961129903793335,2.9764439761751604,1.0276122093200684,2.112165577953193
0.063,0.15,0.0,0.31362804878048783,0.5579399141630901,0.063,1.0276122093200684,0.0,0.5579399141630901,0.15,1.0276122093200684,0.31362804878048783,1.0276122093200684,0.0,1.0935850143432617,0.0
0.064,0.15,0.0,0.31362804878048783,0.6008583690987125,0.064,1.0935850143432617,0.0,0.6008583690987125,0.15,1.0935850143432617,0.31362804878048783,1.0935850143432617,0.0,1.16001296043396,0.0
0.065,0.15,0.0,0.31362804878048783,0.6437768240343348,0.065,1.16001296043396,0.0,0.6437768240343348,0.15,1.16001296043396,0.31362804878048783,1.16001296043396,0.0,1.2266130447387695,4.709123900580993
0.066,0.15,0.0,0.0,0.6866952789699571,0.066,1.2266130447387695,0.0,0.6866952789699571,0.15,1.2266130447387695,0.0,1.2266130447387695,0.0,1.292452096939087,0.0
0.067,0.15,0.0,0.0,0.7296137339055794,0.067,1.292452096939087,0.0,0.7296137339055794,0.15,1.292452096939087,0.0,1.292452096939087,0.0,1.3586328029632568,4.64740379012857
0.068,0.15,0.13319512195121952,0.2772317073170732,0.7725321888412017,0.068,1.3586328029632568,0.13319512195121952,0.7725321888412017,0.15,1.3586328029632568,0.2772317073170732,1.3586328029632568,1.463106455962076,1.4243738651275635,1.1826716687504684
0.069,0.15,0.06388719512195122,0.31246646341463413,0.8154506437768241,0.069,1.4243738651275635,0.06388719512195122,0.8154506437768241,0.15,1.4243738651275635,0.31246646341463413,1.4243738651275635,-0.018179815072978514,1.490678071975708,1.092160032936722
0.07,0.15,0.13629268292682928,0.3113048780487805,0.8583690987124464,0.07,1.490678071975708,0.13629268292682928,0.8583690987124464,0.15,1.490678071975708,0.3113048780487805,1.490678071975708,3.141592653589793,1.5565931797027588,0.058741483599566706
0.07100000000000001,0.15,0.13629268292682928,0.30743292682926826,0.9012875536480687,0.07100000000000001,1.5565931797027588,0.13629268292682928,0.9012875536480687,0.15,1.5565931797027588,0.30743292682926826,1.5565931797027588,2.677945044588987,1.622776985168457,1.060212550128413
0.07200000000000001,0.15,0.06621036585365854,0.3109176829268293,0.944206008583691,0.07200000000000001,1.622776985168457,0.06621036585365854,0.944206008583691,0.15,1.622776985168457,0.3109176829268293,1.622776985168457,-0.04091282977543958,1.6888749599456787,0.013098655687368944
0.07300000000000001,0.15,0.06582317073170732,0.3116920731707317,0.9871244635193133,0.07300000000000001,1.6888749599456787,0.06582317073170732,0.9871244635193133,0.15,1.6888749599456787,0.3116920731707317,1.6888749599456787,-0.02940328820400535,1.7543630599975586,1.0242370559261842
0.07400000000000001,0.15,0.13280792682926829,0.30820731707317073,1.0300429184549356,0.07400000000000001,1.7543630599975586,0.13280792682926829,1.0300429184549356,0.15,1.7543630599975586,0.30820731707317073,1.7543630599975586,2.214297435588181,1.8214800357818604,0.4460416905333438
0.07500000000000001,0.15,0.13009756097560976,0.27839329268292684,1.0729613733905579,0.07500000000000001,1.8214800357818604,0.13009756097560976,1.0729613733905579,0.15,1.8214800357818604,0.27839329268292684,1.8214800357818604,1.5237721949521503,1.8869600296020508,0.9945402615118688
0.07600000000000001,0.15,0.06504878048780488,0.2814908536585366,1.1158798283261802,0.07600000000000001,1.8869600296020508,0.06504878048780488,1.1158798283261802,0.15,1.8869600296020508,0.2814908536585366,1.8869600296020508,-0.4588743755621302,1.9537389278411865,0.47054535532093705
0.077,0.15,0.06698475609756098,0.3128536585365854,1.1587982832618027,0.077,1.9537389278411865,0.06698475609756098,1.1587982832618027,0.15,1.9537389278411865,0.3128536585365854,1.9537389278411865,-0.011560178655409786,2.0192229747772217,0.47984970187576126
0.07800000000000001,0.15,0.06504878048780488,0.2814908536585366,1.201716738197425,0.07800000000000001,2.0192229747772217,0.06504878048780488,1.201716738197425,0.15,2.0192229747772217,0.2814908536585366,2.0192229747772217,-0.4588743755621302,2.0848820209503174,0.49961680155503785
0.079,0.15,0.07163109756097562,0.31362804878048783,1.2446351931330473,0.079,2.0848820209503174,0.07163109756097562,1.2446351931330473,0.15,2.0848820209503174,0.31362804878048783,2.0848820209503174,0.0,2.1498301029205322,4.9532511370438765
