Desired Position: x (m),Desired Position: y (m),Actual Position: x (m),Actual Position: y (m),Desired X-Pos vs. Time: time(s),Desired X-Pos vs. Time: x (m),Actual X-Pos vs. Time: time(s),Actual X-Pos vs. Time: x (m),Desired Y-Pos vs. Time: time(s),Desired Y-Pos vs. Time: y (m),Actual Y-Pos vs. Time: time(s),Actual Y-Pos vs. Time: y (m),Theta vs. Time: time(s),Theta vs. Time: theta (rads),Robot Velocity: time (s),Robot Velocity: velocity (m/s),Position: x (m)1,Position: y (m)1,Position: x (m)2,Position: y (m)2,X-Pos vs. Time: time(s)1,X-Pos vs. Time: x (m)1,X-Pos vs. Time: time(s)2,X-Pos vs. Time: x (m)2,Y-Pos vs. Time: time(s)1,Y-Pos vs. Time: y (m)1,Y-Pos vs. Time: time(s)2,Y-Pos vs. Time: y (m)2
0.05,0.08,0.0,0.0,0.0,0.05,0.1488170623779297,0.0,0.0,0.08,0.1488170623779297,0.0,0.1488170623779297,0.0,0.23571300506591797,0.0,0.05,0.08,0.0,0.0,0.0,0.05,0.1488170623779297,0.0,0.0,0.08,0.1488170623779297,0.0
0.051000000000000004,0.08,0.0,0.0,0.015495867768595042,0.051000000000000004,0.23571300506591797,0.0,0.015495867768595042,0.08,0.23571300506591797,0.0,0.23571300506591797,0.0,0.29978513717651367,2.9794936306809685,0.051000000000000004,0.08,0.0,0.0,0.015495867768595042,0.051000000000000004,0.23571300506591797,0.0,0.015495867768595042,0.08,0.23571300506591797,0.0
0.052000000000000005,0.08,0.012390243902439025,0.1905,0.030991735537190084,0.052000000000000005,0.29978513717651367,0.012390243902439025,0.030991735537190084,0.08,0.29978513717651367,0.1905,0.29978513717651367,-1.4711276743037345,0.36446309089660645,2.9515854869781375,0.052000000000000005,0.08,0.012390243902439025,0.1905,0.030991735537190084,0.052000000000000005,0.29978513717651367,0.012390243902439025,0.030991735537190084,0.08,0.29978513717651367,0.1905
0.053000000000000005,0.08,0.0,0.0,0.04648760330578512,0.053000000000000005,0.36446309089660645,0.0,0.04648760330578512,0.08,0.36446309089660645,0.0,0.36446309089660645,0.0,0.43161797523498535,0.0,0.053000000000000005,0.08,0.0,0.0,0.04648760330578512,0.053000000000000005,0.36446309089660645,0.0,0.04648760330578512,0.08,0.36446309089660645,0.0
0.054000000000000006,0.08,0.0,0.0,0.06198347107438017,0.054000000000000006,0.43161797523498535,0.0,0.06198347107438017,0.08,0.43161797523498535,0.0,0.43161797523498535,0.0,0.4989969730377197,0.0,0.054000000000000006,0.08,0.0,0.0,0.06198347107438017,0.054000000000000006,0.43161797523498535,0.0,0.06198347107438017,0.08,0.43161797523498535,0.0
0.05500000000000001,0.08,0.0,0.0,0.07747933884297521,0.05500000000000001,0.4989969730377197,0.0,0.07747933884297521,0.08,0.4989969730377197,0.0,0.4989969730377197,0.0,0.5633230209350586,0.0,0.05500000000000001,0.08,0.0,0.0,0.07747933884297521,0.05500000000000001,0.4989969730377197,0.0,0.07747933884297521,0.08,0.4989969730377197,0.0
0.056,0.08,0.0,0.0,0.09297520661157024,0.056,0.5633230209350586,0.0,0.09297520661157024,0.08,0.5633230209350586,0.0,0.5633230209350586,0.0,0.6300971508026123,1.3184726077856317,0.056,0.08,0.0,0.0,0.09297520661157024,0.056,0.5633230209350586,0.0,0.09297520661157024,0.08,0.5633230209350586,0.0
0.057,0.08,0.028652439024390245,0.0832469512195122,0.10847107438016529,0.057,0.6300971508026123,0.028652439024390245,0.10847107438016529,0.08,0.6300971508026123,0.0832469512195122,0.6300971508026123,-0.014704822377851446,0.6958508491516113,0.12860826571777897,0.057,0.08,0.028652439024390245,0.0832469512195122,0.10847107438016529,0.057,0.6300971508026123,0.028652439024390245,0.10847107438016529,0.08,0.6300971508026123,0.0832469512195122
0.058,0.08,0.03678353658536586,0.08557012195121952,0.12396694214876033,0.058,0.6958508491516113,0.03678353658536586,0.12396694214876033,0.08,0.6958508491516113,0.08557012195121952,0.6958508491516113,0.07030646411862453,0.7624549865722656,0.15081210478786897,0.058,0.08,0.03678353658536586,0.08557012195121952,0.12396694214876033,0.058,0.6958508491516113,0.03678353658536586,0.12396694214876033,0.08,0.6958508491516113,0.08557012195121952
0.059000000000000004,0.08,0.04568902439024391,0.09021646341463416,0.13946280991735538,0.059000000000000004,0.7624549865722656,0.04568902439024391,0.13946280991735538,0.08,0.7624549865722656,0.09021646341463416,0.7624549865722656,0.18362232616928004,0.8281912803649902,0.15016936371728587,0.059000000000000004,0.08,0.04568902439024391,0.09021646341463416,0.13946280991735538,0.059000000000000004,0.7624549865722656,0.04568902439024391,0.13946280991735538,0.08,0.7624549865722656,0.09021646341463416
0.060000000000000005,0.08,0.05459451219512195,0.09447560975609756,0.15495867768595042,0.060000000000000005,0.8281912803649902,0.05459451219512195,0.15495867768595042,0.08,0.8281912803649902,0.09447560975609756,0.8281912803649902,0.2551823906208183,0.8934531211853027,0.13799685543986018,0.060000000000000005,0.08,0.05459451219512195,0.09447560975609756,0.15495867768595042,0.060000000000000005,0.8281912803649902,0.05459451219512195,0.15495867768595042,0.08,0.8281912803649902,0.09447560975609756
