desired path: x position,desired path: y position,robot position: x position,robot position: y position,Fish Position: x (m),Fish Position: y (m),Desired Position: x (m),Desired Position: y (m),Actual Position: x (m),Actual Position: y (m),Desired X-Pos vs. Time: time(s),Desired X-Pos vs. Time: x (m),Actual X-Pos vs. Time: time(s),Actual X-Pos vs. Time: x (m),Desired Y-Pos vs. Time: time(s),Desired Y-Pos vs. Time: y (m),Actual Y-Pos vs. Time: time(s),Actual Y-Pos vs. Time: y (m),Desired Theta vs. Time: time(s),Desired Theta vs. Time: theta (rads),Theta vs. Time: time(s),Theta vs. Time: theta (rads),Robot Velocity: time (s),Robot Velocity: velocity (m/s),Position: x (m)1,Position: y (m)1,Position: x (m)2,Position: y (m)2,X-Pos vs. Time: time(s)1,X-Pos vs. Time: x (m)1,X-Pos vs. Time: time(s)2,X-Pos vs. Time: x (m)2,Y-Pos vs. Time: time(s)1,Y-Pos vs. Time: y (m)1,Y-Pos vs. Time: time(s)2,Y-Pos vs. Time: y (m)2,Theta vs. Theta Des: time(s)1,Theta vs. Theta Des: theta (rad)1,Theta vs. Theta Des: time(s)2,Theta vs. Theta Des: theta (rad)2
0.055875301361083984,0.08,0.06659756097560976,0.04723780487804878,0.44916594265855775,0.01557093425605538,0.055875301361083984,0.08,0.06659756097560976,0.04723780487804878,0.11750602722167969,0.055875301361083984,0.11750602722167969,0.06659756097560976,0.11750602722167969,0.08,0.11750602722167969,0.04723780487804878,0.11750602722167969,0.0,0.11750602722167969,0.18216831047276352,0.4129040241241455,0.0018536909474336004,0.055875301361083984,0.08,0.06659756097560976,0.04723780487804878,0.11750602722167969,0.055875301361083984,0.11750602722167969,0.06659756097560976,0.11750602722167969,0.08,0.11750602722167969,0.04723780487804878,0.11750602722167969,0.0,0.11750602722167969,0.18216831047276352
0.07064520120620728,0.08,0.06698475609756098,0.047625,0.382267593397046,0.01470588235294118,0.07064520120620728,0.08,0.06698475609756098,0.047625,0.4129040241241455,0.07064520120620728,0.4129040241241455,0.06698475609756098,0.4129040241241455,0.08,0.4129040241241455,0.047625,0.4129040241241455,0.0,0.4129040241241455,0.17162806838088002,0.6211161613464355,0.04158233159649642,0.07064520120620728,0.08,0.06698475609756098,0.047625,0.4129040241241455,0.07064520120620728,0.4129040241241455,0.06698475609756098,0.4129040241241455,0.08,0.4129040241241455,0.047625,0.4129040241241455,0.0,0.4129040241241455,0.17162806838088002
0.08105580806732178,0.08,0.05924085365853659,0.0514969512195122,0.37531711555169417,0.01643598615916958,0.08105580806732178,0.08,0.05924085365853659,0.0514969512195122,0.6211161613464355,0.08105580806732178,0.6211161613464355,0.05924085365853659,0.6211161613464355,0.08,0.6211161613464355,0.0514969512195122,0.6211161613464355,0.0,0.6211161613464355,0.3877701718753189,0.8078019618988037,0.08389000889339719,0.08105580806732178,0.08,0.05924085365853659,0.0514969512195122,0.6211161613464355,0.08105580806732178,0.6211161613464355,0.05924085365853659,0.6211161613464355,0.08,0.6211161613464355,0.0514969512195122,0.6211161613464355,0.0,0.6211161613464355,0.3877701718753189
0.09039009809494018,0.08,0.05691768292682928,0.06698475609756098,0.39182450043440487,0.01730103806228378,0.09039009809494018,0.08,0.05691768292682928,0.06698475609756098,0.8078019618988037,0.09039009809494018,0.8078019618988037,0.05691768292682928,0.8078019618988037,0.08,0.8078019618988037,0.06698475609756098,0.8078019618988037,0.0,0.8078019618988037,0.950546840812075,1.0109448432922363,0.05397783397262327,0.09039009809494018,0.08,0.05691768292682928,0.06698475609756098,0.8078019618988037,0.09039009809494018,0.8078019618988037,0.05691768292682928,0.8078019618988037,0.08,0.8078019618988037,0.06698475609756098,0.8078019618988037,0.0,0.8078019618988037,0.950546840812075
0.10054724216461182,0.08,0.04878658536585366,0.07434146341463416,0.40833188531711556,0.018166089965397925,0.10054724216461182,0.08,0.04878658536585366,0.07434146341463416,1.0109448432922363,0.10054724216461182,1.0109448432922363,0.04878658536585366,1.0109448432922363,0.08,1.0109448432922363,0.07434146341463416,1.0109448432922363,0.0,1.0109448432922363,1.363300100359694,1.2038140296936035,0.038979629234400015,0.10054724216461182,0.08,0.04878658536585366,0.07434146341463416,1.0109448432922363,0.10054724216461182,1.0109448432922363,0.04878658536585366,1.0109448432922363,0.08,1.0109448432922363,0.07434146341463416,1.0109448432922363,0.0,1.0109448432922363,1.363300100359694
0.11019070148468017,0.08,0.05033536585365854,0.08169817073170732,0.4265768896611642,0.01643598615916958,0.11019070148468017,0.08,0.05033536585365854,0.08169817073170732,1.2038140296936035,0.11019070148468017,1.2038140296936035,0.05033536585365854,1.2038140296936035,0.08,1.2038140296936035,0.08169817073170732,1.2038140296936035,0.0,1.2038140296936035,1.3659196097577881,1.4008150100708008,0.07121866898889048,0.11019070148468017,0.08,0.05033536585365854,0.08169817073170732,1.2038140296936035,0.11019070148468017,1.2038140296936035,0.05033536585365854,1.2038140296936035,0.08,1.2038140296936035,0.08169817073170732,1.2038140296936035,0.0,1.2038140296936035,1.3659196097577881
0.12004075050354004,0.08,0.06272560975609756,0.08828048780487804,0.4595916594265856,0.019031141868512125,0.12004075050354004,0.08,0.06272560975609756,0.08828048780487804,1.4008150100708008,0.12004075050354004,1.4008150100708008,0.06272560975609756,1.4008150100708008,0.08,1.4008150100708008,0.08828048780487804,1.4008150100708008,0.0,1.4008150100708008,1.0612040619859708,1.5960490703582764,0.10184257129376088,0.12004075050354004,0.08,0.06272560975609756,0.08828048780487804,1.4008150100708008,0.12004075050354004,1.4008150100708008,0.06272560975609756,1.4008150100708008,0.08,1.4008150100708008,0.08828048780487804,1.4008150100708008,0.0,1.4008150100708008,1.0612040619859708
0.1298024535179138,0.08,0.08247256097560976,0.09060365853658536,0.4734926151172893,0.02422145328719727,0.1298024535179138,0.08,0.08247256097560976,0.09060365853658536,1.5960490703582764,0.1298024535179138,1.5960490703582764,0.08247256097560976,1.5960490703582764,0.08,1.5960490703582764,0.09060365853658536,1.5960490703582764,0.0,1.5960490703582764,0.6306812983203836,1.7908120155334473,0.0980807619244986,0.1298024535179138,0.08,0.08247256097560976,0.09060365853658536,1.5960490703582764,0.1298024535179138,1.5960490703582764,0.08247256097560976,1.5960490703582764,0.08,1.5960490703582764,0.09060365853658536,1.5960490703582764,0.0,1.5960490703582764,0.6306812983203836
0.13954060077667235,0.08,0.10067073170731708,0.08479573170731708,0.4474283231972198,0.02422145328719727,0.13954060077667235,0.08,0.10067073170731708,0.08479573170731708,1.7908120155334473,0.13954060077667235,1.7908120155334473,0.10067073170731708,1.7908120155334473,0.08,1.7908120155334473,0.08479573170731708,1.7908120155334473,0.0,1.7908120155334473,0.1948639196888722,1.9887762069702148,0.07823538573134227,0.13954060077667235,0.08,0.10067073170731708,0.08479573170731708,1.7908120155334473,0.13954060077667235,1.7908120155334473,0.10067073170731708,1.7908120155334473,0.08,1.7908120155334473,0.08479573170731708,1.7908120155334473,0.0,1.7908120155334473,0.1948639196888722
0.14943881034851073,0.08,0.11306097560975611,0.0755030487804878,0.39356211989574286,0.01557093425605538,0.14943881034851073,0.08,0.11306097560975611,0.0755030487804878,1.9887762069702148,0.14943881034851073,1.9887762069702148,0.11306097560975611,1.9887762069702148,0.08,1.9887762069702148,0.0755030487804878,1.9887762069702148,0.0,1.9887762069702148,-0.11487660541689898,2.1865689754486084,0.0494070796208107,0.14943881034851073,0.08,0.11306097560975611,0.0755030487804878,1.9887762069702148,0.14943881034851073,1.9887762069702148,0.11306097560975611,1.9887762069702148,0.08,1.9887762069702148,0.0755030487804878,1.9887762069702148,0.0,1.9887762069702148,-0.11487660541689898
