desired path: x position,desired path: y position,robot position: x position,robot position: y position,Desired Position: x (m),Desired Position: y (m),Actual Position: x (m),Actual Position: y (m),Desired X-Pos vs. Time: time(s),Desired X-Pos vs. Time: x (m),Actual X-Pos vs. Time: time(s),Actual X-Pos vs. Time: x (m),Desired Y-Pos vs. Time: time(s),Desired Y-Pos vs. Time: y (m),Actual Y-Pos vs. Time: time(s),Actual Y-Pos vs. Time: y (m),Desired Theta vs. Time: time(s),Desired Theta vs. Time: theta (rads),Theta vs. Time: time(s),Theta vs. Time: theta (rads),Robot Velocity: time (s),Robot Velocity: velocity (m/s),Position: x (m)1,Position: y (m)1,Position: x (m)2,Position: y (m)2,X-Pos vs. Time: time(s)1,X-Pos vs. Time: x (m)1,X-Pos vs. Time: time(s)2,X-Pos vs. Time: x (m)2,Y-Pos vs. Time: time(s)1,Y-Pos vs. Time: y (m)1,Y-Pos vs. Time: time(s)2,Y-Pos vs. Time: y (m)2,Theta vs. Theta Des: time(s)1,Theta vs. Theta Des: theta (rad)1,Theta vs. Theta Des: time(s)2,Theta vs. Theta Des: theta (rad)2
0.055812299251556396,0.08,0.06466158536585366,0.06388719512195122,0.055812299251556396,0.08,0.06466158536585366,0.06388719512195122,0.11624813079833984,0.055812299251556396,0.11624813079833984,0.06466158536585366,0.11624813079833984,0.08,0.11624813079833984,0.06388719512195122,0.11624813079833984,0.0,0.11624813079833984,0.0648440275532068,0.4192531108856201,0.0,0.055812299251556396,0.08,0.06466158536585366,0.06388719512195122,0.11624813079833984,0.055812299251556396,0.11624813079833984,0.06466158536585366,0.11624813079833984,0.08,0.11624813079833984,0.06388719512195122,0.11624813079833984,0.0,0.11624813079833984,0.0648440275532068
0.07096254825592041,0.08,0.06466158536585366,0.06388719512195122,0.07096254825592041,0.08,0.06466158536585366,0.06388719512195122,0.4192531108856201,0.07096254825592041,0.4192531108856201,0.06466158536585366,0.4192531108856201,0.08,0.4192531108856201,0.06388719512195122,0.4192531108856201,0.0,0.4192531108856201,0.0648440275532068,0.6208188533782959,0.03609113227736035,0.07096254825592041,0.08,0.06466158536585366,0.06388719512195122,0.4192531108856201,0.07096254825592041,0.4192531108856201,0.06466158536585366,0.4192531108856201,0.08,0.4192531108856201,0.06388719512195122,0.4192531108856201,0.0,0.4192531108856201,0.0648440275532068
0.0810408353805542,0.08,0.06156402439024391,0.07046951219512196,0.0810408353805542,0.08,0.06156402439024391,0.07046951219512196,0.6208188533782959,0.0810408353805542,0.6208188533782959,0.06156402439024391,0.6208188533782959,0.08,0.6208188533782959,0.07046951219512196,0.6208188533782959,0.0,0.6208188533782959,0.3756402354730653,0.8075289726257324,0.0851259503685397,0.0810408353805542,0.08,0.06156402439024391,0.07046951219512196,0.6208188533782959,0.0810408353805542,0.6208188533782959,0.06156402439024391,0.6208188533782959,0.08,0.6208188533782959,0.07046951219512196,0.6208188533782959,0.0,0.6208188533782959,0.3756402354730653
0.09037634134292603,0.08,0.05265853658536586,0.08363414634146342,0.09037634134292603,0.08,0.05265853658536586,0.08363414634146342,0.8075289726257324,0.09037634134292603,0.8075289726257324,0.05265853658536586,0.8075289726257324,0.08,0.8075289726257324,0.08363414634146342,0.8075289726257324,0.0,0.8075289726257324,1.0612040619859706,1.0113999843597412,0.03687610765612138,0.09037634134292603,0.08,0.05265853658536586,0.08363414634146342,0.8075289726257324,0.09037634134292603,0.8075289726257324,0.05265853658536586,0.8075289726257324,0.08,0.8075289726257324,0.08363414634146342,0.8075289726257324,0.0,0.8075289726257324,1.0612040619859706
0.10056989192962647,0.08,0.04646341463414634,0.08789329268292684,0.10056989192962647,0.08,0.04646341463414634,0.08789329268292684,1.0113999843597412,0.10056989192962647,1.0113999843597412,0.04646341463414634,1.0113999843597412,0.08,1.0113999843597412,0.08789329268292684,1.0113999843597412,0.0,1.0113999843597412,1.341153884509762,1.2047460079193115,0.05256591683180707,0.10056989192962647,0.08,0.04646341463414634,0.08789329268292684,1.0113999843597412,0.10056989192962647,1.0113999843597412,0.04646341463414634,1.0113999843597412,0.08,1.0113999843597412,0.08789329268292684,1.0113999843597412,0.0,1.0113999843597412,1.341153884509762
0.11023719310760498,0.08,0.05420731707317074,0.09447560975609756,0.11023719310760498,0.08,0.05420731707317074,0.09447560975609756,1.2047460079193115,0.11023719310760498,1.2047460079193115,0.05420731707317074,1.2047460079193115,0.08,1.2047460079193115,0.09447560975609756,1.2047460079193115,0.0,1.2047460079193115,1.1760052070951352,1.4034309387207031,0.09691187719736258,0.11023719310760498,0.08,0.05420731707317074,0.09447560975609756,1.2047460079193115,0.11023719310760498,1.2047460079193115,0.05420731707317074,1.2047460079193115,0.08,1.2047460079193115,0.09447560975609756,1.2047460079193115,0.0,1.2047460079193115,1.1760052070951352
0.12017143964767456,0.08,0.07279268292682928,0.09950914634146342,0.12017143964767456,0.08,0.07279268292682928,0.09950914634146342,1.4034309387207031,0.12017143964767456,1.4034309387207031,0.07279268292682928,1.4034309387207031,0.08,1.4034309387207031,0.09950914634146342,1.4034309387207031,0.0,1.4034309387207031,0.7212660483960168,1.5940310955047607,0.11726249219576972,0.12017143964767456,0.08,0.07279268292682928,0.09950914634146342,1.4034309387207031,0.12017143964767456,1.4034309387207031,0.07279268292682928,1.4034309387207031,0.08,1.4034309387207031,0.09950914634146342,1.4034309387207031,0.0,1.4034309387207031,0.7212660483960168
0.12970144748687745,0.08,0.09447560975609756,0.09408841463414636,0.12970144748687745,0.08,0.09447560975609756,0.09408841463414636,1.5940310955047607,0.12970144748687745,1.5940310955047607,0.09447560975609756,1.5940310955047607,0.08,1.5940310955047607,0.09408841463414636,1.5940310955047607,0.0,1.5940310955047607,0.19486391968887198,1.7916920185089111,0.09330959537211331,0.12970144748687745,0.08,0.09447560975609756,0.09408841463414636,1.5940310955047607,0.12970144748687745,1.5940310955047607,0.09447560975609756,1.5940310955047607,0.08,1.5940310955047607,0.09408841463414636,1.5940310955047607,0.0,1.5940310955047607,0.19486391968887198
0.13958449363708497,0.08,0.10880182926829268,0.08247256097560976,0.13958449363708497,0.08,0.10880182926829268,0.08247256097560976,1.7916920185089111,0.13958449363708497,1.7916920185089111,0.10880182926829268,1.7916920185089111,0.08,1.7916920185089111,0.08247256097560976,1.7916920185089111,0.0,1.7916920185089111,-0.21729343092302125,1.990009069442749,0.0679986392640485,0.13958449363708497,0.08,0.10880182926829268,0.08247256097560976,1.7916920185089111,0.13958449363708497,1.7916920185089111,0.10880182926829268,1.7916920185089111,0.08,1.7916920185089111,0.08247256097560976,1.7916920185089111,0.0,1.7916920185089111,-0.21729343092302125
0.14950034618377686,0.08,0.11732012195121952,0.07201829268292684,0.14950034618377686,0.08,0.11732012195121952,0.07201829268292684,1.990009069442749,0.14950034618377686,1.990009069442749,0.11732012195121952,1.990009069442749,0.08,1.990009069442749,0.07201829268292684,1.990009069442749,0.0,1.990009069442749,-0.4466038050058087,2.1870357990264893,0.03780120034105268,0.14950034618377686,0.08,0.11732012195121952,0.07201829268292684,1.990009069442749,0.14950034618377686,1.990009069442749,0.11732012195121952,1.990009069442749,0.08,1.990009069442749,0.07201829268292684,1.990009069442749,0.0,1.990009069442749,-0.4466038050058087
0.15935168266296384,0.08,0.12390243902439024,0.06853353658536586,0.15935168266296384,0.08,0.12390243902439024,0.06853353658536586,2.1870357990264893,0.15935168266296384,2.1870357990264893,0.12390243902439024,2.1870357990264893,0.08,2.1870357990264893,0.06853353658536586,2.1870357990264893,0.0,2.1870357990264893,-0.42976227909668857,2.385344982147217,0.03415448686471352,0.15935168266296384,0.08,0.12390243902439024,0.06853353658536586,2.1870357990264893,0.15935168266296384,2.1870357990264893,0.12390243902439024,2.1870357990264893,0.08,2.1870357990264893,0.06853353658536586,2.1870357990264893,0.0,2.1870357990264893,-0.42976227909668857
0.16926714181900024,0.08,0.12971036585365853,0.07201829268292684,0.16926714181900024,0.08,0.12971036585365853,0.07201829268292684,2.385344982147217,0.16926714181900024,2.385344982147217,0.12971036585365853,2.385344982147217,0.08,2.385344982147217,0.07201829268292684,2.385344982147217,0.0,2.385344982147217,-0.20487671703710844,2.649199962615967,0.04265725798358868,0.16926714181900024,0.08,0.12971036585365853,0.07201829268292684,2.385344982147217,0.16926714181900024,2.385344982147217,0.12971036585365853,2.385344982147217,0.08,2.385344982147217,0.07201829268292684,2.385344982147217,0.0,2.385344982147217,-0.20487671703710844
