Actual Position: x (m),Actual Position: y (m),Actual X-Pos vs. Time: time(s),Actual X-Pos vs. Time: x (m),Actual Y-Pos vs. Time: time(s),Actual Y-Pos vs. Time: y (m),Theta vs. Time: time(s),Theta vs. Time: theta (rads),Robot Velocity: time (s),Robot Velocity: velocity (m/s),Position: x (m)1,Position: y (m)1,Position: x (m)2,Position: y (m)2
0.05846646341463415,0.1486829268292683,0.1486358642578125,0.05846646341463415,0.1486358642578125,0.1486829268292683,0.1486358642578125,-0.05790620524810678,0.24240994453430176,0.009232771045970195,0.1,0.125,0.05846646341463415,0.1486829268292683
0.05924085365853659,0.14829573170731708,0.24240994453430176,0.05924085365853659,0.24240994453430176,0.14829573170731708,0.24240994453430176,-0.04345089539153036,0.33931899070739746,0.003995448693815836,0.10066666666666667,0.125,0.05924085365853659,0.14829573170731708
0.05924085365853659,0.1486829268292683,0.33931899070739746,0.05924085365853659,0.33931899070739746,0.1486829268292683,0.33931899070739746,-0.05790620524810678,0.4377751350402832,0.06968701738256115,0.10133333333333334,0.125,0.05924085365853659,0.1486829268292683
0.06582317073170732,0.1467469512195122,0.4377751350402832,0.06582317073170732,0.4377751350402832,0.1467469512195122,0.4377751350402832,-0.10257985241829425,0.5383458137512207,0.15409542753080152,0.10200000000000001,0.125,0.06582317073170732,0.1467469512195122
0.08092378048780488,0.14326219512195124,0.5383458137512207,0.08092378048780488,0.5383458137512207,0.14326219512195124,0.5383458137512207,-0.1721908145229392,0.637232780456543,0.18940818852439983,0.10266666666666667,0.125,0.08092378048780488,0.14326219512195124
0.09950914634146342,0.14093902439024392,0.637232780456543,0.09950914634146342,0.637232780456543,0.14093902439024392,0.637232780456543,-0.22785704871709994,0.7691309452056885,0.16606041298286275,0.10333333333333333,0.125,0.09950914634146342,0.14093902439024392
0.12119207317073172,0.13784146341463416,0.7691309452056885,0.12119207317073172,0.7691309452056885,0.13784146341463416,0.7691309452056885,-0.20018106796588878,0.8683099746704102,0.20672786897160744,0.10400000000000001,0.125,0.12119207317073172,0.13784146341463416
0.14132621951219512,0.13396951219512196,0.8683099746704102,0.14132621951219512,0.8683099746704102,0.13396951219512196,0.8683099746704102,-0.20018106796588883,0.9668009281158447,0.20627027199826828,0.10466666666666667,0.125,0.14132621951219512,0.13396951219512196
0.16146036585365853,0.1312591463414634,0.9668009281158447,0.16146036585365853,0.9668009281158447,0.1312591463414634,0.9668009281158447,-0.18622284041114165,1.0661261081695557,0.19553559833011838,0.10533333333333333,0.125,0.16146036585365853,0.1312591463414634
0.18082012195121952,0.12971036585365853,1.0661261081695557,0.18082012195121952,1.0661261081695557,0.12971036585365853,1.0661261081695557,-0.18109265653121873,1.1656179428100586,0.179695018610262,0.10600000000000001,0.125,0.18082012195121952,0.12971036585365853
0.19863109756097563,0.12816158536585365,1.1656179428100586,0.19863109756097563,1.1656179428100586,0.12816158536585365,1.1656179428100586,-0.12608809506459057,1.2648937702178955,0.16811606521769806,0.10666666666666667,0.125,0.19863109756097563,0.12816158536585365
0.21528048780487807,0.127,1.2648937702178955,0.21528048780487807,1.2648937702178955,0.127,1.2648937702178955,-0.1106572211738957,1.3635587692260742,0.1493313675541639,0.10733333333333334,0.125,0.21528048780487807,0.127
0.2299939024390244,0.12777439024390244,1.3635587692260742,0.2299939024390244,1.3635587692260742,0.12777439024390244,1.3635587692260742,-0.1106572211738957,1.4630939960479736,0.15191056836305913,0.10800000000000001,0.125,0.2299939024390244,0.12777439024390244
0.24509451219512196,0.127,1.4630939960479736,0.24509451219512196,1.4630939960479736,0.127,1.4630939960479736,-0.08200744552618569,1.5621209144592285,0.13690580012281395,0.10866666666666668,0.125,0.24509451219512196,0.127
0.25864634146341464,0.12738719512195124,1.5621209144592285,0.25864634146341464,1.5621209144592285,0.12738719512195124,1.5621209144592285,-0.06933313368820862,1.6606247425079346,0.1378011082469731,0.10933333333333334,0.125,0.25864634146341464,0.12738719512195124
0.2721981707317073,0.12816158536585365,1.6606247425079346,0.2721981707317073,1.6606247425079346,0.12816158536585365,1.6606247425079346,-0.06838634359050356,1.7600369453430176,0.12852988526556475,0.11,0.125,0.2721981707317073,0.12816158536585365
0.2849756097560976,0.12816158536585365,1.7600369453430176,0.2849756097560976,1.7600369453430176,0.12816158536585365,1.7600369453430176,-0.04164257909858846,1.8576900959014893,0.12694206258594393,0.11066666666666668,0.125,0.2849756097560976,0.12816158536585365
0.2973658536585366,0.12854878048780488,1.8576900959014893,0.2973658536585366,1.8576900959014893,0.12854878048780488,1.8576900959014893,-0.02702044918726479,1.9568989276885986,0.12879336238742448,0.11133333333333334,0.125,0.2973658536585366,0.12854878048780488
0.31014329268292684,0.12854878048780488,1.9568989276885986,0.31014329268292684,1.9568989276885986,0.12854878048780488,1.9568989276885986,-0.027390408474862574,2.0566279888153076,0.1281215212500208,0.112,0.125,0.31014329268292684,0.12854878048780488
0.3229207317073171,0.12854878048780488,2.0566279888153076,0.3229207317073171,2.0566279888153076,0.12854878048780488,2.0566279888153076,-0.027020449187264817,2.155742883682251,0.14085187374498892,0.11266666666666666,0.125,0.3229207317073171,0.12854878048780488
0.336859756097561,0.12932317073170732,2.155742883682251,0.336859756097561,2.155742883682251,0.12932317073170732,2.155742883682251,-0.027770636593421064,2.25459885597229,0.12558088017856658,0.11333333333333334,0.125,0.336859756097561,0.12932317073170732
0.34925000000000006,0.13009756097560976,2.25459885597229,0.34925000000000006,2.25459885597229,0.13009756097560976,2.25459885597229,-0.027770636593421064,2.3529579639434814,0.1259694618831637,0.114,0.125,0.34925000000000006,0.13009756097560976
