desired path: x position,desired path: y position,robot position: x position,robot position: y position,Desired Position: x (m),Desired Position: y (m),Actual Position: x (m),Actual Position: y (m),Desired X-Pos vs. Time: time(s),Desired X-Pos vs. Time: x (m),Actual X-Pos vs. Time: time(s),Actual X-Pos vs. Time: x (m),Desired Y-Pos vs. Time: time(s),Desired Y-Pos vs. Time: y (m),Actual Y-Pos vs. Time: time(s),Actual Y-Pos vs. Time: y (m),Theta vs. Time: time(s),Theta vs. Time: theta (rads),Robot Velocity: time (s),Robot Velocity: velocity (m/s),Position: x (m)1,Position: y (m)1,Position: x (m)2,Position: y (m)2,X-Pos vs. Time: time(s)1,X-Pos vs. Time: x (m)1,X-Pos vs. Time: time(s)2,X-Pos vs. Time: x (m)2,Y-Pos vs. Time: time(s)1,Y-Pos vs. Time: y (m)1,Y-Pos vs. Time: time(s)2,Y-Pos vs. Time: y (m)2,Theta vs. Theta Des: time(s)1,Theta vs. Theta Des: theta (rad)1,Theta vs. Theta Des: time(s)2,Theta vs. Theta Des: theta (rad)2
0.2,-0.08,0.36512500000000003,0.34808841463414636,0.2,-0.08,0.36512500000000003,0.34808841463414636,0.06334996223449707,0.2,0.06334996223449707,0.36512500000000003,0.06334996223449707,-0.08,0.06334996223449707,0.34808841463414636,0.06334996223449707,0.08620557367577845,0.3702540397644043,0.11566343278495536,0.2,-0.08,0.36512500000000003,0.34808841463414636,0.06334996223449707,0.2,0.06334996223449707,0.36512500000000003,0.06334996223449707,-0.08,0.06334996223449707,0.34808841463414636,0.06334996223449707,0.0,0.06334996223449707,0.08620557367577845
0.2,-0.08,0.39958536585365856,0.3566067073170732,0.2,-0.08,0.39958536585365856,0.3566067073170732,0.3702540397644043,0.2,0.3702540397644043,0.39958536585365856,0.3702540397644043,-0.08,0.3702540397644043,0.3566067073170732,0.3702540397644043,-2.593043251139262,0.5491540431976318,0.35423353530150203,0.2,-0.08,0.39958536585365856,0.3566067073170732,0.3702540397644043,0.2,0.3702540397644043,0.39958536585365856,0.3702540397644043,-0.08,0.3702540397644043,0.3566067073170732,0.3702540397644043,0.0,0.3702540397644043,-2.593043251139262
0.2,-0.08,0.3500243902439025,0.3171128048780488,0.2,-0.08,0.3500243902439025,0.3171128048780488,0.5491540431976318,0.2,0.5491540431976318,0.3500243902439025,0.5491540431976318,-0.08,0.5491540431976318,0.3171128048780488,0.5491540431976318,-0.762146540586985,0.7069871425628662,0.10156339299514247,0.2,-0.08,0.3500243902439025,0.3171128048780488,0.5491540431976318,0.2,0.5491540431976318,0.3500243902439025,0.5491540431976318,-0.08,0.5491540431976318,0.3171128048780488,0.5491540431976318,0.0,0.5491540431976318,-0.762146540586985
0.2,-0.08,0.3597042682926829,0.32989024390243904,0.2,-0.08,0.3597042682926829,0.32989024390243904,0.7069871425628662,0.2,0.7069871425628662,0.3597042682926829,0.7069871425628662,-0.08,0.7069871425628662,0.32989024390243904,0.7069871425628662,1.7410082520803705,0.8637261390686035,0.09059702933876752,0.2,-0.08,0.3597042682926829,0.32989024390243904,0.7069871425628662,0.2,0.7069871425628662,0.3597042682926829,0.7069871425628662,-0.08,0.7069871425628662,0.32989024390243904,0.7069871425628662,0.0,0.7069871425628662,1.7410082520803705
0.2,-0.08,0.345765243902439,0.3326006097560976,0.2,-0.08,0.345765243902439,0.3326006097560976,0.8637261390686035,0.2,0.8637261390686035,0.345765243902439,0.8637261390686035,-0.08,0.8637261390686035,0.3326006097560976,0.8637261390686035,1.932000082288578,1.0434529781341553,0.18210340129981575,0.2,-0.08,0.345765243902439,0.3326006097560976,0.8637261390686035,0.2,0.8637261390686035,0.345765243902439,0.8637261390686035,-0.08,0.8637261390686035,0.3326006097560976,0.8637261390686035,0.0,0.8637261390686035,1.932000082288578
0.2,-0.08,0.3395701219512195,0.3004634146341464,0.2,-0.08,0.3395701219512195,0.3004634146341464,1.0434529781341553,0.2,1.0434529781341553,0.3395701219512195,1.0434529781341553,-0.08,1.0434529781341553,0.3004634146341464,1.0434529781341553,-1.6839473083853815,1.1952898502349854,0.42652592977687737,0.2,-0.08,0.3395701219512195,0.3004634146341464,1.0434529781341553,0.2,1.0434529781341553,0.3395701219512195,1.0434529781341553,-0.08,1.0434529781341553,0.3004634146341464,1.0434529781341553,0.0,1.0434529781341553,-1.6839473083853815
0.2,-0.08,0.2907835365853659,0.25787195121951223,0.2,-0.08,0.2907835365853659,0.25787195121951223,1.1952898502349854,0.2,1.1952898502349854,0.2907835365853659,1.1952898502349854,-0.08,1.1952898502349854,0.25787195121951223,1.1952898502349854,0.3105986003710282,1.360882043838501,0.06588708126875435,0.2,-0.08,0.2907835365853659,0.25787195121951223,1.1952898502349854,0.2,1.1952898502349854,0.2907835365853659,1.1952898502349854,-0.08,1.1952898502349854,0.25787195121951223,1.1952898502349854,0.0,1.1952898502349854,0.3105986003710282
0.2,-0.08,0.28110365853658537,0.2629054878048781,0.2,-0.08,0.28110365853658537,0.2629054878048781,1.360882043838501,0.2,1.360882043838501,0.28110365853658537,1.360882043838501,-0.08,1.360882043838501,0.2629054878048781,1.360882043838501,0.3559577381679853,1.561453104019165,0.11050955442265907,0.2,-0.08,0.28110365853658537,0.2629054878048781,1.360882043838501,0.2,1.360882043838501,0.28110365853658537,1.360882043838501,-0.08,1.360882043838501,0.2629054878048781,1.360882043838501,0.0,1.360882043838501,0.3559577381679853
0.2,-0.08,0.2710365853658537,0.28265243902439025,0.2,-0.08,0.2710365853658537,0.28265243902439025,1.561453104019165,0.2,1.561453104019165,0.2710365853658537,1.561453104019165,-0.08,1.561453104019165,0.28265243902439025,1.561453104019165,0.2914567944778675,1.758301019668579,0.04604572717351016,0.2,-0.08,0.2710365853658537,0.28265243902439025,1.561453104019165,0.2,1.561453104019165,0.2710365853658537,1.561453104019165,-0.08,1.561453104019165,0.28265243902439025,1.561453104019165,0.0,1.561453104019165,0.2914567944778675
0.2,-0.08,0.2679390243902439,0.2911707317073171,0.2,-0.08,0.2679390243902439,0.2911707317073171,1.758301019668579,0.2,1.758301019668579,0.2679390243902439,1.758301019668579,-0.08,1.758301019668579,0.2911707317073171,1.758301019668579,0.262119841265473,1.9198620319366455,0.009881383900219571,0.2,-0.08,0.2679390243902439,0.2911707317073171,1.758301019668579,0.2,1.758301019668579,0.2679390243902439,1.758301019668579,-0.08,1.758301019668579,0.2911707317073171,1.758301019668579,0.0,1.758301019668579,0.262119841265473
0.2,-0.08,0.2675518292682927,0.2896219512195122,0.2,-0.08,0.2675518292682927,0.2896219512195122,1.9198620319366455,0.2,1.9198620319366455,0.2675518292682927,1.9198620319366455,-0.08,1.9198620319366455,0.2896219512195122,1.9198620319366455,0.2652071174518251,2.0847601890563965,0.0376426887599344,0.2,-0.08,0.2675518292682927,0.2896219512195122,1.9198620319366455,0.2,1.9198620319366455,0.2675518292682927,1.9198620319366455,-0.08,1.9198620319366455,0.2896219512195122,1.9198620319366455,0.0,1.9198620319366455,0.2652071174518251
0.2,-0.08,0.2679390243902439,0.28342682926829266,0.2,-0.08,0.2679390243902439,0.28342682926829266,2.0847601890563965,0.2,2.0847601890563965,0.2679390243902439,2.0847601890563965,-0.08,2.0847601890563965,0.28342682926829266,2.0847601890563965,0.2683662109059072,2.2505080699920654,0.10088377168685139,0.2,-0.08,0.2679390243902439,0.28342682926829266,2.0847601890563965,0.2,2.0847601890563965,0.2679390243902439,2.0847601890563965,-0.08,2.0847601890563965,0.28342682926829266,2.0847601890563965,0.0,2.0847601890563965,0.2683662109059072
0.2,-0.08,0.2694878048780488,0.2667774390243902,0.2,-0.08,0.2694878048780488,0.2667774390243902,2.2505080699920654,0.2,2.2505080699920654,0.2694878048780488,2.2505080699920654,-0.08,2.2505080699920654,0.2667774390243902,2.2505080699920654,0.2567083304333856,2.4155001640319824,0.4383650263180284,0.2,-0.08,0.2694878048780488,0.2667774390243902,2.2505080699920654,0.2,2.2505080699920654,0.2694878048780488,2.2505080699920654,-0.08,2.2505080699920654,0.2667774390243902,2.2505080699920654,0.0,2.2505080699920654,0.2567083304333856
0.2,-0.08,0.33221341463414633,0.3027865853658537,0.2,-0.08,0.33221341463414633,0.3027865853658537,2.4155001640319824,0.2,2.4155001640319824,0.33221341463414633,2.4155001640319824,-0.08,2.4155001640319824,0.3027865853658537,2.4155001640319824,-2.040772965211904,2.6501970291137695,0.106470695612511,0.2,-0.08,0.33221341463414633,0.3027865853658537,2.4155001640319824,0.2,2.4155001640319824,0.33221341463414633,2.4155001640319824,-0.08,2.4155001640319824,0.3027865853658537,2.4155001640319824,0.0,2.4155001640319824,-2.040772965211904
0.2,-0.08,0.3511859756097561,0.2865243902439024,0.2,-0.08,0.3511859756097561,0.2865243902439024,2.6501970291137695,0.2,2.6501970291137695,0.3511859756097561,2.6501970291137695,-0.08,2.6501970291137695,0.2865243902439024,2.6501970291137695,-2.0450536172592373,2.8104729652404785,0.6115848108833024,0.2,-0.08,0.3511859756097561,0.2865243902439024,2.6501970291137695,0.2,2.6501970291137695,0.3511859756097561,2.6501970291137695,-0.08,2.6501970291137695,0.2865243902439024,2.6501970291137695,0.0,2.6501970291137695,-2.0450536172592373
0.2,-0.08,0.3020121951219512,0.2017286585365854,0.2,-0.08,0.3020121951219512,0.2017286585365854,2.8104729652404785,0.2,2.8104729652404785,0.3020121951219512,2.8104729652404785,-0.08,2.8104729652404785,0.2017286585365854,2.8104729652404785,0.333244301111673,2.975383996963501,0.1135763995691074,0.2,-0.08,0.3020121951219512,0.2017286585365854,2.8104729652404785,0.2,2.8104729652404785,0.3020121951219512,2.8104729652404785,-0.08,2.8104729652404785,0.2017286585365854,2.8104729652404785,0.0,2.8104729652404785,0.333244301111673
0.2,-0.08,0.3113048780487805,0.18546646341463416,0.2,-0.08,0.3113048780487805,0.18546646341463416,2.975383996963501,0.2,2.975383996963501,0.3113048780487805,2.975383996963501,-0.08,2.975383996963501,0.18546646341463416,2.975383996963501,0.3101680607879858,3.1405129432678223,0.13842293672116382,0.2,-0.08,0.3113048780487805,0.18546646341463416,2.975383996963501,0.2,2.975383996963501,0.3113048780487805,2.975383996963501,-0.08,2.975383996963501,0.18546646341463416,2.975383996963501,0.0,2.975383996963501,0.3101680607879858
0.2,-0.08,0.32137195121951223,0.16494512195121952,0.2,-0.08,0.32137195121951223,0.16494512195121952,3.1405129432678223,0.2,3.1405129432678223,0.32137195121951223,3.1405129432678223,-0.08,3.1405129432678223,0.16494512195121952,3.1405129432678223,0.3446473156180265,3.3063600063323975,0.11245171533986666,0.2,-0.08,0.32137195121951223,0.16494512195121952,3.1405129432678223,0.2,3.1405129432678223,0.32137195121951223,3.1405129432678223,-0.08,3.1405129432678223,0.16494512195121952,3.1405129432678223,0.0,3.1405129432678223,0.3446473156180265
0.2,-0.08,0.3229207317073171,0.14635975609756097,0.2,-0.08,0.3229207317073171,0.14635975609756097,3.3063600063323975,0.2,3.3063600063323975,0.3229207317073171,3.3063600063323975,-0.08,3.3063600063323975,0.14635975609756097,3.3063600063323975,0.3446473156180261,3.470561981201172,0.36299294590644315,0.2,-0.08,0.3229207317073171,0.14635975609756097,3.3063600063323975,0.2,3.3063600063323975,0.3229207317073171,3.3063600063323975,-0.08,3.3063600063323975,0.14635975609756097,3.3063600063323975,0.0,3.3063600063323975,0.3446473156180261
0.2,-0.08,0.37286890243902443,0.17888414634146343,0.2,-0.08,0.37286890243902443,0.17888414634146343,3.470561981201172,0.2,3.470561981201172,0.37286890243902443,3.470561981201172,-0.08,3.470561981201172,0.17888414634146343,3.470561981201172,-1.9745904186800287,3.6363790035247803,0.5198150955862331,0.2,-0.08,0.37286890243902443,0.17888414634146343,3.470561981201172,0.2,3.470561981201172,0.37286890243902443,3.470561981201172,-0.08,3.470561981201172,0.17888414634146343,3.470561981201172,0.0,3.470561981201172,-1.9745904186800287
0.2,-0.08,0.3279542682926829,0.10531707317073172,0.2,-0.08,0.3279542682926829,0.10531707317073172,3.6363790035247803,0.2,3.6363790035247803,0.3279542682926829,3.6363790035247803,-0.08,3.6363790035247803,0.10531707317073172,3.6363790035247803,0.34877100358390695,3.8011038303375244,0.11539296667638572,0.2,-0.08,0.3279542682926829,0.10531707317073172,3.6363790035247803,0.2,3.6363790035247803,0.3279542682926829,3.6363790035247803,-0.08,3.6363790035247803,0.10531707317073172,3.6363790035247803,0.0,3.6363790035247803,0.34877100358390695
