desired path: x position,desired path: y position,robot position: x position,robot position: y position,Desired Position: x (m),Desired Position: y (m),Actual Position: x (m),Actual Position: y (m),Desired X-Pos vs. Time: time(s),Desired X-Pos vs. Time: x (m),Actual X-Pos vs. Time: time(s),Actual X-Pos vs. Time: x (m),Desired Y-Pos vs. Time: time(s),Desired Y-Pos vs. Time: y (m),Actual Y-Pos vs. Time: time(s),Actual Y-Pos vs. Time: y (m),Theta vs. Time: time(s),Theta vs. Time: theta (rads),Robot Velocity: time (s),Robot Velocity: velocity (m/s),Position: x (m)1,Position: y (m)1,Position: x (m)2,Position: y (m)2,X-Pos vs. Time: time(s)1,X-Pos vs. Time: x (m)1,X-Pos vs. Time: time(s)2,X-Pos vs. Time: x (m)2,Y-Pos vs. Time: time(s)1,Y-Pos vs. Time: y (m)1,Y-Pos vs. Time: time(s)2,Y-Pos vs. Time: y (m)2,Theta vs. Theta Des: time(s)1,Theta vs. Theta Des: theta (rad)1,Theta vs. Theta Des: time(s)2,Theta vs. Theta Des: theta (rad)2
0.35,0.08,0.06078963414634147,0.1308719512195122,0.35,0.08,0.06078963414634147,0.1308719512195122,0.06306099891662598,0.35,0.06306099891662598,0.06078963414634147,0.06306099891662598,0.08,0.06306099891662598,0.1308719512195122,0.06306099891662598,0.21576619640704245,0.34272313117980957,0.002769020738115802,0.35,0.08,0.06078963414634147,0.1308719512195122,0.06306099891662598,0.35,0.06306099891662598,0.06078963414634147,0.06306099891662598,0.08,0.06306099891662598,0.1308719512195122,0.06306099891662598,0.0,0.06306099891662598,0.21576619640704245
0.35,0.08,0.06078963414634147,0.13009756097560976,0.35,0.08,0.06078963414634147,0.13009756097560976,0.34272313117980957,0.35,0.34272313117980957,0.06078963414634147,0.34272313117980957,0.08,0.34272313117980957,0.13009756097560976,0.34272313117980957,0.21576619640704245,0.5222799777984619,0.02587671565252344,0.35,0.08,0.06078963414634147,0.13009756097560976,0.34272313117980957,0.35,0.34272313117980957,0.06078963414634147,0.34272313117980957,0.08,0.34272313117980957,0.13009756097560976,0.34272313117980957,0.0,0.34272313117980957,0.21576619640704245
0.35,0.08,0.0654359756097561,0.13009756097560976,0.35,0.08,0.0654359756097561,0.13009756097560976,0.5222799777984619,0.35,0.5222799777984619,0.0654359756097561,0.5222799777984619,0.08,0.5222799777984619,0.13009756097560976,0.5222799777984619,0.1894801578811475,0.6760969161987305,0.9467557165922925,0.35,0.08,0.0654359756097561,0.13009756097560976,0.5222799777984619,0.35,0.5222799777984619,0.0654359756097561,0.5222799777984619,0.08,0.5222799777984619,0.13009756097560976,0.5222799777984619,0.0,0.5222799777984619,0.1894801578811475
0.35,0.08,0.0,0.0,0.35,0.08,0.0,0.0,0.6760969161987305,0.35,0.6760969161987305,0.0,0.6760969161987305,0.08,0.6760969161987305,0.0,0.6760969161987305,0.0,0.83502197265625,0.0,0.35,0.08,0.0,0.0,0.6760969161987305,0.35,0.6760969161987305,0.0,0.6760969161987305,0.08,0.6760969161987305,0.0,0.6760969161987305,0.0,0.6760969161987305,0.0
0.35,0.08,0.0,0.0,0.35,0.08,0.0,0.0,0.83502197265625,0.35,0.83502197265625,0.0,0.83502197265625,0.08,0.83502197265625,0.0,0.83502197265625,0.0,1.011814832687378,0.0,0.35,0.08,0.0,0.0,0.83502197265625,0.35,0.83502197265625,0.0,0.83502197265625,0.08,0.83502197265625,0.0,0.83502197265625,0.0,0.83502197265625,0.0
0.35,0.08,0.0,0.0,0.35,0.08,0.0,0.0,1.011814832687378,0.35,1.011814832687378,0.0,1.011814832687378,0.08,1.011814832687378,0.0,1.011814832687378,0.0,1.1667180061340332,0.0,0.35,0.08,0.0,0.0,1.011814832687378,0.35,1.011814832687378,0.0,1.011814832687378,0.08,1.011814832687378,0.0,1.011814832687378,0.0,1.011814832687378,0.0
0.35,0.08,0.0,0.0,0.35,0.08,0.0,0.0,1.1667180061340332,0.35,1.1667180061340332,0.0,1.1667180061340332,0.08,1.1667180061340332,0.0,1.1667180061340332,0.0,1.3276700973510742,0.0,0.35,0.08,0.0,0.0,1.1667180061340332,0.35,1.1667180061340332,0.0,1.1667180061340332,0.08,1.1667180061340332,0.0,1.1667180061340332,0.0,1.1667180061340332,0.0
0.35,0.08,0.0,0.0,0.35,0.08,0.0,0.0,1.3276700973510742,0.35,1.3276700973510742,0.0,1.3276700973510742,0.08,1.3276700973510742,0.0,1.3276700973510742,0.0,1.4934940338134766,0.0,0.35,0.08,0.0,0.0,1.3276700973510742,0.35,1.3276700973510742,0.0,1.3276700973510742,0.08,1.3276700973510742,0.0,1.3276700973510742,0.0,1.3276700973510742,0.0
0.35,0.08,0.0,0.0,0.35,0.08,0.0,0.0,1.4934940338134766,0.35,1.4934940338134766,0.0,1.4934940338134766,0.08,1.4934940338134766,0.0,1.4934940338134766,0.0,1.6582388877868652,0.0,0.35,0.08,0.0,0.0,1.4934940338134766,0.35,1.4934940338134766,0.0,1.4934940338134766,0.08,1.4934940338134766,0.0,1.4934940338134766,0.0,1.4934940338134766,0.0
0.35,0.08,0.0,0.0,0.35,0.08,0.0,0.0,1.6582388877868652,0.35,1.6582388877868652,0.0,1.6582388877868652,0.08,1.6582388877868652,0.0,1.6582388877868652,0.0,1.8226959705352783,0.0,0.35,0.08,0.0,0.0,1.6582388877868652,0.35,1.6582388877868652,0.0,1.6582388877868652,0.08,1.6582388877868652,0.0,1.6582388877868652,0.0,1.6582388877868652,0.0
