desired path: x position,desired path: y position,robot position: x position,robot position: y position,Desired Position: x (m),Desired Position: y (m),Actual Position: x (m),Actual Position: y (m),Desired X-Pos vs. Time: time(s),Desired X-Pos vs. Time: x (m),Actual X-Pos vs. Time: time(s),Actual X-Pos vs. Time: x (m),Desired Y-Pos vs. Time: time(s),Desired Y-Pos vs. Time: y (m),Actual Y-Pos vs. Time: time(s),Actual Y-Pos vs. Time: y (m),Position: x (m)1,Position: y (m)1,Position: x (m)2,Position: y (m)2,X-Pos vs. Time: time(s)1,X-Pos vs. Time: x (m)1,X-Pos vs. Time: time(s)2,X-Pos vs. Time: x (m)2,Y-Pos vs. Time: time(s)1,Y-Pos vs. Time: y (m)1,Y-Pos vs. Time: time(s)2,Y-Pos vs. Time: y (m)2
0.07567718029022216,0.071,0.06001524390243903,0.0712439024390244,0.07567718029022216,0.071,0.06001524390243903,0.0712439024390244,0.0677180290222168,0.07567718029022216,0.0677180290222168,0.06001524390243903,0.0677180290222168,0.071,0.0677180290222168,0.0712439024390244,0.07567718029022216,0.071,0.06001524390243903,0.0712439024390244,0.0677180290222168,0.07567718029022216,0.0677180290222168,0.06001524390243903,0.0677180290222168,0.071,0.0677180290222168,0.0712439024390244
0.07912516117095947,0.071,0.05962804878048781,0.0712439024390244,0.07912516117095947,0.071,0.05962804878048781,0.0712439024390244,0.41251611709594727,0.07912516117095947,0.41251611709594727,0.05962804878048781,0.41251611709594727,0.071,0.41251611709594727,0.0712439024390244,0.07912516117095947,0.071,0.05962804878048781,0.0712439024390244,0.41251611709594727,0.07912516117095947,0.41251611709594727,0.05962804878048781,0.41251611709594727,0.071,0.41251611709594727,0.0712439024390244
0.08161254167556763,0.071,0.0716310975609756,0.0755030487804878,0.08161254167556763,0.071,0.0716310975609756,0.0755030487804878,0.6612541675567627,0.08161254167556763,0.6612541675567627,0.0716310975609756,0.6612541675567627,0.071,0.6612541675567627,0.0755030487804878,0.08161254167556763,0.071,0.0716310975609756,0.0755030487804878,0.6612541675567627,0.08161254167556763,0.6612541675567627,0.0716310975609756,0.6612541675567627,0.071,0.6612541675567627,0.0755030487804878
0.08455914974212647,0.071,0.07821341463414634,0.09447560975609756,0.08455914974212647,0.071,0.07821341463414634,0.09447560975609756,0.9559149742126465,0.08455914974212647,0.9559149742126465,0.07821341463414634,0.9559149742126465,0.071,0.9559149742126465,0.09447560975609756,0.08455914974212647,0.071,0.07821341463414634,0.09447560975609756,0.9559149742126465,0.08455914974212647,0.9559149742126465,0.07821341463414634,0.9559149742126465,0.071,0.9559149742126465,0.09447560975609756
0.08668739080429078,0.071,0.06853353658536586,0.09641158536585366,0.08668739080429078,0.071,0.06853353658536586,0.09641158536585366,1.1687390804290771,0.08668739080429078,1.1687390804290771,0.06853353658536586,1.1687390804290771,0.071,1.1687390804290771,0.09641158536585366,0.08668739080429078,0.071,0.06853353658536586,0.09641158536585366,1.1687390804290771,0.08668739080429078,1.1687390804290771,0.06853353658536586,1.1687390804290771,0.071,1.1687390804290771,0.09641158536585366
0.08934489011764526,0.071,0.05885365853658537,0.09602439024390244,0.08934489011764526,0.071,0.05885365853658537,0.09602439024390244,1.4344890117645264,0.08934489011764526,1.4344890117645264,0.05885365853658537,1.4344890117645264,0.071,1.4344890117645264,0.09602439024390244,0.08934489011764526,0.071,0.05885365853658537,0.09602439024390244,1.4344890117645264,0.08934489011764526,1.4344890117645264,0.05885365853658537,1.4344890117645264,0.071,1.4344890117645264,0.09602439024390244
0.09129106044769286,0.071,0.05304573170731708,0.09641158536585366,0.09129106044769286,0.071,0.05304573170731708,0.09641158536585366,1.629106044769287,0.09129106044769286,1.629106044769287,0.05304573170731708,1.629106044769287,0.071,1.629106044769287,0.09641158536585366,0.09129106044769286,0.071,0.05304573170731708,0.09641158536585366,1.629106044769287,0.09129106044769286,1.629106044769287,0.05304573170731708,1.629106044769287,0.071,1.629106044769287,0.09641158536585366
0.09325976133346557,0.071,0.0495609756097561,0.09796036585365854,0.09325976133346557,0.071,0.0495609756097561,0.09796036585365854,1.8259761333465576,0.09325976133346557,1.8259761333465576,0.0495609756097561,1.8259761333465576,0.071,1.8259761333465576,0.09796036585365854,0.09325976133346557,0.071,0.0495609756097561,0.09796036585365854,1.8259761333465576,0.09325976133346557,1.8259761333465576,0.0495609756097561,1.8259761333465576,0.071,1.8259761333465576,0.09796036585365854
0.09522433042526245,0.071,0.04491463414634146,0.10144512195121952,0.09522433042526245,0.071,0.04491463414634146,0.10144512195121952,2.022433042526245,0.09522433042526245,2.022433042526245,0.04491463414634146,2.022433042526245,0.071,2.022433042526245,0.10144512195121952,0.09522433042526245,0.071,0.04491463414634146,0.10144512195121952,2.022433042526245,0.09522433042526245,2.022433042526245,0.04491463414634146,2.022433042526245,0.071,2.022433042526245,0.10144512195121952
0.09786087036132812,0.071,0.03833231707317074,0.1068658536585366,0.09786087036132812,0.071,0.03833231707317074,0.1068658536585366,2.2860870361328125,0.09786087036132812,2.2860870361328125,0.03833231707317074,2.2860870361328125,0.071,2.2860870361328125,0.1068658536585366,0.09786087036132812,0.071,0.03833231707317074,0.1068658536585366,2.2860870361328125,0.09786087036132812,2.2860870361328125,0.03833231707317074,2.2860870361328125,0.071,2.2860870361328125,0.1068658536585366
0.10087467908859253,0.071,0.03213719512195122,0.1149969512195122,0.10087467908859253,0.071,0.03213719512195122,0.1149969512195122,2.587467908859253,0.10087467908859253,2.587467908859253,0.03213719512195122,2.587467908859253,0.071,2.587467908859253,0.1149969512195122,0.10087467908859253,0.071,0.03213719512195122,0.1149969512195122,2.587467908859253,0.10087467908859253,2.587467908859253,0.03213719512195122,2.587467908859253,0.071,2.587467908859253,0.1149969512195122
