desired path: x position,desired path: y position,robot position: x position,robot position: y position,Desired Position: x (m),Desired Position: y (m),Actual Position: x (m),Actual Position: y (m),Desired X-Pos vs. Time: time(s),Desired X-Pos vs. Time: x (m),Actual X-Pos vs. Time: time(s),Actual X-Pos vs. Time: x (m),Desired Y-Pos vs. Time: time(s),Desired Y-Pos vs. Time: y (m),Actual Y-Pos vs. Time: time(s),Actual Y-Pos vs. Time: y (m),Theta vs. Time: time(s),Theta vs. Time: theta (rads),Position: x (m)1,Position: y (m)1,Position: x (m)2,Position: y (m)2,X-Pos vs. Time: time(s)1,X-Pos vs. Time: x (m)1,X-Pos vs. Time: time(s)2,X-Pos vs. Time: x (m)2,Y-Pos vs. Time: time(s)1,Y-Pos vs. Time: y (m)1,Y-Pos vs. Time: time(s)2,Y-Pos vs. Time: y (m)2
0.06779457664489746,0.081,0.02903963414634146,0.0813109756097561,0.06779457664489746,0.081,0.02903963414634146,0.0813109756097561,0.06902217864990234,0.06779457664489746,0.06902217864990234,0.02903963414634146,0.06902217864990234,0.081,0.06902217864990234,0.0813109756097561,0.06902217864990234,0.45747484789602505,0.06779457664489746,0.081,0.02903963414634146,0.0813109756097561,0.06902217864990234,0.06779457664489746,0.06902217864990234,0.02903963414634146,0.06902217864990234,0.081,0.06902217864990234,0.0813109756097561
0.07763708257675171,0.081,0.02942682926829268,0.0813109756097561,0.07763708257675171,0.081,0.02942682926829268,0.0813109756097561,0.44758009910583496,0.07763708257675171,0.44758009910583496,0.02942682926829268,0.44758009910583496,0.081,0.44758009910583496,0.0813109756097561,0.44758009910583496,0.463647609000806,0.07763708257675171,0.081,0.02942682926829268,0.0813109756097561,0.44758009910583496,0.07763708257675171,0.44758009910583496,0.02942682926829268,0.44758009910583496,0.081,0.44758009910583496,0.0813109756097561
0.08372274208068847,0.081,0.03136280487804878,0.0875060975609756,0.08372274208068847,0.081,0.03136280487804878,0.0875060975609756,0.6967809200286865,0.08372274208068847,0.6967809200286865,0.03136280487804878,0.6967809200286865,0.081,0.6967809200286865,0.0875060975609756,0.6967809200286865,0.8725554379517314,0.08372274208068847,0.081,0.03136280487804878,0.0875060975609756,0.6967809200286865,0.08372274208068847,0.6967809200286865,0.03136280487804878,0.6967809200286865,0.081,0.6967809200286865,0.0875060975609756
0.09161723136901855,0.081,0.028265243902439025,0.1107378048780488,0.09161723136901855,0.081,0.028265243902439025,0.1107378048780488,1.0257179737091064,0.09161723136901855,1.0257179737091064,0.028265243902439025,1.0257179737091064,0.081,1.0257179737091064,0.1107378048780488,1.0257179737091064,1.9876943972047905,0.09161723136901855,0.081,0.028265243902439025,0.1107378048780488,1.0257179737091064,0.09161723136901855,1.0257179737091064,0.028265243902439025,1.0257179737091064,0.081,1.0257179737091064,0.1107378048780488
0.09831618499755859,0.081,0.02284451219512195,0.12157926829268294,0.09831618499755859,0.081,0.02284451219512195,0.12157926829268294,1.3048410415649414,0.09831618499755859,1.3048410415649414,0.02284451219512195,1.3048410415649414,0.081,1.3048410415649414,0.12157926829268294,1.3048410415649414,-0.640783724177508,0.09831618499755859,0.081,0.02284451219512195,0.12157926829268294,1.3048410415649414,0.09831618499755859,1.3048410415649414,0.02284451219512195,1.3048410415649414,0.081,1.3048410415649414,0.12157926829268294
0.10291712760925292,0.081,0.02555487804878049,0.12351524390243904,0.10291712760925292,0.081,0.02555487804878049,0.12351524390243904,1.496546983718872,0.10291712760925292,1.496546983718872,0.02555487804878049,1.496546983718872,0.081,1.496546983718872,0.12351524390243904,1.496546983718872,-0.4391126559380704,0.10291712760925292,0.081,0.02555487804878049,0.12351524390243904,1.496546983718872,0.10291712760925292,1.496546983718872,0.02555487804878049,1.496546983718872,0.081,1.496546983718872,0.12351524390243904
0.10986906909942627,0.081,0.02439329268292683,0.12545121951219512,0.10986906909942627,0.081,0.02439329268292683,0.12545121951219512,1.7641949653625488,0.10986906909942627,1.7641949653625488,0.02439329268292683,1.7641949653625488,0.081,1.7641949653625488,0.12545121951219512,1.7641949653625488,-0.5427504983797109,0.10986906909942627,0.081,0.02439329268292683,0.12545121951219512,1.7641949653625488,0.10986906909942627,1.7641949653625488,0.02439329268292683,1.7641949653625488,0.081,1.7641949653625488,0.12545121951219512
0.11660460853576661,0.081,0.0,0.0,0.11660460853576661,0.081,0.0,0.0,2.0251920223236084,0.11660460853576661,2.0251920223236084,0.0,2.0251920223236084,0.081,2.0251920223236084,0.0,2.0251920223236084,0.0,0.11660460853576661,0.081,0.0,0.0,2.0251920223236084,0.11660460853576661,2.0251920223236084,0.0,2.0251920223236084,0.081,2.0251920223236084,0.0
0.12295621109008789,0.081,0.0,0.0,0.12295621109008789,0.081,0.0,0.0,2.289842128753662,0.12295621109008789,2.289842128753662,0.0,2.289842128753662,0.081,2.289842128753662,0.0,2.289842128753662,0.0,0.12295621109008789,0.081,0.0,0.0,2.289842128753662,0.12295621109008789,2.289842128753662,0.0,2.289842128753662,0.081,2.289842128753662,0.0
0.13098665618896485,0.081,0.014713414634146342,0.16959146341463416,0.13098665618896485,0.081,0.014713414634146342,0.16959146341463416,2.624444007873535,0.13098665618896485,2.624444007873535,0.014713414634146342,2.624444007873535,0.081,2.624444007873535,0.16959146341463416,2.624444007873535,1.9173351912288386,0.13098665618896485,0.081,0.014713414634146342,0.16959146341463416,2.624444007873535,0.13098665618896485,2.624444007873535,0.014713414634146342,2.624444007873535,0.081,2.624444007873535,0.16959146341463416
0.13556873893737795,0.081,0.02207012195121951,0.19553353658536587,0.13556873893737795,0.081,0.02207012195121951,0.19553353658536587,2.815364122390747,0.13556873893737795,2.815364122390747,0.02207012195121951,2.815364122390747,0.081,2.815364122390747,0.19553353658536587,2.815364122390747,1.341997481407671,0.13556873893737795,0.081,0.02207012195121951,0.19553353658536587,2.815364122390747,0.13556873893737795,2.815364122390747,0.02207012195121951,2.815364122390747,0.081,2.815364122390747,0.19553353658536587
0.1412047591209412,0.081,0.05072256097560976,0.21179573170731708,0.1412047591209412,0.081,0.05072256097560976,0.21179573170731708,3.0463368892669678,0.1412047591209412,3.0463368892669678,0.05072256097560976,3.0463368892669678,0.081,3.0463368892669678,0.21179573170731708,3.0463368892669678,0.7277697359199743,0.1412047591209412,0.081,0.05072256097560976,0.21179573170731708,3.0463368892669678,0.1412047591209412,3.0463368892669678,0.05072256097560976,3.0463368892669678,0.081,3.0463368892669678,0.21179573170731708
0.14634787940979005,0.081,0.07317987804878048,0.22341158536585368,0.14634787940979005,0.081,0.07317987804878048,0.22341158536585368,3.2441492080688477,0.14634787940979005,3.2441492080688477,0.07317987804878048,3.2441492080688477,0.081,3.2441492080688477,0.22341158536585368,3.2441492080688477,0.7853981633974485,0.14634787940979005,0.081,0.07317987804878048,0.22341158536585368,3.2441492080688477,0.14634787940979005,3.2441492080688477,0.07317987804878048,3.2441492080688477,0.081,3.2441492080688477,0.22341158536585368
0.15321813583374022,0.081,0.09253963414634148,0.25283841463414636,0.15321813583374022,0.081,0.09253963414634148,0.25283841463414636,3.5090889930725098,0.15321813583374022,3.5090889930725098,0.09253963414634148,3.5090889930725098,0.081,3.5090889930725098,0.25283841463414636,3.5090889930725098,1.347896094466521,0.15321813583374022,0.081,0.09253963414634148,0.25283841463414636,3.5090889930725098,0.15321813583374022,3.5090889930725098,0.09253963414634148,3.5090889930725098,0.081,3.5090889930725098,0.25283841463414636
0.15957427597045898,0.081,0.09718597560975611,0.29426829268292687,0.15957427597045898,0.081,0.09718597560975611,0.29426829268292687,3.773928165435791,0.15957427597045898,3.773928165435791,0.09718597560975611,3.773928165435791,0.081,3.773928165435791,0.29426829268292687,3.773928165435791,1.8157749899217608,0.15957427597045898,0.081,0.09718597560975611,0.29426829268292687,3.773928165435791,0.15957427597045898,3.773928165435791,0.09718597560975611,3.773928165435791,0.081,3.773928165435791,0.29426829268292687
0.1659861059188843,0.081,0.09757317073170732,0.2931067073170732,0.1659861059188843,0.081,0.09757317073170732,0.2931067073170732,4.037927150726318,0.1659861059188843,4.037927150726318,0.09757317073170732,4.037927150726318,0.081,4.037927150726318,0.2931067073170732,4.037927150726318,1.880499271337353,0.1659861059188843,0.081,0.09757317073170732,0.2931067073170732,4.037927150726318,0.1659861059188843,4.037927150726318,0.09757317073170732,4.037927150726318,0.081,4.037927150726318,0.2931067073170732
0.17281362390518187,0.081,0.09718597560975611,0.29233231707317076,0.17281362390518187,0.081,0.09718597560975611,0.29233231707317076,4.300523996353149,0.17281362390518187,4.300523996353149,0.09718597560975611,4.300523996353149,0.081,4.300523996353149,0.29233231707317076,4.300523996353149,1.8683580515327025,0.17281362390518187,0.081,0.09718597560975611,0.29233231707317076,4.300523996353149,0.17281362390518187,4.300523996353149,0.09718597560975611,4.300523996353149,0.081,4.300523996353149,0.29233231707317076
0.17795335960388184,0.081,0.09602439024390244,0.2934939024390244,0.17795335960388184,0.081,0.09602439024390244,0.2934939024390244,4.49820613861084,0.17795335960388184,4.49820613861084,0.09602439024390244,4.49820613861084,0.081,4.49820613861084,0.2934939024390244,4.49820613861084,1.876675198199749,0.17795335960388184,0.081,0.09602439024390244,0.2934939024390244,4.49820613861084,0.17795335960388184,4.49820613861084,0.09602439024390244,4.49820613861084,0.081,4.49820613861084,0.2934939024390244
0.18347905921936034,0.081,0.09641158536585367,0.2911707317073171,0.18347905921936034,0.081,0.09641158536585367,0.2911707317073171,4.728294134140015,0.18347905921936034,4.728294134140015,0.09641158536585367,4.728294134140015,0.081,4.728294134140015,0.2911707317073171,4.728294134140015,1.896595442067567,0.18347905921936034,0.081,0.09641158536585367,0.2911707317073171,4.728294134140015,0.18347905921936034,4.728294134140015,0.09641158536585367,4.728294134140015,0.081,4.728294134140015,0.2911707317073171
0.188248046875,0.081,0.0948628048780488,0.2934939024390244,0.188248046875,0.081,0.0948628048780488,0.2934939024390244,4.927001953125,0.188248046875,4.927001953125,0.0948628048780488,4.927001953125,0.081,4.927001953125,0.2934939024390244,4.927001953125,1.8646656618273643,0.188248046875,0.081,0.0948628048780488,0.2934939024390244,4.927001953125,0.188248046875,4.927001953125,0.0948628048780488,4.927001953125,0.081,4.927001953125,0.2934939024390244
0.1946121006011963,0.081,0.09447560975609756,0.29388109756097563,0.1946121006011963,0.081,0.09447560975609756,0.29388109756097563,5.192170858383179,0.1946121006011963,5.192170858383179,0.09447560975609756,5.192170858383179,0.081,5.192170858383179,0.29388109756097563,5.192170858383179,1.9044985033324469,0.1946121006011963,0.081,0.09447560975609756,0.29388109756097563,5.192170858383179,0.1946121006011963,5.192170858383179,0.09447560975609756,5.192170858383179,0.081,5.192170858383179,0.29388109756097563
0.1993450736999512,0.081,0.09447560975609756,0.2911707317073171,0.1993450736999512,0.081,0.09447560975609756,0.2911707317073171,5.389378070831299,0.1993450736999512,5.389378070831299,0.09447560975609756,5.389378070831299,0.081,5.389378070831299,0.2911707317073171,5.389378070831299,1.9004207342156394,0.1993450736999512,0.081,0.09447560975609756,0.2911707317073171,5.389378070831299,0.1993450736999512,5.389378070831299,0.09447560975609756,5.389378070831299,0.081,5.389378070831299,0.2911707317073171
0.2042722191810608,0.081,0.09292682926829268,0.29426829268292687,0.2042722191810608,0.081,0.09292682926829268,0.29426829268292687,5.587393045425415,0.2042722191810608,5.587393045425415,0.09292682926829268,5.587393045425415,0.081,5.587393045425415,0.29426829268292687,5.587393045425415,1.876675198199749,0.2042722191810608,0.081,0.09292682926829268,0.29426829268292687,5.587393045425415,0.2042722191810608,5.587393045425415,0.09292682926829268,5.587393045425415,0.081,5.587393045425415,0.29426829268292687
0.2094237265586853,0.081,0.09331402439024392,0.29426829268292687,0.2094237265586853,0.081,0.09331402439024392,0.29426829268292687,5.785527944564819,0.2094237265586853,5.785527944564819,0.09331402439024392,5.785527944564819,0.081,5.785527944564819,0.29426829268292687,5.785527944564819,1.9206519286519945,0.2094237265586853,0.081,0.09331402439024392,0.29426829268292687,5.785527944564819,0.2094237265586853,5.785527944564819,0.09331402439024392,5.785527944564819,0.081,5.785527944564819,0.29426829268292687
0.21621488189697266,0.081,0.09176524390243904,0.2934939024390244,0.21621488189697266,0.081,0.09176524390243904,0.2934939024390244,6.050620079040527,0.21621488189697266,6.050620079040527,0.09176524390243904,6.050620079040527,0.081,6.050620079040527,0.2934939024390244,6.050620079040527,1.8885943326047887,0.21621488189697266,0.081,0.09176524390243904,0.2934939024390244,6.050620079040527,0.21621488189697266,6.050620079040527,0.09176524390243904,6.050620079040527,0.081,6.050620079040527,0.2934939024390244
