desired path: x position,desired path: y position,robot position: x position,robot position: y position,Desired Position: x (m),Desired Position: y (m),Actual Position: x (m),Actual Position: y (m),Desired X-Pos vs. Time: time(s),Desired X-Pos vs. Time: x (m),Actual X-Pos vs. Time: time(s),Actual X-Pos vs. Time: x (m),Desired Y-Pos vs. Time: time(s),Desired Y-Pos vs. Time: y (m),Actual Y-Pos vs. Time: time(s),Actual Y-Pos vs. Time: y (m),Position: x (m)1,Position: y (m)1,Position: x (m)2,Position: y (m)2,X-Pos vs. Time: time(s)1,X-Pos vs. Time: x (m)1,X-Pos vs. Time: time(s)2,X-Pos vs. Time: x (m)2,Y-Pos vs. Time: time(s)1,Y-Pos vs. Time: y (m)1,Y-Pos vs. Time: time(s)2,Y-Pos vs. Time: y (m)2
0.08574275398254395,0.07,0.04646341463414635,0.06930792682926828,0.08574275398254395,0.07,0.04646341463414635,0.06930792682926828,0.06702995300292969,0.08574275398254395,0.06702995300292969,0.04646341463414635,0.06702995300292969,0.07,0.06702995300292969,0.06930792682926828,0.08574275398254395,0.07,0.04646341463414635,0.06930792682926828,0.06702995300292969,0.08574275398254395,0.06702995300292969,0.04646341463414635,0.06702995300292969,0.07,0.06702995300292969,0.06930792682926828
0.09462944793701172,0.07,0.04646341463414635,0.06969512195121952,0.09462944793701172,0.07,0.04646341463414635,0.06969512195121952,0.4088258743286133,0.09462944793701172,0.4088258743286133,0.04646341463414635,0.4088258743286133,0.07,0.4088258743286133,0.06969512195121952,0.09462944793701172,0.07,0.04646341463414635,0.06969512195121952,0.4088258743286133,0.09462944793701172,0.4088258743286133,0.04646341463414635,0.4088258743286133,0.07,0.4088258743286133,0.06969512195121952
0.10357814931869506,0.07,0.06582317073170732,0.08169817073170732,0.10357814931869506,0.07,0.06582317073170732,0.08169817073170732,0.7530066967010498,0.10357814931869506,0.7530066967010498,0.06582317073170732,0.7530066967010498,0.07,0.7530066967010498,0.08169817073170732,0.10357814931869506,0.07,0.06582317073170732,0.08169817073170732,0.7530066967010498,0.10357814931869506,0.7530066967010498,0.06582317073170732,0.7530066967010498,0.07,0.7530066967010498,0.08169817073170732
0.11126614570617675,0.07,0.07008231707317074,0.10880182926829268,0.11126614570617675,0.07,0.07008231707317074,0.10880182926829268,1.0527570247650146,0.11126614570617675,1.0527570247650146,0.07008231707317074,1.0527570247650146,0.07,1.0527570247650146,0.10880182926829268,0.11126614570617675,0.07,0.07008231707317074,0.10880182926829268,1.0527570247650146,0.11126614570617675,1.0527570247650146,0.07008231707317074,1.0527570247650146,0.07,1.0527570247650146,0.10880182926829268
0.11720837593078613,0.07,0.05575609756097561,0.1149969512195122,0.11720837593078613,0.07,0.05575609756097561,0.1149969512195122,1.3003499507904053,0.11720837593078613,1.3003499507904053,0.05575609756097561,1.3003499507904053,0.07,1.3003499507904053,0.1149969512195122,0.11720837593078613,0.07,0.05575609756097561,0.1149969512195122,1.3003499507904053,0.11720837593078613,1.3003499507904053,0.05575609756097561,1.3003499507904053,0.07,1.3003499507904053,0.1149969512195122
0.12367941379547119,0.07,0.03910670731707318,0.11383536585365854,0.12367941379547119,0.07,0.03910670731707318,0.11383536585365854,1.56459379196167,0.12367941379547119,1.56459379196167,0.03910670731707318,1.56459379196167,0.07,1.56459379196167,0.11383536585365854,0.12367941379547119,0.07,0.03910670731707318,0.11383536585365854,1.56459379196167,0.12367941379547119,1.56459379196167,0.03910670731707318,1.56459379196167,0.07,1.56459379196167,0.11383536585365854
0.1287060446739197,0.07,0.03213719512195122,0.11151219512195124,0.1287060446739197,0.07,0.03213719512195122,0.11151219512195124,1.7579257488250732,0.1287060446739197,1.7579257488250732,0.03213719512195122,1.7579257488250732,0.07,1.7579257488250732,0.11151219512195124,0.1287060446739197,0.07,0.03213719512195122,0.11151219512195124,1.7579257488250732,0.1287060446739197,1.7579257488250732,0.03213719512195122,1.7579257488250732,0.07,1.7579257488250732,0.11151219512195124
0.1338527727127075,0.07,0.03213719512195122,0.1107378048780488,0.1338527727127075,0.07,0.03213719512195122,0.1107378048780488,1.9558768272399902,0.1338527727127075,1.9558768272399902,0.03213719512195122,1.9558768272399902,0.07,1.9558768272399902,0.1107378048780488,0.1338527727127075,0.07,0.03213719512195122,0.1107378048780488,1.9558768272399902,0.1338527727127075,1.9558768272399902,0.03213719512195122,1.9558768272399902,0.07,1.9558768272399902,0.1107378048780488
0.13870816040039063,0.07,0.03175,0.11228658536585368,0.13870816040039063,0.07,0.03175,0.11228658536585368,2.154507637023926,0.13870816040039063,2.154507637023926,0.03175,2.154507637023926,0.07,2.154507637023926,0.11228658536585368,0.13870816040039063,0.07,0.03175,0.11228658536585368,2.154507637023926,0.13870816040039063,2.154507637023926,0.03175,2.154507637023926,0.07,2.154507637023926,0.11228658536585368
0.14344761085510255,0.07,0.03175,0.11151219512195124,0.14344761085510255,0.07,0.03175,0.11151219512195124,2.351984739303589,0.14344761085510255,2.351984739303589,0.03175,2.351984739303589,0.07,2.351984739303589,0.11151219512195124,0.14344761085510255,0.07,0.03175,0.11151219512195124,2.351984739303589,0.14344761085510255,2.351984739303589,0.03175,2.351984739303589,0.07,2.351984739303589,0.11151219512195124
