Desired Position,Actual Position,Theta vs. Time,Robot Velocity
0.15,0.18740243902439024,-2.864683814272035,0.1384546143317905
0.15,0.19127439024390247,-2.8446304092304504,0.1811976821007253
0.15,0.19282317073170732,-2.829875207340527,0.19360674315908816
0.15,0.19321036585365853,-2.8131532357394784,0.1949309219527689
0.15,0.19243597560975612,-2.811712197013207,0.16386403922275072
0.15,0.19127439024390244,-2.810496576885661,0.16806883835054676
0.15,0.18972560975609756,-2.80800833209,0.1985837198592062
0.15,0.19127439024390244,-2.822674952804989,0.7721588064120204
0.15,0.16610670731707317,-3.0975035961917214,1.1871112768155374
0.15,0.19204878048780488,-2.85864456786828,0.19119837645136653
0.15,0.19127439024390244,-2.8782861040206327,0.22080997429953111
0.15,0.18856402439024392,-2.879666460656524,0.20782276796054835
0.15,0.18701524390243904,-2.8684240784021267,0.1939723613574894
0.15,0.18740243902439024,-2.8655618505894394,0.8112563378538662
0.15,0.16339634146341464,3.141592653589793,0.16411227372060072
0.15,0.16533231707317075,3.1299652706334093,1.0900530010500271
0.15,0.19088719512195124,-2.8906910587377608,0.15096294400028162
0.15,0.1905,-2.8809902618424523,0.1349533687958438
0.15,0.18895121951219512,-2.862178788917627,0.851593850653474
0.15,0.162234756097561,-3.108271657711546,0.10902574953306413
0.15,0.16378353658536587,-3.1089955084718404,0.08332261615502493
0.15,0.16494512195121952,-3.120319267565732,0.09194795852699646
0.15,0.16765548780487805,-3.109688589104771,0.06699164569592471
0.15,0.16920426829268292,-3.1100241971020153,0.09815122831127857
0.15,0.1703658536585366,-3.100378890931473,0.1034600242997784
0.15,0.17230182926829268,-3.1106746740267504,0.08665875277404689
0.15,0.17346341463414636,-3.0804444909404918,0.08076704519455893
0.15,0.17501219512195124,-3.0810606338076862,0.07945733131267105
0.15,0.17656097560975612,-3.0816644984685855,0.07666560117046067
0.15,0.17733536585365856,-3.062549759411201,0.04730270040393329
0.15,0.17733536585365856,-3.062549759411201,0.046929776226634815
0.15,0.17694817073170732,-3.0527184787766855,0.05322559666392783
0.15,0.17656097560975612,-3.0438657462310745,0.01853024523629434
0.15,0.17772256097560976,-3.0135835949165966,0.05817390845678076
0.15,0.17927134146341464,-3.01231764954165,0.09916859388703207
0.15,0.1784969512195122,-3.0331093420348223,0.12214932067220523
0.15,0.17656097560975612,-3.0409240014319643,0.13577079490842667
0.15,0.1761737804878049,-3.0298156120553146,0.1358601217279907
0.15,0.17462500000000003,-3.0286729928371905,0.12804468721345608
0.15,0.17462500000000003,-3.0238600787856993,0.11810133489954872
0.15,0.17501219512195124,-3.034477330237561,0.10310007510386313
0.15,0.17694817073170732,-3.0440768503022473,0.11519869707648894
0.15,0.17888414634146343,-3.0557823888932916,0.10630537293768272
0.15,0.17965853658536585,-3.07716581416424,0.08228517611987242
0.15,0.17888414634146343,-3.0557823888932916,0.08396498726907733
0.15,0.17810975609756097,-3.0344773302375616,0.08964771889995372
0.15,0.17694817073170732,-3.0440768503022473,0.08998700565760136
0.15,0.17733536585365856,-3.0539059984602925,0.0822657234292384
0.15,0.178109756097561,-3.0757538842870993,0.09752731253845372
0.15,0.17965853658536585,-3.0757538842870997,0.08719860068092851
0.15,0.18043292682926831,-3.0971774383428827,0.08810354235321981
0.15,0.18082012195121952,-3.08670279099564,0.08152213256169671
0.15,0.18082012195121952,-3.08670279099564,0.0829703901070976
0.15,0.18120731707317073,-3.0757538842870997,0.07582445681809549
0.15,0.18120731707317073,-3.07502448981397,0.05006609238786648
0.15,0.18159451219512196,-3.0854718708886173,0.08486807948590469
0.15,0.1819817073170732,-3.0956479977816738,0.0831913526634714
0.15,0.1819817073170732,-3.0956479977816738,0.09396854744495671
0.15,0.1823689024390244,-3.1071235525902856,0.08944034537640382
0.15,0.18314329268292684,-3.107514942002785,0.7893319897568792
0.15,0.20714939024390244,-2.865078706972319,0.9375627053012208
0.15,0.18430487804878048,-3.118608196148341,0.0575360604551694
0.15,0.18391768292682925,-3.107123552590285,0.0660284414135858
0.15,0.18469207317073172,-3.1067230720350034,0.06522881978825577
0.15,0.18546646341463413,-3.1298284904400346,0.06559481857123575
0.15,0.18585365853658536,3.141592653589793,0.040903180840520595
0.15,0.18585365853658536,-3.1180675826045765,0.05023598923720084
0.15,0.18469207317073172,-3.1298284904400346,0.04728381676204014
0.15,0.18314329268292684,-3.1296884540314833,0.0480580880106291
0.15,0.18236890243902437,-3.1296884540314833,0.05036618625171063
0.15,0.18120731707317073,-3.1177876274047236,0.046951485289138464
0.15,0.18082012195121955,-3.1296884540314833,0.04964548228329318
0.15,0.18082012195121955,-3.1295450437356074,0.04705559563495965
0.15,0.18004573170731708,-3.1296884540314833,0.03470704191339431
0.15,0.17965853658536587,-3.1172072444170746,0.030224724429716625
0.15,0.17927134146341467,-3.129247601745569,0.026037368945700187
0.15,0.18004573170731708,3.129247601745569,0.02618305040260004
0.15,0.18082012195121955,3.129247601745569,0.013167763469025148
0.15,0.18120731707317073,3.1162816044469452,0.01746827680217638
0.15,0.18120731707317073,3.1165978599708737,0.01857824167513721
0.15,0.18082012195121952,3.1036362084014795,0.03335370384800487
0.15,0.17927134146341467,3.104572537715863,0.04704562140687599
0.15,0.17656097560975612,3.116281604446945,0.0476255632479494
0.15,0.17385060975609756,3.1289351017557414,0.04110518155682644
0.15,0.17191463414634148,3.141592653589793,0.02461178789038217
0.15,0.17152743902439027,3.1290933045704317,0.045077831672426856
0.15,0.16920426829268292,3.1289351017557414,0.018677429413002773
0.15,0.16804268292682928,3.1165978599708732,0.054601935422934546
0.15,0.1645579268292683,3.128772843116893,0.8792099771975
0.15,0.18546646341463416,-2.8550181993678625,0.09258341198739002
0.15,0.18353048780487807,-2.8375917142496485,0.0884282127106218
0.15,0.18430487804878048,-2.843093722003614,0.04386901326289413
0.15,0.18314329268292684,-2.84555503911489,0.01766967619054002
0.15,0.18430487804878048,-2.8899026818316065,0.10798117497475829
0.15,0.1897256097560976,-2.9551057519225763,0.7399487682247121
0.15,0.18353048780487807,2.9409397762699068,0.2530892508029754
0.15,0.19669512195121952,2.8632929945846817,0.12279039864095682
0.15,0.19863109756097563,2.8468625483804155,0.1477377705576424
0.15,0.20289024390243904,2.7807558705567024,0.024177931656746043
0.15,0.20327743902439027,2.7580651376328014,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
0.15,,,
