Desired Position_x (m),Desired Position_y (m),Actual Position_x (m),Actual Position_y (m),Theta vs. Time_time(s),Theta vs. Time_theta,Robot Velocity_time (s),Robot Velocity_velocity (m/s)
0.05,0.15,0.320984756097561,0.10802743902439024,0.1498260498046875,-2.881778283743955,0.23589205741882324,0.006362286434884938
0.051000000000000004,0.15,0.32059756097560976,0.10764024390243904,0.23589205741882324,-2.866682812109121,0.2995779514312744,0.00607976268458296
0.052000000000000005,0.15,0.32059756097560976,0.10802743902439024,0.2995779514312744,-2.861642831066002,0.3643040657043457,0.013376279774599
0.053000000000000005,0.15,0.3198231707317073,0.10764024390243904,0.3643040657043457,-2.859820786316441,0.4328281879425049,0.015982009688354656
0.054000000000000006,0.15,0.32059756097560976,0.10841463414634148,0.4328281879425049,-2.8732264426838863,0.4997129440307617,0.008186866855364667
0.055,0.15,0.3202103658536586,0.10802743902439024,0.4997129440307617,-2.8582846892143388,0.5639491081237793,0.019061201763223082
0.056,0.15,0.32059756097560976,0.10918902439024392,0.5639491081237793,-2.896613990462929,0.6307611465454102,0.020895214377303937
0.057,0.15,0.3217591463414634,0.10841463414634148,0.6307611465454102,-2.863292994584682,0.7321262359619141,0.011459422297559977
0.058,0.15,0.32059756097560976,0.10841463414634148,0.7321262359619141,-2.8732264426838863,0.7969770431518555,0.011941104165972173
0.059000000000000004,0.15,0.3198231707317073,0.10841463414634148,0.7969770431518555,-2.8732264426838863,0.8625741004943848,0.01319868067737162
0.060000000000000005,0.15,0.32059756097560976,0.10802743902439024,0.8625741004943848,-2.8785979219088738,0.9277610778808594,0.0
0.061000000000000006,0.15,0.32059756097560976,0.10802743902439024,0.9277610778808594,-2.8785979219088738,0.9935400485992432,0.005886305573385411
0.062000000000000006,0.15,0.3202103658536586,0.10802743902439024,0.9935400485992432,-2.8582846892143388,1.0605061054229736,0.016353855034034716
0.063,0.15,0.320984756097561,0.10880182926829268,1.0605061054229736,-2.881778283743955,1.126556158065796,0.005862147060578958
0.064,0.15,0.320984756097561,0.10841463414634148,1.126556158065796,-2.8936378087741024,1.1924500465393066,0.016619950815870727
0.065,0.15,0.3202103658536586,0.10764024390243904,1.1924500465393066,-2.869993061829717,1.258357048034668,0.0058748708508375635
0.066,0.15,0.3202103658536586,0.10802743902439024,1.258357048034668,-2.881778283743955,1.323782205581665,0.005918138166852691
0.067,0.15,0.31982317073170735,0.10802743902439024,1.323782205581665,-2.8548472494578516,1.3895280361175537,0.02123407453256798
0.068,0.15,0.320984756097561,0.10880182926829268,1.3895280361175537,-2.881778283743955,1.4564499855041504,0.016364633659574176
