x (m)_ind,y (m)_dep,time(s)_ind,theta_dep,time (s)_ind,velocity (m/s)_dep
0.3430548780487805,0.19553353658536587,1.4364140033721924,-2.5907351190580767,1.4975178241729736,0.014169238549943263
0.3434420731707317,0.19475914634146343,1.4975178241729736,-2.609270142356947,1.5632498264312744,0.026343168730415912
0.3449908536585366,0.193984756097561,1.5632498264312744,-2.612711102836668,1.6274738311767578,0.0
0.3449908536585366,0.193984756097561,1.6274738311767578,-2.597040945433757,1.6952269077301025,0.4698661995964191
0.3147896341463415,0.18391768292682928,1.6952269077301025,-1.3961241277866585,1.762742042541504,0.47927067132131557
0.3449908536585366,0.19553353658536587,1.762742042541504,-2.5571487538804414,1.8275959491729736,0.4947762885441077
0.3147896341463415,0.18469207317073172,1.8275959491729736,-1.5042281630190704,1.8935089111328125,0.4682552489394982
0.3438292682926829,0.19514634146341464,1.8935089111328125,-2.636731281930667,1.9598007202148438,0.03145350191975745
0.345765243902439,0.19437195121951223,1.9598007202148438,-2.6195010397615057,2.0258378982543945,0.05309434862247468
0.3422804878048781,0.19475914634146343,2.0258378982543945,-2.603218140243563,2.092305898666382,0.04119099336177433
0.3449908536585366,0.19514634146341464,2.092305898666382,-2.607410078684409,2.1580381393432617,0.011780980473632166
0.3442164634146342,0.19514634146341464,2.1580381393432617,-2.616225779774477,2.225583791732788,0.48647332913190805
0.3136280487804878,0.18314329268292684,2.225583791732788,-1.2315037123408512,2.289869785308838,0.4943639462936086
0.34305487804878054,0.19514634146341464,2.289869785308838,-2.6135182051634334,2.3562698364257812,0.01166249469505017
0.34305487804878054,0.19437195121951223,2.3562698364257812,-2.6135182051634334,2.4271719455718994,0.023168983236576644
0.3442164634146342,0.19553353658536587,2.4271719455718994,-2.6298538112744354,2.488266944885254,0.02834256888353948
0.34266768292682925,0.19475914634146343,2.488266944885254,-2.556847367512231,2.5576138496398926,0.024969956952011176
0.3442164634146342,0.19553353658536587,2.5576138496398926,-2.584297118472288,2.6183979511260986,0.012740013012747664
0.3442164634146342,0.19475914634146343,2.6183979511260986,-2.61790799259355,2.685375928878784,0.4954430566902777
0.31285365853658537,0.18391768292682928,2.685375928878784,-1.2722973952087167,2.751893997192383,0.4565605806077265
0.3415060975609756,0.193984756097561,2.751893997192383,-2.5757383264817335,2.8538990020751953,0.27872975819410034
0.3167256097560976,0.18004573170731708,2.8538990020751953,-1.9890206563741273,2.9177329540252686,0.4966809875678735
0.34460365853658537,0.19514634146341464,2.9177329540252686,-2.601173153319209,2.982362985610962,0.005990947434982974
0.3442164634146342,0.19514634146341464,2.982362985610962,-2.560510354792466,3.048076868057251,0.008332738416357269
0.3438292682926829,0.19553353658536587,3.048076868057251,-2.5990133294638027,3.1144859790802,0.013037286599727017
0.3442164634146342,0.19475914634146343,3.1144859790802,-2.584297118472288,3.180999994277954,0.05271371668740866
0.3407317073170732,0.19514634146341464,3.180999994277954,-2.58542642346934,3.246029853820801,0.42458293992851454
0.3151768292682927,0.18469207317073172,3.246029853820801,-1.0808390005411672,3.313455820083618,0.4234307217812335
0.34189329268292684,0.19475914634146343,3.313455820083618,-2.609270142356947,3.3773419857025146,0.46965565951196425
0.31362804878048783,0.18469207317073172,3.3773419857025146,-1.5707963267948966,3.443992853164673,0.07640945863094058
0.3128536585365854,0.17965853658536585,3.443992853164673,-0.5404195002705815,3.511293888092041,0.07567129845123818
0.31362804878048783,0.18469207317073172,3.511293888092041,-1.310193935047555,3.576211929321289,0.4866720054137546
0.3434420731707317,0.19514634146341464,3.576211929321289,-2.6195010397615053,3.6428580284118652,0.46929443118465203
0.31440243902439025,0.18353048780487807,3.6428580284118652,-1.4601391056210007,3.7073538303375244,0.4771488359381916
0.34305487804878054,0.19475914634146343,3.7073538303375244,-2.5829933382462307,3.7754008769989014,0.017993705007736737
0.3434420731707317,0.19359756097560976,3.7754008769989014,-2.6311043316730176,3.839599847793579,0.4940042752517109
0.3132408536585366,0.18391768292682928,3.839599847793579,-1.3734007669450177,3.9068307876586914,0.01628942251429924
0.31401524390243907,0.18469207317073172,3.9068307876586914,-1.373400766945013,3.972622871398926,0.4671549721814561
0.3430548780487805,0.19475914634146343,3.972622871398926,-2.698667466481471,4.038808822631836,0.017550331214036576
0.34189329268292684,0.19475914634146343,4.038808822631836,-2.609270142356947,4.104650974273682,0.4226306848147126
0.3159512195121952,0.18469207317073172,4.104650974273682,-1.190289949682531,4.171108961105347,0.4403670419311891
0.34382926829268295,0.19359756097560976,4.171108961105347,-2.667741317095033,4.238197088241577,0.025810665767465983
0.3430548780487805,0.19514634146341464,4.238197088241577,-2.58542642346934,4.303570032119751,0.48527750294455274
0.3132408536585366,0.18430487804878048,4.303570032119751,-1.7561442767905897,4.36751389503479,0.03027617540604926
0.3147896341463415,0.18314329268292684,4.36751389503479,-1.5120405040791718,4.435244798660278,0.45338623458077193
0.3430548780487805,0.19514634146341464,4.435244798660278,-2.601173153319209,4.501600980758667,0.48346913955409326
0.3151768292682927,0.17927134146341467,4.501600980758667,-0.6947382761967031,4.564831018447876,0.5395022444256493
0.345765243902439,0.19437195121951223,4.564831018447876,-2.6516353273360647,4.632690906524658,0.012758562352174443
0.34537804878048783,0.19514634146341464,4.632690906524658,-2.646040980103965,4.699549913406372,0.03708189196360515
0.3438292682926829,0.19321036585365856,4.699549913406372,-2.603218140243563,4.766084909439087,0.02399408552972401
0.3442164634146342,0.19475914634146343,4.766084909439087,-2.584297118472288,4.830770969390869,0.49606012863704485
0.31401524390243907,0.18391768292682928,4.830770969390869,-1.6373644905707183,4.89686393737793,0.4776973024956682
0.3430548780487805,0.19630792682926831,4.89686393737793,-2.6565579317372574,4.99882698059082,0.015189625956643433
0.34305487804878054,0.19475914634146343,4.99882698059082,-2.6468669711055446,5.063072919845581,0.520434724678148
0.31362804878048783,0.17888414634146343,5.063072919845581,-0.3217505543966422,5.126924753189087,0.07670373238528445
0.3151768292682927,0.18353048780487807,5.126924753189087,-1.1659045405098123,5.194151878356934,0.4553290361649016
0.3442164634146342,0.19321036585365856,5.194151878356934,-2.641312225364941,5.26003098487854,0.0262843459467775
0.3434420731707317,0.19475914634146343,5.26003098487854,-2.641312225364941,5.325037717819214,0.03473049679449003
0.34537804878048783,0.19359756097560976,5.325037717819214,-2.6344941491974563,5.390897989273071,0.4910317753254836
0.31440243902439025,0.18430487804878048,5.390897989273071,-1.4464413322481349,5.45816707611084,0.08954101807202564
0.31866158536585365,0.18004573170731708,5.45816707611084,-1.428899272190737,5.523930788040161,0.44548317315387737
0.3442164634146342,0.19437195121951223,5.523930788040161,-2.642245931909663,5.590063810348511,0.00827992693566866
0.34460365853658537,0.19475914634146343,5.590063810348511,-2.623943544213019,5.655479907989502,0.47384944911064125
0.3155640243902439,0.18391768292682928,5.655479907989502,-1.2847448850775798,5.722286939620972,0.008196391597948832
0.3151768292682927,0.18430487804878048,5.722286939620972,-1.2120256565243237,5.7877357006073,0.4250063094778272
0.34189329268292684,0.19204878048780488,5.7877357006073,-2.643977531910564,5.85395884513855,0.4401847566890801
0.31401524390243907,0.18353048780487807,5.85395884513855,-1.5152978215491817,5.92037296295166,0.4872160475949568
0.3442164634146342,0.19514634146341464,5.92037296295166,-2.594803812700546,5.986231803894043,0.018591558350437694
0.34382926829268295,0.193984756097561,5.986231803894043,-2.615200289363373,6.052911996841431,0.016423965454934443
0.3430548780487805,0.19475914634146343,6.052911996841431,-2.6576432657297686,6.118736982345581,0.05025745994142861
0.3461524390243903,0.19359756097560976,6.118736982345581,-2.6344941491974563,6.183916091918945,0.5246825167010456
0.3132408536585366,0.18430487804878048,6.183916091918945,-1.5083775167989368,6.249032974243164,0.4615458004256164
0.34111890243902443,0.19553353658536587,6.249032974243164,-2.6011731533192086,6.315058946609497,0.4227576059592525
0.3155640243902439,0.18430487804878048,6.315058946609497,-1.1583858851975066,6.381355047225952,0.03504234351802385
0.3132408536585366,0.18430487804878048,6.381355047225952,-1.5083775167989368,6.4484169483184814,0.018258034209067558
0.31440243902439025,0.18469207317073172,6.4484169483184814,-1.310193935047555,6.513470888137817,0.0794083687888516
0.3132408536585366,0.17965853658536587,6.513470888137817,-0.17985349979247883,6.579620838165283,0.5498670726030026
0.34615243902439025,0.19514634146341464,6.579620838165283,-2.62244653934327,6.647014856338501,0.06423378785739972
0.3422804878048781,0.19321036585365856,6.647014856338501,0.5423027372156048,6.712786912918091,0.44868251314716123
0.31440243902439025,0.18353048780487807,6.712786912918091,-1.2490457723982538,6.777554035186768,0.06971796957877927
0.3167256097560976,0.17965853658536585,6.777554035186768,2.4980915447965115,6.845818996429443,0.461662894930971
0.3449908536585366,0.19359756097560976,6.845818996429443,-2.6403283887182107,6.910567998886108,0.4880158302859192
0.3147896341463415,0.18430487804878048,6.910567998886108,-1.1071487177940915,6.976504802703857,0.021172574116018684
0.3136280487804878,0.18353048780487807,6.976504802703857,-1.4464413322481349,7.042258024215698,0.4971954539936239
0.34460365853658537,0.193984756097561,7.042258024215698,-2.6674742230842905,7.107873916625977,0.49851552262398446
0.3132408536585366,0.18469207317073172,7.107873916625977,-1.3734007669450177,7.1733808517456055,0.4785152854804944
0.34305487804878054,0.19437195121951223,7.1733808517456055,-2.636731281930667,7.239729881286621,0.011671463007965234
0.3438292682926829,0.19437195121951223,7.239729881286621,-2.6135182051634334,7.3053138256073,0.02361523851374317
0.3438292682926829,0.19282317073170735,7.3053138256073,-2.65711472455277,7.3716371059417725,0.026108316985318222
0.34537804878048783,0.19359756097560976,7.3716371059417725,-2.6135182051634334,7.438375949859619,0.046774362407256104
0.34266768292682925,0.19514634146341464,7.438375949859619,-2.6516353273360647,7.504514932632446,0.048275504660004506
0.345765243902439,0.19437195121951223,7.504514932632446,-2.631104331673017,7.569441080093384,0.03477360383002277
0.34382926829268295,0.19553353658536587,7.569441080093384,-2.635642254318717,7.636182069778442,0.48277761365449867
0.31362804878048783,0.18430487804878048,7.636182069778442,-1.5707963267948966,7.701771020889282,0.023613435823780286
0.3151768292682927,0.18430487804878048,7.701771020889282,-1.1071487177940895,7.7678608894348145,0.10561769122319063
0.3113048780487805,0.1784969512195122,7.7678608894348145,-1.0516502125483738,7.834816932678223,0.5537338620961704
0.3449908536585366,0.193984756097561,7.834816932678223,-2.6620733615971974,7.900262832641602,0.03186004845823228
0.3430548780487805,0.19475914634146343,7.900262832641602,-2.5702551737561663,7.965784788131714,0.023637580353330582
0.34460365853658537,0.19475914634146343,7.965784788131714,-2.635642254318717,8.032265901565552,0.03136393836575825
0.34266768292682925,0.19553353658536587,8.032265901565552,-2.5970409454337564,8.097829818725586,0.04612431207169478
0.34460365853658537,0.19321036585365856,8.097829818725586,-2.623943544213019,8.162885904312134,0.4692803641306107
0.3151768292682927,0.18507926829268295,8.162885904312134,-1.1659045405098123,8.230417966842651,0.4174051451670718
0.3415060975609756,0.19514634146341464,8.230417966842651,-2.6253619829780455,8.296482801437378,0.005860835410040374
0.34189329268292684,0.19514634146341464,8.296482801437378,-2.633420035754463,8.36266303062439,0.48939276811514215
0.3132408536585366,0.18004573170731708,8.36266303062439,-0.6610431688506825,8.428522109985352,0.5075511105940368
0.3434420731707317,0.19437195121951223,8.428522109985352,-2.6311043316730176,8.493932723999023,0.01323630157421072
0.34305487804878054,0.19359756097560976,8.493932723999023,-2.593043251139265,8.560276985168457,0.48538394048077466
0.31246646341463413,0.18353048780487807,8.560276985168457,-1.3854483767991992,8.625605821609497,0.03605170561769858
0.3147896341463415,0.18391768292682928,8.625605821609497,-1.3961241277866585,8.692508935928345,0.450451644979202
0.3430548780487805,0.19437195121951223,8.692508935928345,-2.6253619829780455,8.758141040802002,0.4591749412451416
0.3147896341463415,0.18391768292682928,8.758141040802002,-1.2490457723982515,8.825032949447632,0.48711808137144
0.34537804878048783,0.19514634146341464,8.825032949447632,-2.539305307454829,8.891341924667358,0.048151743568308175
0.3422804878048781,0.19437195121951223,8.891341924667358,-2.593043251139265,8.956799983978271,0.4569631286329049
0.31440243902439025,0.18353048780487807,8.956799983978271,-1.3521273809209542,9.023536920547485,0.47702040620442465
0.34460365853658537,0.19359756097560976,9.023536920547485,-2.636731281930667,9.088878870010376,0.013250210934263396
0.3449908536585366,0.19437195121951223,9.088878870010376,-2.6624823595294016,9.153816938400269,0.01686457901582266
0.3442164634146342,0.19359756097560976,9.153816938400269,-2.662482359529402,9.252076148986816,0.020092930429745005
0.34615243902439025,0.193984756097561,9.252076148986816,-2.6117435841337264,9.318412065505981,0.5249952864100434
0.3155640243902439,0.17733536585365856,9.318412065505981,0.4993467216801287,9.384419918060303,0.48499281002140154
0.34266768292682925,0.19437195121951223,9.384419918060303,-2.6516353273360647,9.45130181312561,0.011578473414162457
0.34266768292682925,0.19359756097560976,9.45130181312561,-2.631104331673017,9.517417907714844,0.45336169544014104
0.31633841463414636,0.17927134146341467,9.517417907714844,-0.5070985043923353,9.582803964614868,0.4825712775403251
0.3438292682926829,0.19475914634146343,9.582803964614868,-2.5990133294638027,9.649191856384277,0.032992558019469855
0.34537804878048783,0.19321036585365856,9.649191856384277,-2.635642254318717,9.71560788154602,0.500824051951638
0.3151768292682927,0.17927134146341467,9.71560788154602,-0.5585993153435624,9.779928922653198,0.06730259634608361
0.31440243902439025,0.18353048780487807,9.779928922653198,-1.5707963267948966,9.846072912216187,0.45981387581013844
0.34266768292682925,0.19475914634146343,9.846072912216187,-2.6298538112744354,9.912369966506958,0.4525766577175061
0.31440243902439025,0.18469207317073172,9.912369966506958,-1.4382447944982222,,
