Desired Position: x (m),Desired Position: y (m),Actual Position: x (m),Actual Position: y (m),Theta vs. Time: time(s),Theta vs. Time: theta,Robot Velocity: time (s),Robot Velocity: velocity (m/s)
0.05,0.15,0.03446036585365854,0.11306097560975611,0.12882685661315918,0.2101825866621695,0.22390508651733398,0.012878010933801972
0.051000000000000004,0.15,0.03484756097560976,0.11422256097560976,0.22390508651733398,0.22581168154335554,0.28745079040527344,0.01218635087067489
0.052000000000000005,0.15,0.03484756097560976,0.11344817073170732,0.28745079040527344,0.24497866312686412,0.35198068618774414,0.0553195165928955
0.053000000000000005,0.15,0.03833231707317073,0.11422256097560976,0.35198068618774414,0.28010797529805376,0.42235493659973145,0.07877583690364567
0.054000000000000006,0.15,0.04336585365853659,0.11654573170731708,0.42235493659973145,0.358770670270572,0.4859769344329834,0.08476634153650536
0.055,0.15,0.04839939024390244,0.11848170731707318,0.4859769344329834,0.4234394061597192,0.5872159004211426,0.05736849218657154
0.056,0.15,0.05304573170731707,0.12196646341463416,0.5872159004211426,0.5404195002705842,0.6523756980895996,0.08082319498814441
0.057,0.15,0.05730487804878049,0.12506402439024392,0.6523756980895996,0.5915997103351116,0.7187867164611816,0.07930044082262247
0.058,0.15,0.0615640243902439,0.12816158536585368,0.7187867164611816,0.6355857068245511,0.7840120792388916,0.06636947472334512
0.059000000000000004,0.15,0.0654359756097561,0.13009756097560976,0.7840120792388916,0.6096598667120816,0.8512787818908691,0.057561186543434194
0.060000000000000005,0.15,0.06853353658536586,0.13242073170731708,0.8512787818908691,0.6306812983203838,0.9169728755950928,0.0672009214031764
0.061000000000000006,0.15,0.07201829268292684,0.1351310975609756,0.9169728755950928,0.6486424516665437,0.9803338050842285,0.054998500269136406
0.062000000000000006,0.15,0.0755030487804878,0.1351310975609756,0.9803338050842285,0.5705827629957895,1.0509209632873535,0.05057240908046903
0.063,0.15,0.07821341463414636,0.13745426829268292,1.0509209632873535,0.5207283914070705,1.1167409420013428,0.048509477417666744
0.064,0.15,0.0813109756097561,0.13822865853658536,1.1167409420013428,0.4862426330875049,1.1819899082183838,0.056295994646091495
0.065,0.15,0.08479573170731708,0.13939024390243904,1.1819899082183838,0.44660380500580865,1.2474968433380127,0.07117485611115922
0.066,0.15,0.08944207317073172,0.13977743902439024,1.2474968433380127,0.37814231532260134,1.313546895980835,0.07415094676116495
0.067,0.15,0.09408841463414636,0.14132621951219512,1.313546895980835,0.35425942267866595,1.380051851272583,0.07568663963887218
0.068,0.15,0.09873475609756098,0.1432621951219512,1.380051851272583,0.3573086830080999,1.4467411041259766,0.08149052926215097
0.069,0.15,0.10415548780487804,0.14364939024390244,1.4467411041259766,0.2975617247378056,1.5123310089111328,0.06909604037661563
0.07,0.15,0.10841463414634148,0.14519817073170732,1.5123310089111328,0.2695890779209259,1.578423023223877,0.0828506436733815
0.07100000000000001,0.15,0.11383536585365855,0.14597256097560976,1.578423023223877,0.2695890779209259,1.643306016921997,0.07161108325291807
0.07200000000000001,0.15,0.11848170731707319,0.14597256097560976,1.643306016921997,0.23893644058616315,1.7093048095703125,0.0771643918882512
0.07300000000000001,0.15,0.12351524390243902,0.1467469512195122,1.7093048095703125,0.21729343092302086,1.7754688262939453,0.06463800291794398
0.07400000000000001,0.15,0.12777439024390244,0.14713414634146343,1.7754688262939453,0.1775961672834876,1.8424830436706543,0.06355586184826077
0.07500000000000001,0.15,0.13203353658536587,0.14713414634146343,1.8424830436706543,0.15074638112042135,1.9083809852600098,0.065692083269798
0.07600000000000001,0.15,0.13629268292682928,0.14790853658536585,1.9083809852600098,0.14888994760949695,1.9733030796051025,0.07753195019572426
0.077,0.15,0.14132621951219512,0.14790853658536585,1.9733030796051025,0.1291472901280197,2.0404610633850098,0.06942505446117299
0.07800000000000001,0.15,0.14597256097560976,0.14829573170731708,2.0404610633850098,0.11343499180721596,2.1065549850463867,0.07054274529676165
0.079,0.15,0.1506189024390244,0.1486829268292683,2.1065549850463867,0.10092178466729347,2.1722488403320312,0.06510060777297094
0.08,0.15,0.1548780487804878,0.14829573170731708,2.1722488403320312,0.08727771294946109,2.238658905029297,0.07092948909041204
0.081,0.15,0.15952439024390244,0.14907012195121952,2.238658905029297,0.08727771294946109,2.3045289516448975,0.07151098566738598
0.082,0.15,0.16417073170731708,0.14984451219512196,2.3045289516448975,0.062418809995956955,2.3705098628997803,0.07139082910270766
0.08300000000000002,0.15,0.16881707317073172,0.14907012195121952,2.3705098628997803,0.062418809995956955,2.4381351470947266,0.07443276054641713
0.084,0.15,0.17385060975609756,0.14907012195121952,2.4381351470947266,0.06165017063925865,2.503051996231079,0.07182182658972776
0.085,0.15,0.1784969512195122,0.14945731707317073,2.503051996231079,0.049342632252969594,2.5686869621276855,0.07079064337039398
0.08600000000000001,0.15,0.18314329268292684,0.14945731707317073,2.5686869621276855,0.04934263225296957,2.634650945663452,0.0821771429916426
0.08700000000000001,0.15,0.1885640243902439,0.14945731707317073,2.634650945663452,0.049342632252969594,2.699549913406372,0.03579672855368012
0.08800000000000001,0.15,0.19088719512195124,0.14945731707317073,2.699549913406372,0.049342632252969594,2.7647769451141357,0.07716948715246727
0.08900000000000001,0.15,0.19592073170731708,0.14945731707317073,2.7647769451141357,0.048741851309931195,2.8315510749816895,0.0698241473257769
0.09,0.15,0.20056707317073172,0.14907012195121952,2.8315510749816895,0.036569055913540975,2.897467851638794,0.07658758508286555
0.091,0.15,0.20560060975609756,0.14945731707317073,2.897467851638794,0.050589708769384234,2.9631030559539795,0.07668958507685027
0.092,0.15,0.21063414634146344,0.14945731707317073,2.9631030559539795,0.048741851309931195,3.0301828384399414,0.0810161021654736
0.093,0.15,0.21605487804878049,0.14907012195121952,3.0301828384399414,0.035699112679323575,3.0959818363189697,0.07061416758894949
0.094,0.15,0.22070121951219512,0.14907012195121952,3.0959818363189697,0.036569055913540975,3.1609859466552734,0.07246360168716227
0.095,0.15,0.22534756097560976,0.14984451219512196,3.1609859466552734,0.06090020827798761,3.2280220985412598,0.06955122796058495
0.096,0.15,0.2299939024390244,0.1502317073170732,3.2280220985412598,0.07304056530311895,3.2935829162597656,0.07767988376735205
0.097,0.15,0.23502743902439027,0.14945731707317073,3.2935829162597656,0.047024131842745835,3.359482765197754,0.07075049118564693
0.098,0.15,0.23967378048780488,0.14984451219512196,3.359482765197754,0.060168251155009365,3.425729990005493,0.06663982741137729
0.099,0.15,0.24393292682926832,0.1486829268292683,3.425729990005493,0.0,3.4921798706054688,0.07016486168711558
0.1,0.15,0.24857926829268295,0.14829573170731708,3.4921798706054688,-0.011627382956383875,3.5575077533721924,0.07705035541010634
0.101,0.15,0.25361280487804877,0.14829573170731708,3.5575077533721924,-0.012047609854186004,3.6237430572509766,0.07111663544351993
0.10200000000000001,0.15,0.2582591463414634,0.14752134146341467,3.6237430572509766,-0.011764163149758753,3.690281867980957,0.08146721661910739
