Desired Position,Actual Position,Theta vs. Time,Robot Velocity
0.15,0.11151219512195124,2.7994367685066126,0.0
0.15,0.11151219512195124,2.7994367685066126,0.005994485596307484
0.15,0.11189939024390244,2.796037073008081,0.0054529675706337585
0.15,0.11151219512195124,2.8037144653495147,0.0
0.15,0.11151219512195124,2.8037144653495147,0.013104611576989241
0.15,0.11189939024390244,2.791737051732695,0.013294353403164191
0.15,0.11151219512195124,2.8037144653495147,0.007998268129095626
0.15,0.11189939024390244,2.796037073008081,0.0
0.15,0.11189939024390244,2.811645561443238,0.0
0.15,0.11189939024390244,2.796037073008081,0.00827142834139386
0.15,0.11151219512195124,2.8037144653495147,0.0
0.15,0.11151219512195124,2.779863412069861,0.005827480959589477
0.15,0.11151219512195124,2.8078904770522426,0.011741162023600912
0.15,0.11151219512195124,2.784283970581693,0.008268301676446183
0.15,0.11189939024390244,2.8157935383171226,0.0
0.15,0.11189939024390244,2.791737051732695,0.0
0.15,0.11189939024390244,2.791737051732695,0.011762890348795274
0.15,0.11189939024390244,2.8157935383171226,0.01160399597565288
0.15,0.11189939024390244,2.791737051732695,0.005889507587681996
0.15,0.11189939024390244,2.819842099193151,0.008256352834088768
0.15,0.11151219512195124,2.8037144653495147,0.0
0.15,0.11151219512195124,2.8037144653495147,0.006226617981812724
0.15,0.11189939024390244,2.791737051732695,0.011111625360700816
0.15,0.11189939024390244,2.791737051732695,0.005875402207527785
0.15,0.11189939024390244,2.787333230911127,0.005802910179947371
0.15,0.11151219512195124,2.7994367685066126,0.0058893580828580224
0.15,0.11189939024390244,2.811645561443238,0.00587933723637536
0.15,0.11189939024390244,2.8157935383171226,0.011852213869163693
0.15,0.11189939024390244,2.8157935383171226,0.005789938460262425
0.15,0.11189939024390244,2.796037073008081,0.012843349895269461
0.15,0.111125,2.791737051732695,0.017866923909791613
0.15,0.11228658536585368,2.8037144653495147,0.017388475403448848
0.15,0.111125,2.791737051732695,0.00835562647395569
0.15,0.11151219512195124,2.8078904770522426,0.011811569628967414
0.15,0.11151219512195124,2.7994367685066126,0.0
0.15,0.11151219512195124,2.7994367685066126,0.0060543772648936674
0.15,0.11151219512195124,2.8037144653495147,0.013232780575705433
0.15,0.111125,2.7680955074833156,0.7477334850767752
0.15,0.1328079268292683,-2.9909110518953352,0.016708152868251492
0.15,0.13358231707317075,-2.9790190777793284,0.7443090212949997
0.15,0.10996341463414636,2.774418819771574,0.7861720028348362
0.15,0.14171341463414636,-2.860470136874524,0.11659034562813515
0.15,0.1343567073170732,-2.976443976175166,0.7307073323961997
0.15,0.1149969512195122,2.8270883491730485,0.09233874461534898
0.15,0.12041768292682928,2.8305943729842524,0.1110460892982483
0.15,0.1266128048780488,2.8305943729842524,0.0825418005830989
0.15,0.13009756097560976,2.866403404460622,0.08519519751130339
0.15,0.13319512195121952,2.8939112943409198,0.14927477799985417
0.15,0.14093902439024392,2.869446763058606,0.12815172611644912
0.15,0.14558536585365855,2.866403404460622,0.17197100145837138
0.15,0.1448109756097561,2.8911495639784417,0.23082724475783303
0.15,0.14364939024390244,2.8773326336764633,0.25082557918833753
0.15,0.142875,2.8743335554338825,0.22257099337777891
0.15,0.14210060975609756,2.8743335554338825,0.1595796857958447
0.15,0.14132621951219512,2.8555412118724752,0.16503994642893466
0.15,0.13939024390243904,2.88832688735904,0.12273431391848184
0.15,0.1347439024390244,2.9441970937399122,0.08430718280918077
0.15,0.12971036585365853,2.9516043656710775,0.05951667662381945
0.15,0.12583841463414636,2.9441970937399127,0.07664082103594512
