Desired Position_x (m),Desired Position_y (m),Actual Position_x (m),Actual Position_y (m),Theta vs. Time_time(s),Theta vs. Time_theta,Robot Velocity_time (s),Robot Velocity_velocity (m/s)
0.05,0.15,0.3202103658536586,0.10802743902439024,0.14890384674072266,-2.881778283743955,0.23496484756469727,0.006362656575050405
0.051000000000000004,0.15,0.32059756097560976,0.10764024390243904,0.23496484756469727,-2.866682812109121,0.29758620262145996,0.0
0.052000000000000005,0.15,0.32059756097560976,0.10764024390243904,0.29758620262145996,-2.866682812109121,0.3625068664550781,0.008434550117224241
0.053000000000000005,0.15,0.320984756097561,0.10802743902439024,0.3625068664550781,-2.881778283743955,0.4307529926300049,0.0
0.054000000000000006,0.15,0.320984756097561,0.10802743902439024,0.4307529926300049,-2.881778283743955,0.4983358383178711,0.0057291923417890425
0.055,0.15,0.320984756097561,0.10841463414634148,0.4983358383178711,-2.8699930618297174,0.598909854888916,0.00769970485722239
0.056,0.15,0.320984756097561,0.10764024390243904,0.598909854888916,-2.8699930618297174,0.663546085357666,0.005990372878233252
0.057,0.15,0.32137195121951223,0.10764024390243904,0.663546085357666,-2.866682812109121,0.729661226272583,0.01309525475191002
0.058,0.15,0.32059756097560976,0.10802743902439024,0.729661226272583,-2.8548472494578516,0.7934150695800781,0.008588918947318194
0.059000000000000004,0.15,0.3202103658536586,0.10841463414634148,0.7934150695800781,-2.869993061829717,0.8594119548797607,0.018552670761848584
0.060000000000000005,0.15,0.31904878048780494,0.10880182926829268,0.8594119548797607,-2.872003575668867,0.9261789321899414,0.028996005027486064
0.061000000000000006,0.15,0.32059756097560976,0.10764024390243904,0.9261789321899414,-2.8732264426838863,0.9920580387115479,0.005877358428111725
0.062000000000000006,0.15,0.320984756097561,0.10764024390243904,0.9920580387115479,-2.8699930618297174,1.0584230422973633,0.0
0.063,0.15,0.320984756097561,0.10764024390243904,1.0584230422973633,-2.8466555947409864,1.1246697902679443,0.005844741573173556
0.064,0.15,0.320984756097561,0.10802743902439024,1.1246697902679443,-2.851327753660749,1.1913530826568604,0.005806478775717929
0.065,0.15,0.32059756097560976,0.10802743902439024,1.1913530826568604,-2.8848843231564074,1.2580878734588623,0.0
0.066,0.15,0.32059756097560976,0.10802743902439024,1.2580878734588623,-2.8785979219088738,1.323211908340454,0.008408210482408534
0.067,0.15,0.320984756097561,0.10841463414634148,1.323211908340454,-2.899520959018674,1.3887379169464111,0.013212991782327857
0.068,0.15,0.32059756097560976,0.10764024390243904,1.3887379169464111,-2.8732264426838863,1.4548568725585938,0.008281688476144456
0.069,0.15,0.320984756097561,0.10802743902439024,1.4548568725585938,-2.851327753660749,1.5202968120574951,0.005916801343585199
0.07,0.15,0.320984756097561,0.10841463414634148,1.5202968120574951,-2.8699930618297174,1.5857000350952148,0.013237797359617947
0.07100000000000001,0.15,0.3202103658536586,0.10802743902439024,1.5857000350952148,-2.881778283743955,1.6528189182281494,0.012899419251725342
0.07200000000000001,0.15,0.3194359756097561,0.10841463414634148,1.6528189182281494,-2.8632929945846817,1.7195439338684082,0.025951125074502587
0.07300000000000001,0.15,0.320984756097561,0.10764024390243904,1.7195439338684082,-2.8699930618297174,1.7845470905303955,0.005956558755517035
0.07400000000000001,0.15,0.320984756097561,0.10802743902439024,1.7845470905303955,-2.858284689214339,1.8480520248413086,0.006097087197280916
0.07500000000000001,0.15,0.320984756097561,0.10841463414634148,1.8480520248413086,-2.8699930618297174,1.9162201881408691,0.005679999331208764
0.07600000000000001,0.15,0.32059756097560976,0.10841463414634148,1.9162201881408691,-2.866682812109121,1.982146978378296,0.005873107435638849
0.077,0.15,0.32059756097560976,0.10802743902439024,1.982146978378296,-2.8548472494578516,2.048530101776123,0.0
0.07800000000000001,0.15,0.32059756097560976,0.10802743902439024,2.048530101776123,-2.8848843231564074,2.116170883178711,0.008095361724002345
0.079,0.15,0.320984756097561,0.10764024390243904,2.116170883178711,-2.8699930618297174,2.1806819438934326,0.008488104003894645
0.08,0.15,0.32059756097560976,0.10802743902439024,2.1806819438934326,-2.861642831066002,2.247786045074463,0.008160106209766425
0.081,0.15,0.320984756097561,0.10764024390243904,2.247786045074463,-2.8699930618297174,2.313368082046509,0.005903981331294638
0.082,0.15,0.32137195121951223,0.10764024390243904,2.313368082046509,-2.8732264426838863,2.379751205444336,0.011665468635177458
0.08300000000000002,0.15,0.32059756097560976,0.10764024390243904,2.379751205444336,-2.8732264426838863,2.445629119873047,0.005877464781769996
0.084,0.15,0.32059756097560976,0.10802743902439024,2.445629119873047,-2.8848843231564074,2.51187801361084,0.008265445079209881
0.085,0.15,0.320984756097561,0.10841463414634148,2.51187801361084,-2.8699930618297174,2.577881097793579,0.011732637247047404
0.08600000000000001,0.15,0.3202103658536586,0.10841463414634148,2.577881097793579,-2.869993061829717,2.6438300609588623,0.016606071315352067
0.08700000000000001,0.15,0.320984756097561,0.10764024390243904,2.6438300609588623,-2.8699930618297174,2.7446939945220947,0.008583787907661204
0.08800000000000001,0.15,0.3202103658536586,0.10802743902439024,2.7446939945220947,-2.8582846892143388,2.8083670139312744,0.008599821365926245
0.08900000000000001,0.15,0.32059756097560976,0.10841463414634148,2.8083670139312744,-2.8732264426838863,2.8738107681274414,0.005916456454967731
0.09,0.15,0.320984756097561,0.10841463414634148,2.8738107681274414,-2.887467904034159,2.939495086669922,0.01178957567172769
0.091,0.15,0.320984756097561,0.10764024390243904,2.939495086669922,-2.8632929945846817,3.00532603263855,0.013151787514216392
0.092,0.15,0.32059756097560976,0.10841463414634148,3.00532603263855,-2.8732264426838863,3.070641040802002,0.00838362587933569
0.093,0.15,0.320984756097561,0.10802743902439024,3.070641040802002,-2.858284689214339,3.1361351013183594,0.011823823989489928
0.094,0.15,0.3202103658536586,0.10802743902439024,3.1361351013183594,-2.8582846892143388,3.203199863433838,0.005773451060401417
0.095,0.15,0.32059756097560976,0.10802743902439024,3.203199863433838,-2.8548472494578516,3.268373966217041,0.008401751145997553
0.096,0.15,0.320984756097561,0.10841463414634148,3.268373966217041,-2.8699930618297174,3.3348190784454346,0.005827292767906203
0.097,0.15,0.320984756097561,0.10802743902439024,3.3348190784454346,-2.851327753660749,3.4004709720611572,0.011795398445551991
0.098,0.15,0.320984756097561,0.1072530487804878,3.4004709720611572,-2.858284689214339,3.466618061065674,0.008278166144405085
0.099,0.15,0.32059756097560976,0.10764024390243904,3.466618061065674,-2.866682812109121,3.5331130027770996,0.01302045826277431
0.1,0.15,0.3202103658536586,0.10841463414634148,3.5331130027770996,-2.869993061829717,3.598975896835327,0.013145407981523029
0.101,0.15,0.32059756097560976,0.10764024390243904,3.598975896835327,-2.866682812109121,3.666254997253418,0.005755057953288154
0.10200000000000001,0.15,0.32059756097560976,0.10802743902439024,3.666254997253418,-2.8548472494578516,3.7324211597442627,0.005851860035026349
0.10300000000000001,0.15,0.320984756097561,0.10802743902439024,3.7324211597442627,-2.858284689214339,3.7992591857910156,0.005793036462213775
0.10400000000000001,0.15,0.32059756097560976,0.10802743902439024,3.7992591857910156,-2.8548472494578516,3.8649799823760986,0.005891515959487281
0.10500000000000001,0.15,0.32059756097560976,0.10841463414634148,3.8649799823760986,-2.866682812109121,3.9312171936035156,0.005845583091078416
0.10600000000000001,0.15,0.3202103658536586,0.10841463414634148,3.9312171936035156,-2.869993061829717,3.9970710277557373,0.011759227900267774
0.10700000000000001,0.15,0.320984756097561,0.10841463414634148,3.9970710277557373,-2.8699930618297174,4.063111782073975,0.0
0.10800000000000001,0.15,0.320984756097561,0.10841463414634148,4.063111782073975,-2.8699930618297174,4.129070997238159,0.008301745122120098
0.10900000000000001,0.15,0.32059756097560976,0.10802743902439024,4.129070997238159,-2.8548472494578516,4.193273067474365,0.012061764380079613
