desired path: x position,desired path: y position,robot position: x position,robot position: y position,Fish Position: x (m),Fish Position: y (m),Fish X-Pos vs. Time: time (s),Fish X-Pos vs. Time: x (m),Fish Y-Pos vs. Time: time (s),Fish Y-Pos vs. Time: y (m),Desired Position: x (m),Desired Position: y (m),Actual Position: x (m),Actual Position: y (m),Desired X-Pos vs. Time: time(s),Desired X-Pos vs. Time: x (m),Actual X-Pos vs. Time: time(s),Actual X-Pos vs. Time: x (m),Desired Y-Pos vs. Time: time(s),Desired Y-Pos vs. Time: y (m),Actual Y-Pos vs. Time: time(s),Actual Y-Pos vs. Time: y (m),Desired Theta vs. Time: time(s),Desired Theta vs. Time: theta (rads),Theta vs. Time: time(s),Theta vs. Time: theta (rads),Robot Velocity: time (s),Robot Velocity: velocity (m/s),Position: x (m)1,Position: y (m)1,Position: x (m)2,Position: y (m)2,X-Pos vs. Time: time(s)1,X-Pos vs. Time: x (m)1,X-Pos vs. Time: time(s)2,X-Pos vs. Time: x (m)2,Y-Pos vs. Time: time(s)1,Y-Pos vs. Time: y (m)1,Y-Pos vs. Time: time(s)2,Y-Pos vs. Time: y (m)2,Theta vs. Theta Des: time(s)1,Theta vs. Theta Des: theta (rad)1,Theta vs. Theta Des: time(s)2,Theta vs. Theta Des: theta (rad)2
0.057462453842163086,0.08,0.0534329268292683,0.06775914634146342,,,,,,,0.057462453842163086,0.08,0.0534329268292683,0.06775914634146342,0.14925026893615723,0.057462453842163086,0.14925026893615723,0.0534329268292683,0.14925026893615723,0.08,0.14925026893615723,0.06775914634146342,0.14925026893615723,0.0,0.14925026893615723,-0.1577687375959541,0.4754221439361572,0.0011870892361618237,0.057462453842163086,0.08,0.0534329268292683,0.06775914634146342,0.14925026893615723,0.057462453842163086,0.14925026893615723,0.0534329268292683,0.14925026893615723,0.08,0.14925026893615723,0.06775914634146342,0.14925026893615723,0.0,0.14925026893615723,-0.1577687375959541
0.07377104759216307,0.08,0.05382012195121952,0.06775914634146342,,,,,,,0.07377104759216307,0.08,0.05382012195121952,0.06775914634146342,0.4754221439361572,0.07377104759216307,0.4754221439361572,0.05382012195121952,0.4754221439361572,0.08,0.4754221439361572,0.06775914634146342,0.4754221439361572,0.0,0.4754221439361572,-0.16137511042069158,0.7817642688751221,0.006806473463750034,0.07377104759216307,0.08,0.05382012195121952,0.06775914634146342,0.4754221439361572,0.07377104759216307,0.4754221439361572,0.05382012195121952,0.4754221439361572,0.08,0.4754221439361572,0.06775914634146342,0.4754221439361572,0.0,0.4754221439361572,-0.16137511042069158
0.08908815383911133,0.08,0.05459451219512196,0.06582317073170732,,,,,,,0.08908815383911133,0.08,0.05459451219512196,0.06582317073170732,0.7817642688751221,0.08908815383911133,0.7817642688751221,0.05459451219512196,0.7817642688751221,0.08,0.7817642688751221,0.06582317073170732,0.7817642688751221,0.0,0.7817642688751221,0.08865588186743753,1.0433831214904785,0.014873785959284824,0.08908815383911133,0.08,0.05459451219512196,0.06582317073170732,0.7817642688751221,0.08908815383911133,0.7817642688751221,0.05459451219512196,0.7817642688751221,0.08,0.7817642688751221,0.06582317073170732,0.7817642688751221,0.0,0.7817642688751221,0.08865588186743753
0.10216909646987915,0.08,0.05846646341463416,0.0654359756097561,,,,,,,0.10216909646987915,0.08,0.05846646341463416,0.0654359756097561,1.0433831214904785,0.10216909646987915,1.0433831214904785,0.05846646341463416,1.0433831214904785,0.08,1.0433831214904785,0.0654359756097561,1.0433831214904785,0.0,1.0433831214904785,0.5942137038004337,1.3411531448364258,0.020228169553627048,0.10216909646987915,0.08,0.05846646341463416,0.0654359756097561,1.0433831214904785,0.10216909646987915,1.0433831214904785,0.05846646341463416,1.0433831214904785,0.08,1.0433831214904785,0.0654359756097561,1.0433831214904785,0.0,1.0433831214904785,0.5942137038004337
0.11705759763717652,0.08,0.06272560975609756,0.06969512195121952,,,,,,,0.11705759763717652,0.08,0.06272560975609756,0.06969512195121952,1.3411531448364258,0.11705759763717652,1.3411531448364258,0.06272560975609756,1.3411531448364258,0.08,1.3411531448364258,0.06969512195121952,1.3411531448364258,0.0,1.3411531448364258,0.8176450458327021,1.6378300189971924,0.026102143825433608,0.11705759763717652,0.08,0.06272560975609756,0.06969512195121952,1.3411531448364258,0.11705759763717652,1.3411531448364258,0.06272560975609756,1.3411531448364258,0.08,1.3411531448364258,0.06969512195121952,1.3411531448364258,0.0,1.3411531448364258,0.8176450458327021
0.13189144134521485,0.08,0.0673719512195122,0.07589024390243904,,,,,,,0.13189144134521485,0.08,0.0673719512195122,0.07589024390243904,1.6378300189971924,0.13189144134521485,1.6378300189971924,0.0673719512195122,1.6378300189971924,0.08,1.6378300189971924,0.07589024390243904,1.6378300189971924,0.0,1.6378300189971924,0.90975315794421,1.9368891716003418,0.04691428932987205,0.13189144134521485,0.08,0.0673719512195122,0.07589024390243904,1.6378300189971924,0.13189144134521485,1.6378300189971924,0.0673719512195122,1.6378300189971924,0.08,1.6378300189971924,0.07589024390243904,1.6378300189971924,0.0,1.6378300189971924,0.90975315794421
0.1468443989753723,0.08,0.07627743902439024,0.08673170731707316,,,,,,,0.1468443989753723,0.08,0.07627743902439024,0.08673170731707316,1.9368891716003418,0.1468443989753723,1.9368891716003418,0.07627743902439024,1.9368891716003418,0.08,1.9368891716003418,0.08673170731707316,1.9368891716003418,0.0,1.9368891716003418,0.7378150601204649,2.233753204345703,0.061963804345640916,0.1468443989753723,0.08,0.07627743902439024,0.08673170731707316,1.9368891716003418,0.1468443989753723,1.9368891716003418,0.07627743902439024,1.9368891716003418,0.08,1.9368891716003418,0.08673170731707316,1.9368891716003418,0.0,1.9368891716003418,0.7378150601204649
0.16168760061264037,0.08,0.09021646341463416,0.09873475609756098,,,,,,,0.16168760061264037,0.08,0.09021646341463416,0.09873475609756098,2.233753204345703,0.16168760061264037,2.233753204345703,0.09021646341463416,2.233753204345703,0.08,2.233753204345703,0.09873475609756098,2.233753204345703,0.0,2.233753204345703,0.39305801918193284,2.5625438690185547,0.062281151320403426,0.16168760061264037,0.08,0.09021646341463416,0.09873475609756098,2.233753204345703,0.16168760061264037,2.233753204345703,0.09021646341463416,2.233753204345703,0.08,2.233753204345703,0.09873475609756098,2.233753204345703,0.0,2.233753204345703,0.39305801918193284
0.17812713384628295,0.08,0.10996341463414634,0.10415548780487806,,,,,,,0.17812713384628295,0.08,0.10996341463414634,0.10415548780487806,2.5625438690185547,0.17812713384628295,2.5625438690185547,0.10996341463414634,2.5625438690185547,0.08,2.5625438690185547,0.10415548780487806,2.5625438690185547,0.0,2.5625438690185547,0.06807645825799953,2.859701156616211,0.07445349419101509,0.17812713384628295,0.08,0.10996341463414634,0.10415548780487806,2.5625438690185547,0.17812713384628295,2.5625438690185547,0.10996341463414634,2.5625438690185547,0.08,2.5625438690185547,0.10415548780487806,2.5625438690185547,0.0,2.5625438690185547,0.06807645825799953
0.19298499822616577,0.08,0.13203353658536587,0.10260670731707316,,,,,,,0.19298499822616577,0.08,0.13203353658536587,0.10260670731707316,2.859701156616211,0.19298499822616577,2.859701156616211,0.13203353658536587,2.859701156616211,0.08,2.859701156616211,0.10260670731707316,2.859701156616211,0.0,2.859701156616211,-0.3507279482482033,3.156182050704956,0.07599353418780172,0.19298499822616577,0.08,0.13203353658536587,0.10260670731707316,2.859701156616211,0.19298499822616577,2.859701156616211,0.13203353658536587,2.859701156616211,0.08,2.859701156616211,0.10260670731707316,2.859701156616211,0.0,2.859701156616211,-0.3507279482482033
