desired path: x position,desired path: y position,robot position: x position,robot position: y position,Fish Position: x (m),Fish Position: y (m),Fish X-Pos vs. Time: time (s),Fish X-Pos vs. Time: x (m),Fish Y-Pos vs. Time: time (s),Fish Y-Pos vs. Time: y (m),Desired Position: x (m),Desired Position: y (m),Actual Position: x (m),Actual Position: y (m),Desired X-Pos vs. Time: time(s),Desired X-Pos vs. Time: x (m),Actual X-Pos vs. Time: time(s),Actual X-Pos vs. Time: x (m),Desired Y-Pos vs. Time: time(s),Desired Y-Pos vs. Time: y (m),Actual Y-Pos vs. Time: time(s),Actual Y-Pos vs. Time: y (m),Desired Theta vs. Time: time(s),Desired Theta vs. Time: theta (rads),Theta vs. Time: time(s),Theta vs. Time: theta (rads),Robot Velocity: time (s),Robot Velocity: velocity (m/s),Position: x (m)1,Position: y (m)1,Position: x (m)2,Position: y (m)2,X-Pos vs. Time: time(s)1,X-Pos vs. Time: x (m)1,X-Pos vs. Time: time(s)2,X-Pos vs. Time: x (m)2,Y-Pos vs. Time: time(s)1,Y-Pos vs. Time: y (m)1,Y-Pos vs. Time: time(s)2,Y-Pos vs. Time: y (m)2,Theta vs. Theta Des: time(s)1,Theta vs. Theta Des: theta (rad)1,Theta vs. Theta Des: time(s)2,Theta vs. Theta Des: theta (rad)2
0.05807815790176392,0.08,0.0,0.0,,,,,,,0.05807815790176392,0.08,0.0,0.0,0.16156411170959473,0.05807815790176392,0.16156411170959473,0.0,0.16156411170959473,0.08,0.16156411170959473,0.0,0.16156411170959473,0.0,0.16156411170959473,0.0,0.5383050441741943,0.0,0.05807815790176392,0.08,0.0,0.0,0.16156411170959473,0.05807815790176392,0.16156411170959473,0.0,0.16156411170959473,0.08,0.16156411170959473,0.0,0.16156411170959473,0.0,0.16156411170959473,0.0
0.0769152045249939,0.08,0.0,0.0,,,,,,,0.0769152045249939,0.08,0.0,0.0,0.5383050441741943,0.0769152045249939,0.5383050441741943,0.0,0.5383050441741943,0.08,0.5383050441741943,0.0,0.5383050441741943,0.0,0.5383050441741943,0.0,0.8146159648895264,0.12023467499921837,0.0769152045249939,0.08,0.0,0.0,0.5383050441741943,0.0769152045249939,0.5383050441741943,0.0,0.5383050441741943,0.08,0.5383050441741943,0.0,0.5383050441741943,0.0,0.5383050441741943,0.0
0.09073075056076049,0.08,0.019746951219512195,0.02671646341463415,,,,,,,0.09073075056076049,0.08,0.019746951219512195,0.02671646341463415,0.8146159648895264,0.09073075056076049,0.8146159648895264,0.019746951219512195,0.8146159648895264,0.08,0.8146159648895264,0.02671646341463415,0.8146159648895264,0.0,0.8146159648895264,0.5214344397717439,1.1118462085723877,0.09859985830506868,0.09073075056076049,0.08,0.019746951219512195,0.02671646341463415,0.8146159648895264,0.09073075056076049,0.8146159648895264,0.019746951219512195,0.8146159648895264,0.08,0.8146159648895264,0.02671646341463415,0.8146159648895264,0.0,0.8146159648895264,0.5214344397717439
0.10559226274490358,0.08,0.04104268292682927,0.04685060975609756,,,,,,,0.10559226274490358,0.08,0.04104268292682927,0.04685060975609756,1.1118462085723877,0.10559226274490358,1.1118462085723877,0.04104268292682927,1.1118462085723877,0.08,1.1118462085723877,0.04685060975609756,1.1118462085723877,0.0,1.1118462085723877,0.7971623265472071,1.4071710109710693,0.09022685135236706,0.10559226274490358,0.08,0.04104268292682927,0.04685060975609756,1.1118462085723877,0.10559226274490358,1.1118462085723877,0.04104268292682927,1.1118462085723877,0.08,1.1118462085723877,0.04685060975609756,1.1118462085723877,0.0,1.1118462085723877,0.7971623265472071
0.12035850286483765,0.08,0.05653048780487806,0.06853353658536586,,,,,,,0.12035850286483765,0.08,0.05653048780487806,0.06853353658536586,1.4071710109710693,0.12035850286483765,1.4071710109710693,0.05653048780487806,1.4071710109710693,0.08,1.4071710109710693,0.06853353658536586,1.4071710109710693,0.0,1.4071710109710693,1.0104364498900535,1.7049362659454346,0.07032646568812274,0.12035850286483765,0.08,0.05653048780487806,0.06853353658536586,1.4071710109710693,0.12035850286483765,1.4071710109710693,0.05653048780487806,1.4071710109710693,0.08,1.4071710109710693,0.06853353658536586,1.4071710109710693,0.0,1.4071710109710693,1.0104364498900535
0.13524676561355592,0.08,0.06814634146341464,0.08595731707317074,,,,,,,0.13524676561355592,0.08,0.06814634146341464,0.08595731707317074,1.7049362659454346,0.13524676561355592,1.7049362659454346,0.06814634146341464,1.7049362659454346,0.08,1.7049362659454346,0.08595731707317074,1.7049362659454346,0.0,1.7049362659454346,0.9272952180016122,2.0020370483398438,0.07110751459007733,0.13524676561355592,0.08,0.06814634146341464,0.08595731707317074,1.7049362659454346,0.13524676561355592,1.7049362659454346,0.06814634146341464,1.7049362659454346,0.08,1.7049362659454346,0.08595731707317074,1.7049362659454346,0.0,1.7049362659454346,0.9272952180016122
0.15010180473327636,0.08,0.08402134146341464,0.09989634146341464,,,,,,,0.15010180473327636,0.08,0.08402134146341464,0.09989634146341464,2.0020370483398438,0.15010180473327636,2.0020370483398438,0.08402134146341464,2.0020370483398438,0.08,2.0020370483398438,0.09989634146341464,2.0020370483398438,0.0,2.0020370483398438,0.6336330080697451,2.298877239227295,0.08793750081965819,0.15010180473327636,0.08,0.08402134146341464,0.09989634146341464,2.0020370483398438,0.15010180473327636,2.0020370483398438,0.08402134146341464,2.0020370483398438,0.08,2.0020370483398438,0.09989634146341464,2.0020370483398438,0.0,2.0020370483398438,0.6336330080697451
0.16494381427764893,0.08,0.10841463414634148,0.10918902439024392,,,,,,,0.16494381427764893,0.08,0.10841463414634148,0.10918902439024392,2.298877239227295,0.16494381427764893,2.298877239227295,0.10841463414634148,2.298877239227295,0.08,2.298877239227295,0.10918902439024392,2.298877239227295,0.0,2.298877239227295,0.19739555984988064,2.5957303047180176,0.06972996566998407,0.16494381427764893,0.08,0.10841463414634148,0.10918902439024392,2.298877239227295,0.16494381427764893,2.298877239227295,0.10841463414634148,2.298877239227295,0.08,2.298877239227295,0.10918902439024392,2.298877239227295,0.0,2.298877239227295,0.19739555984988064
0.17978646755218505,0.08,0.12893597560975611,0.10647865853658536,,,,,,,0.17978646755218505,0.08,0.12893597560975611,0.10647865853658536,2.5957303047180176,0.17978646755218505,2.5957303047180176,0.12893597560975611,2.5957303047180176,0.08,2.5957303047180176,0.10647865853658536,2.5957303047180176,0.0,2.5957303047180176,-0.24896270579271707,2.8915822505950928,0.07659241002958504,0.17978646755218505,0.08,0.12893597560975611,0.10647865853658536,2.5957303047180176,0.17978646755218505,2.5957303047180176,0.12893597560975611,2.5957303047180176,0.08,2.5957303047180176,0.10647865853658536,2.5957303047180176,0.0,2.5957303047180176,-0.24896270579271707
0.19457906484603882,0.08,0.14790853658536585,0.09408841463414634,,,,,,,0.19457906484603882,0.08,0.14790853658536585,0.09408841463414634,2.8915822505950928,0.19457906484603882,2.8915822505950928,0.14790853658536585,2.8915822505950928,0.08,2.8915822505950928,0.09408841463414634,2.8915822505950928,0.0,2.8915822505950928,-0.656701662119434,3.189228057861328,0.05347779107570294,0.19457906484603882,0.08,0.14790853658536585,0.09408841463414634,2.8915822505950928,0.19457906484603882,2.8915822505950928,0.14790853658536585,2.8915822505950928,0.08,2.8915822505950928,0.09408841463414634,2.8915822505950928,0.0,2.8915822505950928,-0.656701662119434
0.2094613552093506,0.08,0.1583628048780488,0.08208536585365854,,,,,,,0.2094613552093506,0.08,0.1583628048780488,0.08208536585365854,3.189228057861328,0.2094613552093506,3.189228057861328,0.1583628048780488,3.189228057861328,0.08,3.189228057861328,0.08208536585365854,3.189228057861328,0.0,3.189228057861328,-0.9140946646754625,3.4534451961517334,0.044303903317564876,0.2094613552093506,0.08,0.1583628048780488,0.08208536585365854,3.189228057861328,0.2094613552093506,3.189228057861328,0.1583628048780488,3.189228057861328,0.08,3.189228057861328,0.08208536585365854,3.189228057861328,0.0,3.189228057861328,-0.9140946646754625
0.22267221212387087,0.08,0.16494512195121952,0.07240548780487806,,,,,,,0.22267221212387087,0.08,0.16494512195121952,0.07240548780487806,3.4534451961517334,0.22267221212387087,3.4534451961517334,0.16494512195121952,3.4534451961517334,0.08,3.4534451961517334,0.07240548780487806,3.4534451961517334,0.0,3.4534451961517334,-0.8908874719225387,3.74916410446167,0.05133194458178587,0.22267221212387087,0.08,0.16494512195121952,0.07240548780487806,3.4534451961517334,0.22267221212387087,3.4534451961517334,0.16494512195121952,3.4534451961517334,0.08,3.4534451961517334,0.07240548780487806,3.4534451961517334,0.0,3.4534451961517334,-0.8908874719225387
0.23745815753936766,0.08,0.17694817073170732,0.06311280487804878,,,,,,,0.23745815753936766,0.08,0.17694817073170732,0.06311280487804878,3.74916410446167,0.23745815753936766,3.74916410446167,0.17694817073170732,3.74916410446167,0.08,3.74916410446167,0.06311280487804878,3.74916410446167,0.0,3.74916410446167,-0.5743048301747016,4.048655033111572,0.04422207691804047,0.23745815753936766,0.08,0.17694817073170732,0.06311280487804878,3.74916410446167,0.23745815753936766,3.74916410446167,0.17694817073170732,3.74916410446167,0.08,3.74916410446167,0.06311280487804878,3.74916410446167,0.0,3.74916410446167,-0.5743048301747016
0.2524327039718628,0.08,0.1897256097560976,0.05962804878048781,,,,,,,0.2524327039718628,0.08,0.1897256097560976,0.05962804878048781,4.048655033111572,0.2524327039718628,4.048655033111572,0.1897256097560976,4.048655033111572,0.08,4.048655033111572,0.05962804878048781,4.048655033111572,0.0,4.048655033111572,-0.06656816377582385,4.345001220703125,0.05456369504570538,0.2524327039718628,0.08,0.1897256097560976,0.05962804878048781,4.048655033111572,0.2524327039718628,4.048655033111572,0.1897256097560976,4.048655033111572,0.08,4.048655033111572,0.05962804878048781,4.048655033111572,0.0,4.048655033111572,-0.06656816377582385
