Desired Position: x (m),Desired Position: y (m),Actual Position: x (m),Actual Position: y (m),Actual X-Pos vs. Time: time(s),Actual X-Pos vs. Time: x (m),Actual Y-Pos vs. Time: time(s),Actual Y-Pos vs. Time: y (m),Theta vs. Time: time(s),Theta vs. Time: theta,Robot Velocity: time (s),Robot Velocity: velocity (m/s)
0.05,0.2,0.08169817073170732,0.28110365853658537,0.15732192993164062,0.08169817073170732,0.15732192993164062,0.28110365853658537,0.15732192993164062,0.10220671810725362,0.23793411254882812,0.00480318370475017
0.051000000000000004,0.2,0.0813109756097561,0.28110365853658537,0.23793411254882812,0.0813109756097561,0.23793411254882812,0.28110365853658537,0.23793411254882812,0.0949517063427564,0.3048398494720459,0.005787173712705264
0.052000000000000005,0.2,0.08092378048780488,0.28110365853658537,0.3048398494720459,0.08092378048780488,0.3048398494720459,0.28110365853658537,0.3048398494720459,0.10220671810725362,0.36760902404785156,0.006168555259295444
0.053000000000000005,0.2,0.08053658536585366,0.28110365853658537,0.36760902404785156,0.08053658536585366,0.36760902404785156,0.28110365853658537,0.36760902404785156,0.09966865249116212,0.4344010353088379,0.005797027438479631
0.054000000000000006,0.2,0.08053658536585366,0.2807164634146342,0.4344010353088379,0.08053658536585366,0.4344010353088379,0.2807164634146342,0.4344010353088379,0.07485984771076781,0.501396894454956,0.035154649999821486
0.055,0.2,0.08285975609756098,0.28110365853658537,0.501396894454956,0.08285975609756098,0.501396894454956,0.28110365853658537,0.501396894454956,0.04995839572194281,0.5671977996826172,0.07672245120561079
0.056,0.2,0.08789329268292684,0.2814908536585366,0.5671977996826172,0.08789329268292684,0.5671977996826172,0.2814908536585366,0.5671977996826172,-0.0767718912697772,0.632580041885376,0.20735537727119147
0.057,0.2,0.10144512195121952,0.28187804878048783,0.632580041885376,0.10144512195121952,0.632580041885376,0.28187804878048783,0.632580041885376,-0.41822432957922945,0.698908805847168,0.10763844906057746
0.058,0.2,0.10841463414634148,0.28342682926829266,0.698908805847168,0.10841463414634148,0.698908805847168,0.28342682926829266,0.698908805847168,-0.574304830174702,0.7644979953765869,0.14266059674939757
0.059000000000000004,0.2,0.1169329268292683,0.27955487804878054,0.7644979953765869,0.1169329268292683,0.7644979953765869,0.27955487804878054,0.7644979953765869,-0.7140906986121586,0.830435037612915,0.16326389837996355
