Desired Position: x (m),Desired Position: y (m),Actual Position: x (m),Actual Position: y (m),Actual X-Pos vs. Time: time(s),Actual X-Pos vs. Time: x (m),Actual Y-Pos vs. Time: time(s),Actual Y-Pos vs. Time: y (m),Theta vs. Time: time(s),Theta vs. Time: theta,Robot Velocity: time (s),Robot Velocity: velocity (m/s)
0.05,0.2,0.14442378048780488,0.2454817073170732,0.15812993049621582,0.14442378048780488,0.15812993049621582,0.2454817073170732,0.15812993049621582,0.04874185130993163,0.23667669296264648,0.0
0.051000000000000004,0.2,0.14442378048780488,0.2454817073170732,0.23667669296264648,0.14442378048780488,0.23667669296264648,0.2454817073170732,0.23667669296264648,0.04874185130993163,0.30355191230773926,0.0
0.052000000000000005,0.2,0.14442378048780488,0.2454817073170732,0.30355191230773926,0.14442378048780488,0.30355191230773926,0.2454817073170732,0.30355191230773926,0.04874185130993163,0.3673679828643799,0.0
0.053000000000000005,0.2,0.14442378048780488,0.2454817073170732,0.3673679828643799,0.14442378048780488,0.3673679828643799,0.2454817073170732,0.3673679828643799,0.04874185130993163,0.43605995178222656,0.005636686908979218
0.054000000000000006,0.2,0.14442378048780488,0.24509451219512196,0.43605995178222656,0.14442378048780488,0.43605995178222656,0.24509451219512196,0.43605995178222656,0.02438540917271856,0.5004937648773193,0.07236024778700734
0.05500000000000001,0.2,0.13977743902439024,0.2454817073170732,0.5004937648773193,0.13977743902439024,0.5004937648773193,0.2454817073170732,0.5004937648773193,-0.04874185130993163,0.5668017864227295,0.06657872644634825
0.056,0.2,0.13551829268292684,0.24664329268292684,0.5668017864227295,0.13551829268292684,0.5668017864227295,0.24664329268292684,0.5668017864227295,-0.12435499454676072,0.6315877437591553,0.03585917114172396
0.057,0.2,0.13551829268292684,0.24896646341463416,0.6315877437591553,0.13551829268292684,0.6315877437591553,0.24896646341463416,0.6315877437591553,-0.32962440742074234,0.69797682762146,0.013041219472691584
0.058,0.2,0.13629268292682928,0.24935365853658537,0.69797682762146,0.13629268292682928,0.69797682762146,0.24935365853658537,0.69797682762146,-0.5070985043923368,0.7634968757629395,0.10167203704259668
0.059000000000000004,0.2,0.14171341463414633,0.2454817073170732,0.7634968757629395,0.14171341463414633,0.7634968757629395,0.2454817073170732,0.7634968757629395,-0.927295218001613,0.829826831817627,0.10523539806461245
0.060000000000000005,0.2,0.14752134146341464,0.241609756097561,0.829826831817627,0.14752134146341464,0.829826831817627,0.241609756097561,0.829826831817627,-1.2890244595215454,0.895892858505249,0.07459491030140014
0.061000000000000006,0.2,0.1510060975609756,0.238125,0.895892858505249,0.1510060975609756,0.895892858505249,0.238125,0.895892858505249,-1.4735431285433307,0.9629068374633789,0.07146776286151778
0.062,0.2,0.15216768292682925,0.23347865853658537,0.9629068374633789,0.15216768292682925,0.9629068374633789,0.23347865853658537,0.9629068374633789,-1.6921483273656603,1.0278809070587158,0.06418282115348671
0.063,0.2,0.15371646341463416,0.2296067073170732,1.0278809070587158,0.15371646341463416,1.0278809070587158,0.2296067073170732,1.0278809070587158,-1.8925468811915382,1.0936279296875,0.053328665127131455
0.064,0.2,0.15410365853658536,0.22612195121951223,1.0936279296875,0.15410365853658536,1.0936279296875,0.22612195121951223,1.0936279296875,-2.0778948311872334,1.1597299575805664,0.06308761200485306
0.065,0.2,0.15255487804878048,0.22225,1.1597299575805664,0.15255487804878048,1.1597299575805664,0.22225,1.1597299575805664,-2.185459278717062,1.2250239849090576,0.03607092526043956
0.066,0.2,0.15294207317073172,0.2199268292682927,1.2250239849090576,0.15294207317073172,1.2250239849090576,0.2199268292682927,1.2250239849090576,-2.271650734679347,1.2928099632263184,0.018063005280263847
0.067,0.2,0.15255487804878048,0.21876524390243904,1.2928099632263184,0.15255487804878048,1.2928099632263184,0.21876524390243904,1.2928099632263184,-2.305390786134123,1.357748031616211,0.026665240734940025
0.068,0.2,0.15178048780487807,0.21721646341463416,1.357748031616211,0.15178048780487807,1.357748031616211,0.21721646341463416,1.357748031616211,-2.305390786134123,1.4240729808807373,0.029189251273073438
0.069,0.2,0.1502317073170732,0.21605487804878049,1.4240729808807373,0.1502317073170732,1.4240729808807373,0.21605487804878049,1.4240729808807373,-2.321725389192837,1.4903149604797363,0.04712520505805933
0.07,0.2,0.1486829268292683,0.21334451219512196,1.4903149604797363,0.1486829268292683,1.4903149604797363,0.21334451219512196,1.4903149604797363,-2.305390786134123,1.5555217266082764,0.02519262763324434
0.07100000000000001,0.2,0.14752134146341464,0.21218292682926831,1.5555217266082764,0.14752134146341464,1.5555217266082764,0.21218292682926831,1.5555217266082764,-2.271650734679347,1.6220040321350098,0.050100223727910335
0.07200000000000001,0.2,0.14558536585365855,0.20947256097560976,1.6220040321350098,0.14558536585365855,1.6220040321350098,0.20947256097560976,1.6220040321350098,-2.1319597390832485,1.6886186599731445,0.032880261319100205
0.07300000000000001,0.2,0.14403658536585368,0.20792378048780488,1.6886186599731445,0.14403658536585368,1.6886186599731445,0.20792378048780488,1.6886186599731445,-1.9154436424129222,1.7547178268432617,0.05239367781687827
0.07400000000000001,0.2,0.1424878048780488,0.20482621951219512,1.7547178268432617,0.1424878048780488,1.7547178268432617,0.20482621951219512,1.7547178268432617,-1.6680495250464624,1.8207077980041504,0.06125833487743099
0.07500000000000001,0.2,0.14132621951219515,0.20095426829268292,1.8207077980041504,0.14132621951219515,1.8207077980041504,0.20095426829268292,1.8207077980041504,-1.4016951007935194,1.887300729751587,0.05265124782573248
0.07600000000000001,0.2,0.14093902439024392,0.19746951219512196,1.887300729751587,0.14093902439024392,1.887300729751587,0.19746951219512196,1.887300729751587,-1.1722738811284763,1.9532737731933594,0.09481643268736706
0.07700000000000001,0.2,0.1432621951219512,0.19166158536585368,1.9532737731933594,0.1432621951219512,1.9532737731933594,0.19166158536585368,1.9532737731933594,-0.9034901918165424,2.0188848972320557,0.10153090438969474
0.07800000000000001,0.2,0.14713414634146343,0.1862408536585366,2.0188848972320557,0.14713414634146343,2.0188848972320557,0.1862408536585366,2.0188848972320557,-0.6632029927060931,2.085326910018921,0.10310014250617776
0.079,0.2,0.15216768292682928,0.18159451219512196,2.085326910018921,0.15216768292682928,2.085326910018921,0.18159451219512196,2.085326910018921,-0.474399882791907,2.1505699157714844,0.10364439865169568
0.08,0.2,0.1583628048780488,0.17888414634146343,2.1505699157714844,0.1583628048780488,2.1505699157714844,0.17888414634146343,2.1505699157714844,-0.34464731561802564,2.2171988487243652,0.1141722793319639
0.081,0.2,0.16571951219512196,0.17694817073170732,2.2171988487243652,0.16571951219512196,2.2171988487243652,0.17694817073170732,2.2171988487243652,-0.2213144423477913,2.2825517654418945,0.10811526545474294
0.082,0.2,0.17268902439024392,0.17578658536585368,2.2825517654418945,0.17268902439024392,2.2825517654418945,0.17578658536585368,2.2825517654418945,-0.09966865249116212,2.348785877227783,0.0942616059273464
0.083,0.2,0.17888414634146343,0.17501219512195124,2.348785877227783,0.17888414634146343,2.348785877227783,0.17501219512195124,2.348785877227783,0.0,2.414888858795166,0.07637184618470025
0.084,0.2,0.18391768292682928,0.17539939024390244,2.414888858795166,0.18391768292682928,2.414888858795166,0.17539939024390244,2.414888858795166,0.07304056530311939,2.481543779373169,0.09366650938850028
0.08499999999999999,0.2,0.1901128048780488,0.1761737804878049,2.481543779373169,0.1901128048780488,2.481543779373169,0.1761737804878049,2.481543779373169,0.16910122600137717,2.5478057861328125,0.10354523469887503
0.086,0.2,0.19669512195121952,0.17810975609756097,2.5478057861328125,0.19669512195121952,2.5478057861328125,0.17810975609756097,2.5478057861328125,0.24497866312686353,2.6138439178466797,0.10389626210617044
0.087,0.2,0.20327743902439024,0.18004573170731708,2.6138439178466797,0.20327743902439024,2.6138439178466797,0.18004573170731708,2.6138439178466797,0.2621198412654722,2.714860677719116,0.06344709238689313
0.08800000000000001,0.2,0.20908536585365856,0.1827560975609756,2.714860677719116,0.20908536585365856,2.714860677719116,0.1827560975609756,2.714860677719116,0.29145679447786654,2.778202772140503,0.12040743939654427
0.08900000000000001,0.2,0.21605487804878049,0.18585365853658536,2.778202772140503,0.21605487804878049,2.778202772140503,0.18585365853658536,2.778202772140503,0.29145679447786654,2.843195915222168,0.07744719437619958
0.09000000000000001,0.2,0.22070121951219512,0.18778963414634148,2.843195915222168,0.22070121951219512,2.843195915222168,0.18778963414634148,2.843195915222168,0.26836621090590707,2.908841848373413,0.10300824091987648
0.091,0.2,0.22689634146341464,0.1905,2.908841848373413,0.22689634146341464,2.908841848373413,0.1905,2.908841848373413,0.2914567944778673,2.9744646549224854,0.08987089554826337
0.092,0.2,0.2323170731707317,0.19282317073170732,2.9744646549224854,0.2323170731707317,2.9744646549224854,0.19282317073170732,2.9744646549224854,0.2914567944778673,3.0403037071228027,0.07890100944391253
0.093,0.2,0.23696341463414633,0.19514634146341464,3.0403037071228027,0.23696341463414633,3.0403037071228027,0.19514634146341464,3.0403037071228027,0.2914567944778673,3.1065049171447754,0.08374152784867558
0.094,0.2,0.2419969512195122,0.19746951219512196,3.1065049171447754,0.2419969512195122,3.1065049171447754,0.19746951219512196,3.1065049171447754,0.2984989315861795,3.1729698181152344,0.08114063090179327
0.095,0.2,0.24703048780487807,0.19940548780487805,3.1729698181152344,0.24703048780487807,3.1729698181152344,0.19940548780487805,3.1729698181152344,0.26836621090590684,3.238640785217285,0.06591913073960257
0.096,0.2,0.25090243902439024,0.20134146341463416,3.238640785217285,0.25090243902439024,3.238640785217285,0.20134146341463416,3.238640785217285,0.24497866312686437,3.3051388263702393,0.06271190874419451
0.097,0.2,0.25477439024390247,0.20289024390243904,3.3051388263702393,0.25477439024390247,3.3051388263702393,0.20289024390243904,3.3051388263702393,0.2449786631268646,3.3712236881256104,0.06857853052806247
0.098,0.2,0.2590335365853659,0.20443902439024392,3.3712236881256104,0.2590335365853659,3.3712236881256104,0.20443902439024392,3.3712236881256104,0.23923159996366097,3.437518835067749,0.06290383656727465
0.099,0.2,0.2629054878048781,0.2059878048780488,3.437518835067749,0.2629054878048781,3.437518835067749,0.2059878048780488,3.437518835067749,0.19270075866238573,3.503776788711548,0.08900939538007493
0.1,0.2,0.26832621951219515,0.20831097560975612,3.503776788711548,0.26832621951219515,3.503776788711548,0.20831097560975612,3.503776788711548,0.14531001063570226,3.569478750228882,0.06719287408954627
0.101,0.2,0.27258536585365856,0.2094725609756098,3.569478750228882,0.27258536585365856,3.569478750228882,0.2094725609756098,3.569478750228882,0.11848995915813797,3.6366169452667236,0.08953003147198854
0.10200000000000001,0.2,0.2783932926829269,0.21102134146341467,3.6366169452667236,0.2783932926829269,3.6366169452667236,0.21102134146341467,3.6366169452667236,0.07304056530311939,3.700922727584839,0.08620982861613194
0.10300000000000001,0.2,0.28381402439024395,0.21218292682926831,3.700922727584839,0.28381402439024395,3.700922727584839,0.21218292682926831,3.700922727584839,0.04874185130993163,3.7688357830047607,0.09759114591863358
0.10400000000000001,0.2,0.29039634146341464,0.21295731707317075,3.7688357830047607,0.29039634146341464,3.7688357830047607,0.21295731707317075,3.7688357830047607,0.0,3.8343119621276855,0.10208329537228003
0.10500000000000001,0.2,0.29697865853658534,0.21411890243902443,3.8343119621276855,0.29697865853658534,3.8343119621276855,0.21411890243902443,3.8343119621276855,-0.02438540917271856,3.899758815765381,0.08893963118190851
0.10600000000000001,0.2,0.3027865853658537,0.2145060975609756,3.899758815765381,0.3027865853658537,3.899758815765381,0.2145060975609756,3.899758815765381,-0.047583103276982626,3.965474843978882,0.09445503896521719
