Desired Position: x (m),Desired Position: y (m),Actual Position: x (m),Actual Position: y (m),Theta vs. Time: time(s),Theta vs. Time: theta,Robot Velocity: time (s),Robot Velocity: velocity (m/s)
0.05,0.2,0.05691768292682927,0.20095426829268292,0.15736031532287598,0.280107975298054,0.2375032901763916,0.004831304586071711
0.051000000000000004,0.2,0.05730487804878049,0.20095426829268292,0.2375032901763916,0.2765139466174743,0.3043642044067383,0.005791053359175677
0.052000000000000005,0.2,0.05730487804878049,0.20056707317073172,0.3043642044067383,0.26396372362570475,0.3676111698150635,0.012243911449394325
0.053000000000000005,0.2,0.05730487804878049,0.19979268292682928,0.3676111698150635,0.2129383495793973,0.4345731735229492,0.0
0.054000000000000006,0.2,0.05730487804878049,0.19979268292682928,0.4345731735229492,0.18216831047276358,0.5005192756652832,0.018566957628971145
0.055,0.2,0.05846646341463415,0.19940548780487805,0.5005192756652832,0.1716280683808801,0.5669622421264648,0.01748244287877031
0.056,0.2,0.05962804878048781,0.19940548780487805,0.5669622421264648,0.1437386731483263,0.6332821846008301,0.02105025748995875
0.057,0.2,0.06078963414634147,0.19863109756097563,0.6332821846008301,0.09065988720074518,0.6987602710723877,0.024381384239477614
0.058,0.2,0.06233841463414634,0.1982439024390244,0.6987602710723877,0.05328285155969241,0.7653980255126953,0.01837424586942408
0.059000000000000004,0.2,0.0635,0.19785670731707317,0.7653980255126953,0.03945320109703952,0.8321821689605713,0.05250050044608144
0.060000000000000005,0.2,0.06698475609756098,0.19746951219512196,0.8321821689605713,0.02596818721155641,0.8966162204742432,0.07235998003995346
0.061000000000000006,0.2,0.07163109756097562,0.19785670731707317,0.8966162204742432,0.012986282920172494,0.9643001556396484,0.06888557336432315
0.062000000000000006,0.2,0.07627743902439024,0.19746951219512196,0.9643001556396484,0.025968187211556405,1.0292043685913086,0.07158767130995294
0.063,0.2,0.08092378048780488,0.19746951219512196,1.0292043685913086,0.02596818721155641,1.0960712432861328,0.08106752008459976
0.064,0.2,0.08634451219512196,0.19746951219512196,1.0960712432861328,0.025968187211556408,1.159177303314209,0.07388270919382839
0.065,0.2,0.0909908536585366,0.19708231707317075,1.159177303314209,0.012986282920172494,1.2274103164672852,0.06809521152159688
0.066,0.2,0.09563719512195122,0.19708231707317075,1.2274103164672852,0.03894134309703928,1.2938942909240723,0.06432692902294555
