desired path: x position,desired path: y position,robot position: x position,robot position: y position,Desired Position: x (m),Desired Position: y (m),Actual Position: x (m),Actual Position: y (m),Desired X-Pos vs. Time: time(s),Desired X-Pos vs. Time: x (m),Actual X-Pos vs. Time: time(s),Actual X-Pos vs. Time: x (m),Desired Y-Pos vs. Time: time(s),Desired Y-Pos vs. Time: y (m),Actual Y-Pos vs. Time: time(s),Actual Y-Pos vs. Time: y (m),Theta vs. Time: time(s),Theta vs. Time: theta (rads),Robot Velocity: time (s),Robot Velocity: velocity (m/s),Position: x (m)1,Position: y (m)1,Position: x (m)2,Position: y (m)2,X-Pos vs. Time: time(s)1,X-Pos vs. Time: x (m)1,X-Pos vs. Time: time(s)2,X-Pos vs. Time: x (m)2,Y-Pos vs. Time: time(s)1,Y-Pos vs. Time: y (m)1,Y-Pos vs. Time: time(s)2,Y-Pos vs. Time: y (m)2
0.1,0.125,0.0693079268292683,0.12971036585365853,0.1,0.125,0.0693079268292683,0.12971036585365853,0.0,0.1,0.15441393852233887,0.0693079268292683,0.0,0.125,0.15441393852233887,0.12971036585365853,0.15441393852233887,-0.07233733053859505,0.270338773727417,0.0033400532445549565,0.1,0.125,0.0693079268292683,0.12971036585365853,0.0,0.1,0.15441393852233887,0.0693079268292683,0.0,0.125,0.15441393852233887,0.12971036585365853
0.15,0.125,0.06969512195121952,0.12971036585365853,0.15,0.125,0.06969512195121952,0.12971036585365853,1.0,0.15,0.270338773727417,0.06969512195121952,1.0,0.125,0.270338773727417,0.12971036585365853,0.270338773727417,-0.07130746478529039,0.3668839931488037,0.004010505380502167,0.15,0.125,0.06969512195121952,0.12971036585365853,1.0,0.15,0.270338773727417,0.06969512195121952,1.0,0.125,0.270338773727417,0.12971036585365853
0.2,0.125,0.06969512195121952,0.13009756097560976,0.2,0.125,0.06969512195121952,0.13009756097560976,2.0,0.2,0.3668839931488037,0.06969512195121952,2.0,0.125,0.3668839931488037,0.13009756097560976,0.3668839931488037,-0.05708078240626466,0.4658198356628418,0.05534663463045999,0.2,0.125,0.06969512195121952,0.13009756097560976,2.0,0.2,0.3668839931488037,0.06969512195121952,2.0,0.125,0.3668839931488037,0.13009756097560976
0.3,0.125,0.0751158536585366,0.1308719512195122,0.3,0.125,0.0751158536585366,0.1308719512195122,3.0,0.3,0.4658198356628418,0.0751158536585366,3.0,0.125,0.4658198356628418,0.1308719512195122,0.4658198356628418,-0.05708078240626465,0.5654549598693848,0.049156098073779776,0.3,0.125,0.0751158536585366,0.1308719512195122,3.0,0.3,0.4658198356628418,0.0751158536585366,3.0,0.125,0.4658198356628418,0.1308719512195122
0.4,0.125,0.07976219512195123,0.13242073170731708,0.4,0.125,0.07976219512195123,0.13242073170731708,4.0,0.4,0.5654549598693848,0.07976219512195123,4.0,0.125,0.5654549598693848,0.13242073170731708,0.5654549598693848,-0.05708078240626465,0.6641490459442139,0.07846369267914408,0.4,0.125,0.07976219512195123,0.13242073170731708,4.0,0.4,0.5654549598693848,0.07976219512195123,4.0,0.125,0.5654549598693848,0.13242073170731708
,,0.08750609756097562,0.13242073170731708,,,0.08750609756097562,0.13242073170731708,,,0.6641490459442139,0.08750609756097562,,,0.6641490459442139,0.13242073170731708,0.6641490459442139,-0.05708078240626466,0.7622301578521729,0.06711095485283342,,,0.08750609756097562,0.13242073170731708,,,0.6641490459442139,0.08750609756097562,,,0.6641490459442139,0.13242073170731708
,,0.09408841463414636,0.13242073170731708,,,0.09408841463414636,0.13242073170731708,,,0.7622301578521729,0.09408841463414636,,,0.7622301578521729,0.13242073170731708,0.7622301578521729,-0.056278536288762004,0.86260986328125,0.0656875341736089,,,0.09408841463414636,0.13242073170731708,,,0.7622301578521729,0.09408841463414636,,,0.7622301578521729,0.13242073170731708
,,0.10067073170731708,0.13280792682926829,,,0.10067073170731708,0.13280792682926829,,,0.86260986328125,0.10067073170731708,,,0.86260986328125,0.13280792682926829,0.86260986328125,-0.09966865249116214,0.9609739780426025,0.07096347429099047,,,0.10067073170731708,0.13280792682926829,,,0.86260986328125,0.10067073170731708,,,0.86260986328125,0.13280792682926829
,,0.10764024390243904,0.13242073170731708,,,0.10764024390243904,0.13242073170731708,,,0.9609739780426025,0.10764024390243904,,,0.9609739780426025,0.13242073170731708,0.9609739780426025,-0.11379200714370816,1.0606050491333008,0.06218062180200637,,,0.10764024390243904,0.13242073170731708,,,0.9609739780426025,0.10764024390243904,,,0.9609739780426025,0.13242073170731708
,,0.11383536585365855,0.13242073170731708,,,0.11383536585365855,0.13242073170731708,,,1.0606050491333008,0.11383536585365855,,,1.0606050491333008,0.13242073170731708,1.0606050491333008,-0.14189705460416402,1.1595327854156494,0.06665163460215345,,,0.11383536585365855,0.13242073170731708,,,1.0606050491333008,0.11383536585365855,,,1.0606050491333008,0.13242073170731708
,,0.12041768292682928,0.13203353658536587,,,0.12041768292682928,0.13203353658536587,,,1.1595327854156494,0.12041768292682928,,,1.1595327854156494,0.13203353658536587,1.1595327854156494,-0.15808997112168582,1.2588729858398438,0.062362688264827236,,,0.12041768292682928,0.13203353658536587,,,1.1595327854156494,0.12041768292682928,,,1.1595327854156494,0.13203353658536587
,,0.12661280487804877,0.13203353658536587,,,0.12661280487804877,0.13203353658536587,,,1.2588729858398438,0.12661280487804877,,,1.2588729858398438,0.13203353658536587,1.2588729858398438,-0.15370752905847918,1.3571107387542725,0.06306253723673688,,,0.12661280487804877,0.13203353658536587,,,1.2588729858398438,0.12661280487804877,,,1.2588729858398438,0.13203353658536587
,,0.13280792682926829,0.13203353658536587,,,0.13280792682926829,0.13203353658536587,,,1.3571107387542725,0.13280792682926829,,,1.3571107387542725,0.13203353658536587,1.3571107387542725,-0.15370752905847918,1.4556539058685303,0.05893789492816074,,,0.13280792682926829,0.13203353658536587,,,1.3571107387542725,0.13280792682926829,,,1.3571107387542725,0.13203353658536587
,,0.1386158536585366,0.13203353658536587,,,0.1386158536585366,0.13203353658536587,,,1.4556539058685303,0.1386158536585366,,,1.4556539058685303,0.13203353658536587,1.4556539058685303,-0.1558682013983226,1.554999828338623,0.06248077275052908,,,0.1386158536585366,0.13203353658536587,,,1.4556539058685303,0.1386158536585366,,,1.4556539058685303,0.13203353658536587
,,0.14481097560975612,0.13164634146341464,,,0.14481097560975612,0.13164634146341464,,,1.554999828338623,0.14481097560975612,,,1.554999828338623,0.13164634146341464,1.554999828338623,-0.16977827396833858,1.653959035873413,0.04695208843281383,,,0.14481097560975612,0.13164634146341464,,,1.554999828338623,0.14481097560975612,,,1.554999828338623,0.13164634146341464
,,0.14945731707317075,0.13164634146341464,,,0.14945731707317075,0.13164634146341464,,,1.653959035873413,0.14945731707317075,,,1.653959035873413,0.13164634146341464,1.653959035873413,-0.16977827396833858,1.7527580261230469,0.051097756443244116,,,0.14945731707317075,0.13164634146341464,,,1.653959035873413,0.14945731707317075,,,1.653959035873413,0.13164634146341464
