desired path: x position,desired path: y position,robot position: x position,robot position: y position,Desired Position: x (m),Desired Position: y (m),Actual Position: x (m),Actual Position: y (m),Desired X-Pos vs. Time: time(s),Desired X-Pos vs. Time: x (m),Actual X-Pos vs. Time: time(s),Actual X-Pos vs. Time: x (m),Desired Y-Pos vs. Time: time(s),Desired Y-Pos vs. Time: y (m),Actual Y-Pos vs. Time: time(s),Actual Y-Pos vs. Time: y (m),Theta vs. Time: time(s),Theta vs. Time: theta (rads),Robot Velocity: time (s),Robot Velocity: velocity (m/s),Position: x (m)1,Position: y (m)1,Position: x (m)2,Position: y (m)2,X-Pos vs. Time: time(s)1,X-Pos vs. Time: x (m)1,X-Pos vs. Time: time(s)2,X-Pos vs. Time: x (m)2,Y-Pos vs. Time: time(s)1,Y-Pos vs. Time: y (m)1,Y-Pos vs. Time: time(s)2,Y-Pos vs. Time: y (m)2,Theta vs. Time: time (s)1,Theta vs. Time: theta (rad)1,Theta vs. Time: time (s)2,Theta vs. Time: theta (rad)2
0.05,0.08,0.09563719512195124,0.06001524390243903,0.05,0.08,0.09563719512195124,0.06001524390243903,0.0,0.05,0.15443992614746094,0.09563719512195124,0.0,0.08,0.15443992614746094,0.06001524390243903,0.15443992614746094,0.014491739065500034,0.2704629898071289,0.004719549505728651,0.05,0.08,0.09563719512195124,0.06001524390243903,0.0,0.05,0.15443992614746094,0.09563719512195124,0.0,0.08,0.15443992614746094,0.06001524390243903,0.0,0.0,0.15443992614746094,0.014491739065500034
0.45,0.08,0.09602439024390244,0.05962804878048781,0.45,0.08,0.09602439024390244,0.05962804878048781,3.0,0.45,0.2704629898071289,0.09602439024390244,3.0,0.08,0.2704629898071289,0.05962804878048781,0.2704629898071289,0.028563657838760016,0.367372989654541,0.017868013922246823,0.45,0.08,0.09602439024390244,0.05962804878048781,3.0,0.45,0.2704629898071289,0.09602439024390244,3.0,0.08,0.2704629898071289,0.05962804878048781,3.0,0.0,0.2704629898071289,0.028563657838760016
0.45,0.08,0.09757317073170732,0.06040243902439025,0.45,0.08,0.09757317073170732,0.06040243902439025,4.0,0.45,0.367372989654541,0.09757317073170732,4.0,0.08,0.367372989654541,0.06040243902439025,0.367372989654541,0.0,0.4997098445892334,0.10888647907124407,0.45,0.08,0.09757317073170732,0.06040243902439025,4.0,0.45,0.367372989654541,0.09757317073170732,4.0,0.08,0.367372989654541,0.06040243902439025,4.0,0.0,0.367372989654541,0.0
0.45,0.25,0.11189939024390244,0.06195121951219512,0.45,0.25,0.11189939024390244,0.06195121951219512,6.0,0.45,0.4997098445892334,0.11189939024390244,6.0,0.25,0.4997098445892334,0.06195121951219512,0.4997098445892334,0.02816156698789232,0.5992059707641602,0.18824854748011027,0.45,0.25,0.11189939024390244,0.06195121951219512,6.0,0.45,0.4997098445892334,0.11189939024390244,6.0,0.25,0.4997098445892334,0.06195121951219512,6.0,0.0,0.4997098445892334,0.02816156698789232
0.45,0.25,0.130484756097561,0.06427439024390244,0.45,0.25,0.130484756097561,0.06427439024390244,7.0,0.45,0.5992059707641602,0.130484756097561,7.0,0.25,0.5992059707641602,0.06427439024390244,0.5992059707641602,0.05627853628876202,0.6975219249725342,0.2117165459078642,0.45,0.25,0.130484756097561,0.06427439024390244,7.0,0.45,0.5992059707641602,0.130484756097561,7.0,0.25,0.5992059707641602,0.06427439024390244,7.0,0.0,0.5992059707641602,0.05627853628876202
0.05,0.25,0.1510060975609756,0.06775914634146342,0.05,0.25,0.1510060975609756,0.06775914634146342,9.0,0.05,0.6975219249725342,0.1510060975609756,9.0,0.25,0.6975219249725342,0.06775914634146342,0.6975219249725342,0.07130746478529036,0.7971498966217041,0.21343432126523296,0.05,0.25,0.1510060975609756,0.06775914634146342,9.0,0.05,0.6975219249725342,0.1510060975609756,9.0,0.25,0.6975219249725342,0.06775914634146342,9.0,0.0,0.6975219249725342,0.07130746478529036
,,0.17191463414634148,0.07163109756097562,,,0.17191463414634148,0.07163109756097562,,,0.7971498966217041,0.17191463414634148,,,0.7971498966217041,0.07163109756097562,0.7971498966217041,0.09966865249116214,0.8952949047088623,0.21278133175717523,,,0.17191463414634148,0.07163109756097562,,,0.7971498966217041,0.17191463414634148,,,0.7971498966217041,0.07163109756097562,,,0.7971498966217041,0.09966865249116214
,,0.19243597560975612,0.0755030487804878,,,0.19243597560975612,0.0755030487804878,,,0.8952949047088623,0.19243597560975612,,,0.8952949047088623,0.0755030487804878,0.8952949047088623,0.09827395325600902,0.9956390857696533,0.18541704302579398,,,0.19243597560975612,0.0755030487804878,,,0.8952949047088623,0.19243597560975612,,,0.8952949047088623,0.0755030487804878,,,0.8952949047088623,0.09827395325600902
,,0.21063414634146344,0.079375,,,0.21063414634146344,0.079375,,,0.9956390857696533,0.21063414634146344,,,0.9956390857696533,0.079375,0.9956390857696533,0.09691762779436308,1.0948660373687744,0.16999976925814916,,,0.21063414634146344,0.079375,,,0.9956390857696533,0.21063414634146344,,,0.9956390857696533,0.079375,,,0.9956390857696533,0.09691762779436308
,,0.22728353658536588,0.08208536585365854,,,0.22728353658536588,0.08208536585365854,,,1.0948660373687744,0.22728353658536588,,,1.0948660373687744,0.08208536585365854,1.0948660373687744,0.08200744552618569,1.1944770812988281,0.15856197501823624,,,0.22728353658536588,0.08208536585365854,,,1.0948660373687744,0.22728353658536588,,,1.0948660373687744,0.08208536585365854,,,1.0948660373687744,0.08200744552618569
,,0.2427713414634146,0.0851829268292683,,,0.2427713414634146,0.0851829268292683,,,1.1944770812988281,0.2427713414634146,,,1.1944770812988281,0.0851829268292683,1.1944770812988281,0.08430673252620671,1.292531967163086,0.13518373598315064,,,0.2427713414634146,0.0851829268292683,,,1.1944770812988281,0.2427713414634146,,,1.1944770812988281,0.0851829268292683,,,1.1944770812988281,0.08430673252620671
,,0.2559359756097561,0.08673170731707318,,,0.2559359756097561,0.08673170731707318,,,1.292531967163086,0.2559359756097561,,,1.292531967163086,0.08673170731707318,1.292531967163086,0.08200744552618569,1.3917739391326904,0.14907709452725318,,,0.2559359756097561,0.08673170731707318,,,1.292531967163086,0.2559359756097561,,,1.292531967163086,0.08673170731707318,,,1.292531967163086,0.08200744552618569
,,0.27064939024390244,0.08828048780487806,,,0.27064939024390244,0.08828048780487806,,,1.3917739391326904,0.27064939024390244,,,1.3917739391326904,0.08828048780487806,1.3917739391326904,0.05473978004988079,1.490319013595581,0.13451129723914745,,,0.27064939024390244,0.08828048780487806,,,1.3917739391326904,0.27064939024390244,,,1.3917739391326904,0.08828048780487806,,,1.3917739391326904,0.05473978004988079
