desired path: x position,desired path: y position,robot position: x position,robot position: y position,Desired Position: x (m),Desired Position: y (m),Actual Position: x (m),Actual Position: y (m),Desired X-Pos vs. Time: time(s),Desired X-Pos vs. Time: x (m),Actual X-Pos vs. Time: time(s),Actual X-Pos vs. Time: x (m),Desired Y-Pos vs. Time: time(s),Desired Y-Pos vs. Time: y (m),Actual Y-Pos vs. Time: time(s),Actual Y-Pos vs. Time: y (m),Theta vs. Time: time(s),Theta vs. Time: theta (rads),Robot Velocity: time (s),Robot Velocity: velocity (m/s),Position: x (m)1,Position: y (m)1,Position: x (m)2,Position: y (m)2,X-Pos vs. Time: time(s)1,X-Pos vs. Time: x (m)1,X-Pos vs. Time: time(s)2,X-Pos vs. Time: x (m)2,Y-Pos vs. Time: time(s)1,Y-Pos vs. Time: y (m)1,Y-Pos vs. Time: time(s)2,Y-Pos vs. Time: y (m)2,Theta vs. Time: time (s)1,Theta vs. Time: theta (rad)1,Theta vs. Time: time (s)2,Theta vs. Time: theta (rad)2
0.05,0.08,0.11306097560975611,0.05924085365853659,0.05,0.08,0.11306097560975611,0.05924085365853659,0.0,0.05,0.1519770622253418,0.11306097560975611,0.0,0.08,0.1519770622253418,0.05924085365853659,0.1519770622253418,-0.06933313368820863,0.27411580085754395,0.00951037630535508,0.05,0.08,0.11306097560975611,0.05924085365853659,0.0,0.05,0.1519770622253418,0.11306097560975611,0.0,0.08,0.1519770622253418,0.05924085365853659,0.0,0.0,0.1519770622253418,-0.06933313368820863
0.45,0.08,0.11306097560975611,0.06040243902439024,0.45,0.08,0.11306097560975611,0.06040243902439024,3.0,0.45,0.27411580085754395,0.11306097560975611,3.0,0.08,0.27411580085754395,0.06040243902439024,0.27411580085754395,-0.05708078240626452,0.37149596214294434,0.015904476511039406,0.45,0.08,0.11306097560975611,0.06040243902439024,3.0,0.45,0.27411580085754395,0.11306097560975611,3.0,0.08,0.27411580085754395,0.06040243902439024,3.0,1.5707963267948966,0.27411580085754395,-0.05708078240626452
0.45,0.25,0.114609756097561,0.06040243902439024,0.45,0.25,0.114609756097561,0.06040243902439024,5.0,0.45,0.37149596214294434,0.114609756097561,5.0,0.25,0.37149596214294434,0.06040243902439024,0.37149596214294434,-0.055498505245716756,0.4706399440765381,0.1138604727177757,0.45,0.25,0.114609756097561,0.06040243902439024,5.0,0.45,0.37149596214294434,0.114609756097561,5.0,0.25,0.37149596214294434,0.06040243902439024,5.0,3.141592653589793,0.37149596214294434,-0.055498505245716756
0.05,0.25,0.12583841463414636,0.0615640243902439,0.05,0.25,0.12583841463414636,0.0615640243902439,8.0,0.05,0.4706399440765381,0.12583841463414636,8.0,0.25,0.4706399440765381,0.0615640243902439,0.4706399440765381,-0.014083575822860078,0.5706939697265625,0.10562663550664388,0.05,0.25,0.12583841463414636,0.0615640243902439,8.0,0.05,0.4706399440765381,0.12583841463414636,8.0,0.25,0.4706399440765381,0.0615640243902439,8.0,3.141592653589793,0.4706399440765381,-0.014083575822860078
,,0.13629268292682928,0.06311280487804878,,,0.13629268292682928,0.06311280487804878,,,0.5706939697265625,0.13629268292682928,,,0.5706939697265625,0.06311280487804878,0.5706939697265625,-0.013887995930967085,0.6685159206390381,0.18480844128878662,,,0.13629268292682928,0.06311280487804878,,,0.5706939697265625,0.13629268292682928,,,0.5706939697265625,0.06311280487804878,,,0.5706939697265625,-0.013887995930967085
,,0.15410365853658536,0.06621036585365854,,,0.15410365853658536,0.06621036585365854,,,0.6685159206390381,0.15410365853658536,,,0.6685159206390381,0.06621036585365854,0.6685159206390381,0.04164257909858846,0.7677037715911865,0.18549549441064211,,,0.15410365853658536,0.06621036585365854,,,0.6685159206390381,0.15410365853658536,,,0.6685159206390381,0.06621036585365854,,,0.6685159206390381,0.04164257909858846
,,0.17230182926829268,0.06892073170731708,,,0.17230182926829268,0.06892073170731708,,,0.7677037715911865,0.17230182926829268,,,0.7677037715911865,0.06892073170731708,0.7677037715911865,0.08430673252620671,0.8664999008178711,0.19215742899973481,,,0.17230182926829268,0.06892073170731708,,,0.7677037715911865,0.17230182926829268,,,0.7677037715911865,0.06892073170731708,,,0.7677037715911865,0.08430673252620671
,,0.19088719512195124,0.07279268292682928,,,0.19088719512195124,0.07279268292682928,,,0.8664999008178711,0.19088719512195124,,,0.8664999008178711,0.07279268292682928,0.8664999008178711,0.08430673252620646,0.9658980369567871,0.1857168694301399,,,0.19088719512195124,0.07279268292682928,,,0.8664999008178711,0.19088719512195124,,,0.8664999008178711,0.07279268292682928,,,0.8664999008178711,0.08430673252620646
,,0.20908536585365856,0.07589024390243904,,,0.20908536585365856,0.07589024390243904,,,0.9658980369567871,0.20908536585365856,,,0.9658980369567871,0.07589024390243904,0.9658980369567871,0.11065722117389551,1.064903974533081,0.17180954626377717,,,0.20908536585365856,0.07589024390243904,,,0.9658980369567871,0.20908536585365856,,,0.9658980369567871,0.07589024390243904,,,0.9658980369567871,0.11065722117389551
,,0.225734756097561,0.079375,,,0.225734756097561,0.079375,,,1.064903974533081,0.225734756097561,,,1.064903974533081,0.079375,1.064903974533081,0.09827395325600922,1.1639659404754639,0.158720587560411,,,0.225734756097561,0.079375,,,1.064903974533081,0.225734756097561,,,1.064903974533081,0.079375,,,1.064903974533081,0.09827395325600922
