desired path: x position,desired path: y position,robot position: x position,robot position: y position,Desired Position: x (m),Desired Position: y (m),Actual Position: x (m),Actual Position: y (m),Desired X-Pos vs. Time: time(s),Desired X-Pos vs. Time: x (m),Actual X-Pos vs. Time: time(s),Actual X-Pos vs. Time: x (m),Desired Y-Pos vs. Time: time(s),Desired Y-Pos vs. Time: y (m),Actual Y-Pos vs. Time: time(s),Actual Y-Pos vs. Time: y (m),Theta vs. Time: time(s),Theta vs. Time: theta (rads),Robot Velocity: time (s),Robot Velocity: velocity (m/s),Position: x (m)1,Position: y (m)1,Position: x (m)2,Position: y (m)2,X-Pos vs. Time: time(s)1,X-Pos vs. Time: x (m)1,X-Pos vs. Time: time(s)2,X-Pos vs. Time: x (m)2,Y-Pos vs. Time: time(s)1,Y-Pos vs. Time: y (m)1,Y-Pos vs. Time: time(s)2,Y-Pos vs. Time: y (m)2,Theta vs. Time: time (s)1,Theta vs. Time: theta (rad)1,Theta vs. Time: time (s)2,Theta vs. Time: theta (rad)2
0.1,0.1,0.1010579268292683,0.12390243902439024,0.1,0.1,0.1010579268292683,0.12390243902439024,0.0,0.1,0.15361714363098145,0.1010579268292683,0.0,0.1,0.15361714363098145,0.12390243902439024,0.15361714363098145,-0.13992467057411764,0.2684922218322754,0.0033705754808953724,0.1,0.1,0.1010579268292683,0.12390243902439024,0.0,0.1,0.15361714363098145,0.1010579268292683,0.0,0.1,0.15361714363098145,0.12390243902439024,0.0,3.141592653589793,0.15361714363098145,-0.13992467057411764
0.2,0.15,0.10144512195121952,0.12390243902439024,0.2,0.15,0.10144512195121952,0.12390243902439024,3.0,0.2,0.2684922218322754,0.10144512195121952,3.0,0.15,0.2684922218322754,0.12390243902439024,0.2684922218322754,-0.13800602365751935,0.36696505546569824,0.011121373734131391,0.2,0.15,0.10144512195121952,0.12390243902439024,3.0,0.2,0.2684922218322754,0.10144512195121952,3.0,0.15,0.2684922218322754,0.12390243902439024,3.0,3.141592653589793,0.2684922218322754,-0.13800602365751935
0.3,0.1,0.10221951219512196,0.1231280487804878,0.3,0.1,0.10221951219512196,0.1231280487804878,6.0,0.3,0.36696505546569824,0.10221951219512196,6.0,0.1,0.36696505546569824,0.1231280487804878,0.36696505546569824,-0.14189705460416377,0.46469712257385254,0.05955894719909445,0.3,0.1,0.10221951219512196,0.1231280487804878,6.0,0.3,0.36696505546569824,0.10221951219512196,6.0,0.1,0.36696505546569824,0.1231280487804878,6.0,3.141592653589793,0.36696505546569824,-0.14189705460416377
0.4,0.15,0.10802743902439024,0.12351524390243904,0.4,0.15,0.10802743902439024,0.12351524390243904,9.0,0.4,0.46469712257385254,0.10802743902439024,9.0,0.15,0.46469712257385254,0.12351524390243904,0.46469712257385254,-0.15370752905847887,0.5648319721221924,0.042709505485205856,0.4,0.15,0.10802743902439024,0.12351524390243904,9.0,0.4,0.46469712257385254,0.10802743902439024,9.0,0.15,0.46469712257385254,0.12351524390243904,9.0,3.141592653589793,0.46469712257385254,-0.15370752905847887
0.5,0.1,0.11228658536585368,0.12390243902439024,0.5,0.1,0.11228658536585368,0.12390243902439024,12.0,0.5,0.5648319721221924,0.11228658536585368,12.0,0.1,0.5648319721221924,0.12390243902439024,0.5648319721221924,-0.14189705460416377,0.6633620262145996,0.07073488652087341,0.5,0.1,0.11228658536585368,0.12390243902439024,12.0,0.5,0.5648319721221924,0.11228658536585368,12.0,0.1,0.5648319721221924,0.12390243902439024,12.0,3.141592653589793,0.5648319721221924,-0.14189705460416377
,,0.11925609756097562,0.12390243902439024,,,0.11925609756097562,0.12390243902439024,,,0.6633620262145996,0.11925609756097562,,,0.6633620262145996,0.12390243902439024,0.6633620262145996,-0.08550529367820443,0.7640860080718994,0.0663598083594773,,,0.11925609756097562,0.12390243902439024,,,0.6633620262145996,0.11925609756097562,,,0.6633620262145996,0.12390243902439024,,,0.6633620262145996,-0.08550529367820443
,,0.12583841463414636,0.1250640243902439,,,0.12583841463414636,0.1250640243902439,,,0.7640860080718994,0.12583841463414636,,,0.7640860080718994,0.1250640243902439,0.7640860080718994,-0.04222840211300194,0.8617212772369385,0.06845911513753751,,,0.12583841463414636,0.1250640243902439,,,0.7640860080718994,0.12583841463414636,,,0.7640860080718994,0.1250640243902439,,,0.7640860080718994,-0.04222840211300194
,,0.13242073170731708,0.12622560975609756,,,0.13242073170731708,0.12622560975609756,,,0.8617212772369385,0.13242073170731708,,,0.8617212772369385,0.12622560975609756,0.8617212772369385,-0.028563657838760022,0.9603981971740723,0.049633429379538005,,,0.13242073170731708,0.12622560975609756,,,0.8617212772369385,0.13242073170731708,,,0.8617212772369385,0.12622560975609756,,,0.8617212772369385,-0.028563657838760022
,,0.13706707317073172,0.12777439024390244,,,0.13706707317073172,0.12777439024390244,,,0.9603981971740723,0.13706707317073172,,,0.9603981971740723,0.12777439024390244,0.9603981971740723,0.027770636593421057,1.0595581531524658,0.053110380903086056,,,0.13706707317073172,0.12777439024390244,,,0.9603981971740723,0.13706707317073172,,,0.9603981971740723,0.12777439024390244,,,0.9603981971740723,0.027770636593421057
,,0.14210060975609756,0.12932317073170732,,,0.14210060975609756,0.12932317073170732,,,1.0595581531524658,0.14210060975609756,,,1.0595581531524658,0.12932317073170732,1.0595581531524658,0.056278536288762004,1.1579830646514893,0.04398249386527727,,,0.14210060975609756,0.12932317073170732,,,1.0595581531524658,0.14210060975609756,,,1.0595581531524658,0.12932317073170732,,,1.0595581531524658,0.056278536288762004
,,0.146359756097561,0.13009756097560976,,,0.146359756097561,0.13009756097560976,,,1.1579830646514893,0.146359756097561,,,1.1579830646514893,0.13009756097560976,1.1579830646514893,0.08550529367820471,1.2570061683654785,0.03851050466627537,,,0.146359756097561,0.13009756097560976,,,1.1579830646514893,0.146359756097561,,,1.1579830646514893,0.13009756097560976,,,1.1579830646514893,0.08550529367820471
,,0.14984451219512196,0.13164634146341464,,,0.14984451219512196,0.13164634146341464,,,1.2570061683654785,0.14984451219512196,,,1.2570061683654785,0.13164634146341464,1.2570061683654785,0.11220281499725449,1.3549842834472656,0.037490570723383534,,,0.14984451219512196,0.13164634146341464,,,1.2570061683654785,0.14984451219512196,,,1.2570061683654785,0.13164634146341464,,,1.2570061683654785,0.11220281499725449
,,0.15332926829268295,0.13280792682926829,,,0.15332926829268295,0.13280792682926829,,,1.3549842834472656,0.15332926829268295,,,1.3549842834472656,0.13280792682926829,1.3549842834472656,0.12786991855999993,1.4553899765014648,0.03317320243025129,,,0.15332926829268295,0.13280792682926829,,,1.3549842834472656,0.15332926829268295,,,1.3549842834472656,0.13280792682926829,,,1.3549842834472656,0.12786991855999993
,,0.15603963414634148,0.1347439024390244,,,0.15603963414634148,0.1347439024390244,,,1.4553899765014648,0.15603963414634148,,,1.4553899765014648,0.1347439024390244,1.4553899765014648,0.16743177847052332,1.5576519966125488,0.02539930109825974,,,0.15603963414634148,0.1347439024390244,,,1.4553899765014648,0.15603963414634148,,,1.4553899765014648,0.1347439024390244,,,1.4553899765014648,0.16743177847052332
,,0.15836280487804877,0.13590548780487804,,,0.15836280487804877,0.13590548780487804,,,1.5576519966125488,0.15836280487804877,,,1.5576519966125488,0.13590548780487804,1.5576519966125488,0.2140606835638217,1.6577353477478027,0.027356028077443213,,,0.15836280487804877,0.13590548780487804,,,1.5576519966125488,0.15836280487804877,,,1.5576519966125488,0.13590548780487804,,,1.5576519966125488,0.2140606835638217
,,0.16107317073170732,0.13629268292682928,,,0.16107317073170732,0.13629268292682928,,,1.6577353477478027,0.16107317073170732,,,1.6577353477478027,0.13629268292682928,1.6577353477478027,0.19739555984988094,1.7524211406707764,0.03657548134781182,,,0.16107317073170732,0.13629268292682928,,,1.6577353477478027,0.16107317073170732,,,1.6577353477478027,0.13629268292682928,,,1.6577353477478027,0.19739555984988094
,,0.16417073170731708,0.13784146341463416,,,0.16417073170731708,0.13784146341463416,,,1.7524211406707764,0.16417073170731708,,,1.7524211406707764,0.13784146341463416,1.7524211406707764,0.19739555984988094,1.8522472381591797,0.040494778956928934,,,0.16417073170731708,0.13784146341463416,,,1.7524211406707764,0.16417073170731708,,,1.7524211406707764,0.13784146341463416,,,1.7524211406707764,0.19739555984988094
