desired path: x position,desired path: y position,robot position: x position,robot position: y position,Desired Position: x (m),Desired Position: y (m),Actual Position: x (m),Actual Position: y (m),Desired X-Pos vs. Time: time(s),Desired X-Pos vs. Time: x (m),Actual X-Pos vs. Time: time(s),Actual X-Pos vs. Time: x (m),Desired Y-Pos vs. Time: time(s),Desired Y-Pos vs. Time: y (m),Actual Y-Pos vs. Time: time(s),Actual Y-Pos vs. Time: y (m),Theta vs. Time: time(s),Theta vs. Time: theta (rads),Robot Velocity: time (s),Robot Velocity: velocity (m/s),Position: x (m)1,Position: y (m)1,Position: x (m)2,Position: y (m)2,X-Pos vs. Time: time(s)1,X-Pos vs. Time: x (m)1,X-Pos vs. Time: time(s)2,X-Pos vs. Time: x (m)2,Y-Pos vs. Time: time(s)1,Y-Pos vs. Time: y (m)1,Y-Pos vs. Time: time(s)2,Y-Pos vs. Time: y (m)2,Theta vs. Time: time (s)1,Theta vs. Time: theta (rad)1,Theta vs. Time: time (s)2,Theta vs. Time: theta (rad)2
0.1,0.1,0.07976219512195123,0.1366798780487805,0.1,0.1,0.07976219512195123,0.1366798780487805,0.0,0.1,0.13851213455200195,0.07976219512195123,0.0,0.1,0.13851213455200195,0.1366798780487805,0.13851213455200195,-0.014284742587396641,0.24513697624206543,0.005135544250933683,0.1,0.1,0.07976219512195123,0.1366798780487805,0.0,0.1,0.13851213455200195,0.07976219512195123,0.0,0.1,0.13851213455200195,0.1366798780487805,0.0,3.141592653589793,0.13851213455200195,-0.014284742587396641
0.2,0.15,0.08014939024390244,0.13629268292682928,0.2,0.15,0.08014939024390244,0.13629268292682928,3.0,0.2,0.24513697624206543,0.08014939024390244,3.0,0.15,0.24513697624206543,0.13629268292682928,0.24513697624206543,0.0,0.34337306022644043,0.0,0.2,0.15,0.08014939024390244,0.13629268292682928,3.0,0.2,0.24513697624206543,0.08014939024390244,3.0,0.15,0.24513697624206543,0.13629268292682928,3.0,3.141592653589793,0.24513697624206543,0.0
0.3,0.1,0.08014939024390244,0.13629268292682928,0.3,0.1,0.08014939024390244,0.13629268292682928,6.0,0.3,0.34337306022644043,0.08014939024390244,6.0,0.1,0.34337306022644043,0.13629268292682928,0.34337306022644043,-0.02816156698789245,0.44167017936706543,0.07917348648127945,0.3,0.1,0.08014939024390244,0.13629268292682928,6.0,0.3,0.34337306022644043,0.08014939024390244,6.0,0.1,0.34337306022644043,0.13629268292682928,6.0,3.141592653589793,0.34337306022644043,-0.02816156698789245
0.4,0.15,0.08789329268292684,0.13706707317073172,0.4,0.15,0.08789329268292684,0.13706707317073172,9.0,0.4,0.44167017936706543,0.08789329268292684,9.0,0.15,0.44167017936706543,0.13706707317073172,0.44167017936706543,-0.028161566987892447,0.541309118270874,0.08946202372323188,0.4,0.15,0.08789329268292684,0.13706707317073172,9.0,0.4,0.44167017936706543,0.08789329268292684,9.0,0.15,0.44167017936706543,0.13706707317073172,9.0,3.141592653589793,0.44167017936706543,-0.028161566987892447
0.5,0.1,0.09679878048780488,0.13745426829268292,0.5,0.1,0.09679878048780488,0.13745426829268292,12.0,0.5,0.541309118270874,0.09679878048780488,12.0,0.1,0.541309118270874,0.13745426829268292,0.541309118270874,-0.09966865249116214,0.6437051296234131,0.09145864660607848,0.5,0.1,0.09679878048780488,0.13745426829268292,12.0,0.5,0.541309118270874,0.09679878048780488,12.0,0.1,0.541309118270874,0.13745426829268292,12.0,3.141592653589793,0.541309118270874,-0.09966865249116214
,,0.10609146341463416,0.13629268292682928,,,0.10609146341463416,0.13629268292682928,,,0.6437051296234131,0.10609146341463416,,,0.6437051296234131,0.13629268292682928,0.6437051296234131,-0.08550529367820471,0.772273063659668,0.07553053044148776,,,0.10609146341463416,0.13629268292682928,,,0.6437051296234131,0.10609146341463416,,,0.6437051296234131,0.13629268292682928,,,0.6437051296234131,-0.08550529367820471
,,0.11577134146341464,0.13706707317073172,,,0.11577134146341464,0.13706707317073172,,,0.772273063659668,0.11577134146341464,,,0.772273063659668,0.13706707317073172,0.772273063659668,-0.13992467057411787,0.8691051006317139,0.08435111251344699,,,0.11577134146341464,0.13706707317073172,,,0.772273063659668,0.11577134146341464,,,0.772273063659668,0.13706707317073172,,,0.772273063659668,-0.13992467057411787
,,0.12390243902439024,0.13629268292682928,,,0.12390243902439024,0.13629268292682928,,,0.8691051006317139,0.12390243902439024,,,0.8691051006317139,0.13629268292682928,0.8691051006317139,-0.14189705460416407,0.9701690673828125,0.07671949285144915,,,0.12390243902439024,0.13629268292682928,,,0.8691051006317139,0.12390243902439024,,,0.8691051006317139,0.13629268292682928,,,0.8691051006317139,-0.14189705460416407
,,0.13164634146341464,0.13590548780487804,,,0.13164634146341464,0.13590548780487804,,,0.9701690673828125,0.13164634146341464,,,0.9701690673828125,0.13590548780487804,0.9701690673828125,-0.18362232616928031,1.0684289932250977,0.06353896250777029,,,0.13164634146341464,0.13590548780487804,,,0.9701690673828125,0.13164634146341464,,,0.9701690673828125,0.13590548780487804,,,0.9701690673828125,-0.18362232616928031
,,0.13784146341463416,0.13513109756097563,,,0.13784146341463416,0.13513109756097563,,,1.0684289932250977,0.13784146341463416,,,1.0684289932250977,0.13513109756097563,1.0684289932250977,-0.1558682013983226,1.1682400703430176,0.05831836698521969,,,0.13784146341463416,0.13513109756097563,,,1.0684289932250977,0.13784146341463416,,,1.0684289932250977,0.13513109756097563,,,1.0684289932250977,-0.1558682013983226
,,0.14364939024390244,0.1347439024390244,,,0.14364939024390244,0.1347439024390244,,,1.1682400703430176,0.14364939024390244,,,1.1682400703430176,0.1347439024390244,1.1682400703430176,-0.17219081452293916,1.2674849033355713,0.05968014926919198,,,0.14364939024390244,0.1347439024390244,,,1.1682400703430176,0.14364939024390244,,,1.1682400703430176,0.1347439024390244,,,1.1682400703430176,-0.17219081452293916
,,0.14945731707317075,0.13590548780487804,,,0.14945731707317075,0.13590548780487804,,,1.2674849033355713,0.14945731707317075,,,1.2674849033355713,0.13590548780487804,1.2674849033355713,-0.1558682013983226,1.3677558898925781,0.050347632091403416,,,0.14945731707317075,0.13590548780487804,,,1.2674849033355713,0.14945731707317075,,,1.2674849033355713,0.13590548780487804,,,1.2674849033355713,-0.1558682013983226
,,0.1544908536585366,0.13629268292682928,,,0.1544908536585366,0.13629268292682928,,,1.3677558898925781,0.1544908536585366,,,1.3677558898925781,0.13629268292682928,1.3677558898925781,-0.1399246705741179,1.4649789333343506,0.0375712520982729,,,0.1544908536585366,0.13629268292682928,,,1.3677558898925781,0.1544908536585366,,,1.3677558898925781,0.13629268292682928,,,1.3677558898925781,-0.1399246705741179
,,0.15758841463414636,0.1382286585365854,,,0.15758841463414636,0.1382286585365854,,,1.4649789333343506,0.15758841463414636,,,1.4649789333343506,0.1382286585365854,1.4649789333343506,-0.07030646411862453,1.5637590885162354,0.029852050657828436,,,0.15758841463414636,0.1382286585365854,,,1.4649789333343506,0.15758841463414636,,,1.4649789333343506,0.1382286585365854,,,1.4649789333343506,-0.07030646411862453
,,0.16029878048780488,0.13939024390243904,,,0.16029878048780488,0.13939024390243904,,,1.5637590885162354,0.16029878048780488,,,1.5637590885162354,0.13939024390243904,1.5637590885162354,0.0,1.6632509231567383,0.03671448504403323,,,0.16029878048780488,0.13939024390243904,,,1.5637590885162354,0.16029878048780488,,,1.5637590885162354,0.13939024390243904,,,1.5637590885162354,0.0
,,0.16339634146341464,0.14132621951219515,,,0.16339634146341464,0.14132621951219515,,,1.6632509231567383,0.16339634146341464,,,1.6632509231567383,0.14132621951219515,1.6632509231567383,0.04283093266872737,1.7605140209197998,0.03209507967409368,,,0.16339634146341464,0.14132621951219515,,,1.6632509231567383,0.16339634146341464,,,1.6632509231567383,0.14132621951219515,,,1.6632509231567383,0.04283093266872737
,,0.1664939024390244,0.14171341463414636,,,0.1664939024390244,0.14171341463414636,,,1.7605140209197998,0.1664939024390244,,,1.7605140209197998,0.14171341463414636,1.7605140209197998,0.05549850524571689,1.859724998474121,0.02972241851828573,,,0.1664939024390244,0.14171341463414636,,,1.7605140209197998,0.1664939024390244,,,1.7605140209197998,0.14171341463414636,,,1.7605140209197998,0.05549850524571689
,,0.16920426829268292,0.14287500000000003,,,0.16920426829268292,0.14287500000000003,,,1.859724998474121,0.16920426829268292,,,1.859724998474121,0.14287500000000003,1.859724998474121,0.07030646411862453,1.9593231678009033,0.04432514831859796,,,0.16920426829268292,0.14287500000000003,,,1.859724998474121,0.16920426829268292,,,1.859724998474121,0.14287500000000003,,,1.859724998474121,0.07030646411862453
,,0.17346341463414636,0.14403658536585368,,,0.17346341463414636,0.14403658536585368,,,1.9593231678009033,0.17346341463414636,,,1.9593231678009033,0.14403658536585368,1.9593231678009033,0.08314123188844132,2.058767080307007,0.041935388334562666,,,0.17346341463414636,0.14403658536585368,,,1.9593231678009033,0.17346341463414636,,,1.9593231678009033,0.14403658536585368,,,1.9593231678009033,0.08314123188844132
,,0.17733536585365856,0.14558536585365855,,,0.17733536585365856,0.14558536585365855,,,2.058767080307007,0.17733536585365856,,,2.058767080307007,0.14558536585365855,2.058767080307007,0.11379200714370813,2.159186840057373,0.046589401039381265,,,0.17733536585365856,0.14558536585365855,,,2.058767080307007,0.17733536585365856,,,2.058767080307007,0.14558536585365855,,,2.058767080307007,0.11379200714370813
,,0.18159451219512196,0.14752134146341464,,,0.18159451219512196,0.14752134146341464,,,2.159186840057373,0.18159451219512196,,,2.159186840057373,0.14752134146341464,2.159186840057373,0.12608809506459,2.2576019763946533,0.04237375716434402,,,0.18159451219512196,0.14752134146341464,,,2.159186840057373,0.18159451219512196,,,2.159186840057373,0.14752134146341464,,,2.159186840057373,0.12608809506459
,,0.18546646341463416,0.14907012195121952,,,0.18546646341463416,0.14907012195121952,,,2.2576019763946533,0.18546646341463416,,,2.2576019763946533,0.14907012195121952,2.2576019763946533,0.1537075290584786,2.355914831161499,0.03175237744298849,,,0.18546646341463416,0.14907012195121952,,,2.2576019763946533,0.18546646341463416,,,2.2576019763946533,0.14907012195121952,,,2.2576019763946533,0.1537075290584786
,,0.1885640243902439,0.14945731707317073,,,0.1885640243902439,0.14945731707317073,,,2.355914831161499,0.1885640243902439,,,2.355914831161499,0.14945731707317073,2.355914831161499,0.1399246705741174,2.4554741382598877,0.019445450819006817,,,0.1885640243902439,0.14945731707317073,,,2.355914831161499,0.1885640243902439,,,2.355914831161499,0.14945731707317073,,,2.355914831161499,0.1399246705741174
,,0.1905,0.14945731707317073,,,0.1905,0.14945731707317073,,,2.4554741382598877,0.1905,,,2.4554741382598877,0.14945731707317073,2.4554741382598877,0.11065722117389526,2.5548369884490967,0.02755439239642425,,,0.1905,0.14945731707317073,,,2.4554741382598877,0.1905,,,2.4554741382598877,0.14945731707317073,,,2.4554741382598877,0.11065722117389526
