desired path: x position,desired path: y position,robot position: x position,robot position: y position,Desired Position: x (m),Desired Position: y (m),Actual Position: x (m),Actual Position: y (m),Desired X-Pos vs. Time: time(s),Desired X-Pos vs. Time: x (m),Actual X-Pos vs. Time: time(s),Actual X-Pos vs. Time: x (m),Desired Y-Pos vs. Time: time(s),Desired Y-Pos vs. Time: y (m),Actual Y-Pos vs. Time: time(s),Actual Y-Pos vs. Time: y (m),Theta vs. Time: time(s),Theta vs. Time: theta (rads),Robot Velocity: time (s),Robot Velocity: velocity (m/s),Position: x (m)1,Position: y (m)1,Position: x (m)2,Position: y (m)2,X-Pos vs. Time: time(s)1,X-Pos vs. Time: x (m)1,X-Pos vs. Time: time(s)2,X-Pos vs. Time: x (m)2,Y-Pos vs. Time: time(s)1,Y-Pos vs. Time: y (m)1,Y-Pos vs. Time: time(s)2,Y-Pos vs. Time: y (m)2,Theta vs. Time: time (s)1,Theta vs. Time: theta (rad)1,Theta vs. Time: time (s)2,Theta vs. Time: theta (rad)2
0.05,0.08,0.1033810975609756,0.06427439024390244,0.05,0.08,0.1033810975609756,0.06427439024390244,0.0,0.05,0.15320396423339844,0.1033810975609756,0.0,0.08,0.15320396423339844,0.06427439024390244,0.15320396423339844,0.0,0.2727489471435547,0.009161013359459,0.05,0.08,0.1033810975609756,0.06427439024390244,0.0,0.05,0.15320396423339844,0.1033810975609756,0.0,0.08,0.15320396423339844,0.06427439024390244,0.0,0.0,0.15320396423339844,0.0
0.45,0.08,0.10415548780487804,0.0635,0.45,0.08,0.10415548780487804,0.0635,2.9,0.45,0.2727489471435547,0.10415548780487804,2.9,0.08,0.2727489471435547,0.0635,0.2727489471435547,-0.028161566987892444,0.36887598037719727,0.009006775556412756,0.45,0.08,0.10415548780487804,0.0635,2.9,0.45,0.2727489471435547,0.10415548780487804,2.9,0.08,0.2727489471435547,0.0635,2.9,1.5707963267948966,0.2727489471435547,-0.028161566987892444
0.45,0.08,0.10492987804878048,0.06388719512195122,0.45,0.08,0.10492987804878048,0.06388719512195122,3.0,0.45,0.36887598037719727,0.10492987804878048,3.0,0.08,0.36887598037719727,0.06388719512195122,0.36887598037719727,-0.014083575822860201,0.4688408374786377,0.12875487060829557,0.45,0.08,0.10492987804878048,0.06388719512195122,3.0,0.45,0.36887598037719727,0.10492987804878048,3.0,0.08,0.36887598037719727,0.06388719512195122,3.0,1.5707963267948966,0.36887598037719727,-0.014083575822860201
0.45,0.08,0.11770731707317075,0.0654359756097561,0.45,0.08,0.11770731707317075,0.0654359756097561,3.1,0.45,0.4688408374786377,0.11770731707317075,3.1,0.08,0.4688408374786377,0.0654359756097561,0.4688408374786377,0.013887995930967085,0.5679819583892822,0.11433164795673445,0.45,0.08,0.11770731707317075,0.0654359756097561,3.1,0.45,0.4688408374786377,0.11770731707317075,3.1,0.08,0.4688408374786377,0.0654359756097561,3.1,1.5707963267948966,0.4688408374786377,0.013887995930967085
0.45,0.25,0.12893597560975611,0.06698475609756098,0.45,0.25,0.12893597560975611,0.06698475609756098,4.9,0.45,0.5679819583892822,0.12893597560975611,4.9,0.25,0.5679819583892822,0.06698475609756098,0.5679819583892822,0.04222840211300194,0.6657447814941406,0.2038820914433068,0.45,0.25,0.12893597560975611,0.06698475609756098,4.9,0.45,0.5679819583892822,0.12893597560975611,4.9,0.25,0.5679819583892822,0.06698475609756098,4.9,3.141592653589793,0.5679819583892822,0.04222840211300194
0.45,0.25,0.1486829268292683,0.06969512195121952,0.45,0.25,0.1486829268292683,0.06969512195121952,5.0,0.45,0.6657447814941406,0.1486829268292683,5.0,0.25,0.6657447814941406,0.06969512195121952,0.6657447814941406,0.055498505245716874,0.7658548355102539,0.2041102343250419,0.45,0.25,0.1486829268292683,0.06969512195121952,5.0,0.45,0.6657447814941406,0.1486829268292683,5.0,0.25,0.6657447814941406,0.06969512195121952,5.0,3.141592653589793,0.6657447814941406,0.055498505245716874
0.45,0.25,0.16881707317073172,0.07317987804878048,0.45,0.25,0.16881707317073172,0.07317987804878048,5.1,0.45,0.7658548355102539,0.16881707317073172,5.1,0.25,0.7658548355102539,0.07317987804878048,0.7658548355102539,0.06933313368820841,0.8648419380187988,0.20966168809802999,0.45,0.25,0.16881707317073172,0.07317987804878048,5.1,0.45,0.7658548355102539,0.16881707317073172,5.1,0.25,0.7658548355102539,0.07317987804878048,5.1,3.141592653589793,0.7658548355102539,0.06933313368820841
0.05,0.25,0.18933841463414636,0.07627743902439024,0.05,0.25,0.18933841463414636,0.07627743902439024,8.0,0.05,0.8648419380187988,0.18933841463414636,8.0,0.25,0.8648419380187988,0.07627743902439024,0.8648419380187988,0.06838634359050329,0.9633519649505615,0.19902537453425836,0.05,0.25,0.18933841463414636,0.07627743902439024,8.0,0.05,0.8648419380187988,0.18933841463414636,8.0,0.25,0.8648419380187988,0.07627743902439024,8.0,3.141592653589793,0.8648419380187988,0.06838634359050329
,,0.20869817073170732,0.079375,,,0.20869817073170732,0.079375,,,0.9633519649505615,0.20869817073170732,,,0.9633519649505615,0.079375,0.9633519649505615,0.09559811866384046,1.0624239444732666,0.1870237573606751,,,0.20869817073170732,0.079375,,,0.9633519649505615,0.20869817073170732,,,0.9633519649505615,0.079375,,,0.9633519649505615,0.09559811866384046
,,0.22689634146341464,0.08285975609756098,,,0.22689634146341464,0.08285975609756098,,,1.0624239444732666,0.22689634146341464,,,1.0624239444732666,0.08285975609756098,1.0624239444732666,0.08314123188844127,1.16001296043396,0.1743040960598908,,,0.22689634146341464,0.08285975609756098,,,1.0624239444732666,0.22689634146341464,,,1.0624239444732666,0.08285975609756098,,,1.0624239444732666,0.08314123188844127
