Desired Position: x (m),Desired Position: y (m),Actual Position: x (m),Actual Position: y (m),Desired X-Pos vs. Time: time(s),Desired X-Pos vs. Time: x (m),Actual X-Pos vs. Time: time(s),Actual X-Pos vs. Time: x (m),Desired Y-Pos vs. Time: time(s),Desired Y-Pos vs. Time: y (m),Actual Y-Pos vs. Time: time(s),Actual Y-Pos vs. Time: y (m),Theta vs. Time: time(s),Theta vs. Time: theta,Robot Velocity: time (s),Robot Velocity: velocity (m/s),Position: x (m)1,Position: y (m)1,Position: x (m)2,Position: y (m)2,X-Pos vs. Time: time(s)1,X-Pos vs. Time: x (m)1,X-Pos vs. Time: time(s)2,X-Pos vs. Time: x (m)2,Y-Pos vs. Time: time(s)1,Y-Pos vs. Time: y (m)1,Y-Pos vs. Time: time(s)2,Y-Pos vs. Time: y (m)2
0.05,0.18,0.05885365853658537,0.19088719512195124,0.0,0.05,0.15199995040893555,0.05885365853658537,0.0,0.18,0.15199995040893555,0.19088719512195124,0.15199995040893555,-2.984364602613224,0.23720431327819824,0.0,0.05,0.18,0.05885365853658537,0.19088719512195124,0.0,0.05,0.15199995040893555,0.05885365853658537,0.0,0.18,0.15199995040893555,0.19088719512195124
0.051000000000000004,0.18,0.05885365853658537,0.19088719512195124,0.011632415664986429,0.051000000000000004,0.23720431327819824,0.05885365853658537,0.011632415664986429,0.18,0.23720431327819824,0.19088719512195124,0.23720431327819824,-2.984364602613224,0.30605506896972656,0.012574947138100614,0.051000000000000004,0.18,0.05885365853658537,0.19088719512195124,0.011632415664986429,0.051000000000000004,0.23720431327819824,0.05885365853658537,0.011632415664986429,0.18,0.23720431327819824,0.19088719512195124
0.052000000000000005,0.18,0.0596280487804878,0.1905,0.023264831329972858,0.052000000000000005,0.30605506896972656,0.0596280487804878,0.023264831329972858,0.18,0.30605506896972656,0.1905,0.30605506896972656,-2.972491427588416,0.3659801483154297,0.04086497665556482,0.052000000000000005,0.18,0.0596280487804878,0.1905,0.023264831329972858,0.052000000000000005,0.30605506896972656,0.0596280487804878,0.023264831329972858,0.18,0.30605506896972656,0.1905
0.053000000000000005,0.18,0.06195121951219512,0.18972560975609756,0.03489724699495929,0.053000000000000005,0.3659801483154297,0.06195121951219512,0.03489724699495929,0.18,0.3659801483154297,0.18972560975609756,0.3659801483154297,-2.9255076812930065,0.4355950355529785,0.051278724740227065,0.053000000000000005,0.18,0.06195121951219512,0.18972560975609756,0.03489724699495929,0.053000000000000005,0.3659801483154297,0.06195121951219512,0.03489724699495929,0.18,0.3659801483154297,0.18972560975609756
0.054000000000000006,0.18,0.06466158536585366,0.18740243902439024,0.046529662659945716,0.054000000000000006,0.4355950355529785,0.06466158536585366,0.046529662659945716,0.18,0.4355950355529785,0.18740243902439024,0.4355950355529785,-2.8009764131714805,0.5011181831359863,0.08230685179975705,0.054000000000000006,0.18,0.06466158536585366,0.18740243902439024,0.046529662659945716,0.054000000000000006,0.4355950355529785,0.06466158536585366,0.046529662659945716,0.18,0.4355950355529785,0.18740243902439024
0.055,0.18,0.06659756097560976,0.1823689024390244,0.05816207832493214,0.055,0.5011181831359863,0.06659756097560976,0.05816207832493214,0.18,0.5011181831359863,0.1823689024390244,0.5011181831359863,-2.5702551737561663,0.5673902034759521,0.1174330523425386,0.055,0.18,0.06659756097560976,0.1823689024390244,0.05816207832493214,0.055,0.5011181831359863,0.06659756097560976,0.05816207832493214,0.18,0.5011181831359863,0.1823689024390244
0.056,0.18,0.0673719512195122,0.174625,0.06979449398991858,0.056,0.5673902034759521,0.0673719512195122,0.06979449398991858,0.18,0.5673902034759521,0.174625,0.5673902034759521,-2.297438667476622,0.6342079639434814,0.13073649970310694,0.056,0.18,0.0673719512195122,0.174625,0.06979449398991858,0.056,0.5673902034759521,0.0673719512195122,0.06979449398991858,0.18,0.5673902034759521,0.174625
0.057,0.18,0.0693079268292683,0.16610670731707317,0.081426909654905,0.057,0.6342079639434814,0.0693079268292683,0.081426909654905,0.18,0.6342079639434814,0.16610670731707317,0.6342079639434814,-1.9974238199217729,0.6991701126098633,0.059603188918471536,0.057,0.18,0.0693079268292683,0.16610670731707317,0.081426909654905,0.057,0.6342079639434814,0.0693079268292683,0.081426909654905,0.18,0.6342079639434814,0.16610670731707317
0.058,0.18,0.0716310975609756,0.1630091463414634,0.09305932531989143,0.058,0.6991701126098633,0.0716310975609756,0.09305932531989143,0.18,0.6991701126098633,0.1630091463414634,0.6991701126098633,-1.8474646658767917,0.76521897315979,0.12910272728942412,0.058,0.18,0.0716310975609756,0.1630091463414634,0.09305932531989143,0.058,0.6991701126098633,0.0716310975609756,0.09305932531989143,0.18,0.6991701126098633,0.1630091463414634
0.059000000000000004,0.18,0.07821341463414634,0.15758841463414636,0.10469174098487787,0.059000000000000004,0.76521897315979,0.07821341463414634,0.10469174098487787,0.18,0.76521897315979,0.15758841463414636,0.76521897315979,-1.5003249822161009,0.8319060802459717,0.13099263865556887,0.059000000000000004,0.18,0.07821341463414634,0.15758841463414636,0.10469174098487787,0.059000000000000004,0.76521897315979,0.07821341463414634,0.10469174098487787,0.18,0.76521897315979,0.15758841463414636
