Desired Position: x (m),Desired Position: y (m),Actual Position: x (m),Actual Position: y (m),Desired X-Pos vs. Time: time(s),Desired X-Pos vs. Time: x (m),Actual X-Pos vs. Time: time(s),Actual X-Pos vs. Time: x (m),Desired Y-Pos vs. Time: time(s),Desired Y-Pos vs. Time: y (m),Actual Y-Pos vs. Time: time(s),Actual Y-Pos vs. Time: y (m),Theta vs. Time: time(s),Theta vs. Time: theta,Robot Velocity: time (s),Robot Velocity: velocity (m/s),Position: x (m)1,Position: y (m)1,Position: x (m)2,Position: y (m)2,X-Pos vs. Time: time(s)1,X-Pos vs. Time: x (m)1,X-Pos vs. Time: time(s)2,X-Pos vs. Time: x (m)2,Y-Pos vs. Time: time(s)1,Y-Pos vs. Time: y (m)1,Y-Pos vs. Time: time(s)2,Y-Pos vs. Time: y (m)2
0.05,0.15,0.08092378048780488,0.1819817073170732,0.0,0.05,0.15444397926330566,0.08092378048780488,0.0,0.15,0.15444397926330566,0.1819817073170732,0.15444397926330566,3.118067582604577,0.23325681686401367,0.004912843310031278,0.05,0.15,0.08092378048780488,0.1819817073170732,0.0,0.05,0.15444397926330566,0.08092378048780488,0.0,0.15,0.15444397926330566,0.1819817073170732
0.051000000000000004,0.15,0.0813109756097561,0.1819817073170732,0.01430615164520744,0.051000000000000004,0.23325681686401367,0.0813109756097561,0.01430615164520744,0.15,0.23325681686401367,0.1819817073170732,0.23325681686401367,3.1177876274047236,0.30011796951293945,0.005791032708997944,0.051000000000000004,0.15,0.0813109756097561,0.1819817073170732,0.01430615164520744,0.051000000000000004,0.23325681686401367,0.0813109756097561,0.01430615164520744,0.15,0.23325681686401367,0.1819817073170732
0.052000000000000005,0.15,0.0813109756097561,0.18159451219512196,0.02861230329041488,0.052000000000000005,0.30011796951293945,0.0813109756097561,0.02861230329041488,0.15,0.30011796951293945,0.18159451219512196,0.30011796951293945,3.1058935409104698,0.3682749271392822,0.04684617509722172,0.052000000000000005,0.15,0.0813109756097561,0.18159451219512196,0.02861230329041488,0.052000000000000005,0.30011796951293945,0.0813109756097561,0.02861230329041488,0.15,0.30011796951293945,0.18159451219512196
0.053000000000000005,0.15,0.07821341463414634,0.18236890243902437,0.04291845493562232,0.053000000000000005,0.3682749271392822,0.07821341463414634,0.04291845493562232,0.15,0.3682749271392822,0.18236890243902437,0.3682749271392822,3.1296884540314833,0.4360768795013428,0.056243656189766254,0.053000000000000005,0.15,0.07821341463414634,0.18236890243902437,0.04291845493562232,0.053000000000000005,0.3682749271392822,0.07821341463414634,0.04291845493562232,0.15,0.3682749271392822,0.18236890243902437
0.054000000000000006,0.15,0.07472865853658536,0.18082012195121955,0.05722460658082976,0.054000000000000006,0.4360768795013428,0.07472865853658536,0.05722460658082976,0.15,0.4360768795013428,0.18082012195121955,0.4360768795013428,3.1298284904400346,0.49835991859436035,0.05731516464931789,0.054000000000000006,0.15,0.07472865853658536,0.18082012195121955,0.05722460658082976,0.054000000000000006,0.4360768795013428,0.07472865853658536,0.05722460658082976,0.15,0.4360768795013428,0.18082012195121955
0.055,0.15,0.0712439024390244,0.18004573170731708,0.07153075822603719,0.055,0.49835991859436035,0.0712439024390244,0.07153075822603719,0.15,0.49835991859436035,0.18004573170731708,0.49835991859436035,-3.0821389942811366,0.5639770030975342,0.03177693065782292,0.055,0.15,0.0712439024390244,0.18004573170731708,0.07153075822603719,0.055,0.49835991859436035,0.0712439024390244,0.07153075822603719,0.15,0.49835991859436035,0.18004573170731708
0.056,0.15,0.0693079268292683,0.17927134146341464,0.08583690987124463,0.056,0.5639770030975342,0.0693079268292683,0.08583690987124463,0.15,0.5639770030975342,0.17927134146341464,0.5639770030975342,-3.033580928889747,0.6296601295471191,0.08703707899445437,0.056,0.15,0.0693079268292683,0.17927134146341464,0.08583690987124463,0.056,0.5639770030975342,0.0693079268292683,0.08583690987124463,0.15,0.5639770030975342,0.17927134146341464
0.057,0.15,0.06427439024390244,0.1765609756097561,0.10014306151645208,0.057,0.6296601295471191,0.06427439024390244,0.10014306151645208,0.15,0.6296601295471191,0.1765609756097561,0.6296601295471191,-2.925507681293007,0.6961781978607178,0.08594458032730504,0.057,0.15,0.06427439024390244,0.1765609756097561,0.10014306151645208,0.057,0.6296601295471191,0.06427439024390244,0.10014306151645208,0.15,0.6296601295471191,0.1765609756097561
0.058,0.15,0.0615640243902439,0.17152743902439024,0.11444921316165951,0.058,0.6961781978607178,0.0615640243902439,0.11444921316165951,0.15,0.6961781978607178,0.17152743902439024,0.6961781978607178,-2.767650733606047,0.7623369693756104,0.09527202185896061,0.058,0.15,0.0615640243902439,0.17152743902439024,0.11444921316165951,0.058,0.6961781978607178,0.0615640243902439,0.11444921316165951,0.15,0.6961781978607178,0.17152743902439024
0.059000000000000004,0.15,0.06040243902439025,0.16533231707317075,0.12875536480686695,0.059000000000000004,0.7623369693756104,0.06040243902439025,0.12875536480686695,0.15,0.7623369693756104,0.16533231707317075,0.7623369693756104,-2.5503005882226724,0.8294150829315186,0.09829875918042358,0.059000000000000004,0.15,0.06040243902439025,0.16533231707317075,0.12875536480686695,0.059000000000000004,0.7623369693756104,0.06040243902439025,0.12875536480686695,0.15,0.7623369693756104,0.16533231707317075
0.060000000000000005,0.15,0.06078963414634146,0.15875,0.14306151645207438,0.060000000000000005,0.8294150829315186,0.06078963414634146,0.14306151645207438,0.15,0.8294150829315186,0.15875,0.8294150829315186,-2.3142023829709757,0.8946869373321533,0.1165460551801486,0.060000000000000005,0.15,0.06078963414634146,0.15875,0.14306151645207438,0.060000000000000005,0.8294150829315186,0.06078963414634146,0.14306151645207438,0.15,0.8294150829315186,0.15875
0.061000000000000006,0.15,0.06272560975609756,0.15139329268292684,0.15736766809728184,0.061000000000000006,0.8946869373321533,0.06272560975609756,0.15736766809728184,0.15,0.8946869373321533,0.15139329268292684,0.8946869373321533,-2.060753653048625,0.9606640338897705,0.12641414387824448,0.061000000000000006,0.15,0.06272560975609756,0.15139329268292684,0.15736766809728184,0.061000000000000006,0.8946869373321533,0.06272560975609756,0.15736766809728184,0.15,0.8946869373321533,0.15139329268292684
0.062000000000000006,0.15,0.06582317073170732,0.14364939024390244,0.17167381974248927,0.062000000000000006,0.9606640338897705,0.06582317073170732,0.17167381974248927,0.15,0.9606640338897705,0.14364939024390244,0.9606640338897705,-1.7894652726688387,1.0267550945281982,0.1290202933495736,0.062000000000000006,0.15,0.06582317073170732,0.14364939024390244,0.17167381974248927,0.062000000000000006,0.9606640338897705,0.06582317073170732,0.17167381974248927,0.15,0.9606640338897705,0.14364939024390244
0.063,0.15,0.0712439024390244,0.13706707317073172,0.1859799713876967,0.063,1.0267550945281982,0.0712439024390244,0.1859799713876967,0.15,1.0267550945281982,0.13706707317073172,1.0267550945281982,-1.5232132235179132,1.0936198234558105,0.11725320358202318,0.063,0.15,0.0712439024390244,0.13706707317073172,0.1859799713876967,0.063,1.0267550945281982,0.0712439024390244,0.1859799713876967,0.15,1.0267550945281982,0.13706707317073172
0.064,0.15,0.07782621951219512,0.13280792682926829,0.20028612303290416,0.064,1.0936198234558105,0.07782621951219512,0.20028612303290416,0.15,1.0936198234558105,0.13280792682926829,1.0936198234558105,-1.2643117619450341,1.1586248874664307,0.1262135137278014,0.064,0.15,0.07782621951219512,0.13280792682926829,0.20028612303290416,0.064,1.0936198234558105,0.07782621951219512,0.20028612303290416,0.15,1.0936198234558105,0.13280792682926829
0.065,0.15,0.08557012195121952,0.13009756097560976,0.2145922746781116,0.065,1.1586248874664307,0.08557012195121952,0.2145922746781116,0.15,1.1586248874664307,0.13009756097560976,1.1586248874664307,-1.0324218134486665,1.22605299949646,0.11712120793285395,0.065,0.15,0.08557012195121952,0.13009756097560976,0.2145922746781116,0.065,1.1586248874664307,0.08557012195121952,0.2145922746781116,0.15,1.1586248874664307,0.13009756097560976
0.066,0.15,0.09331402439024392,0.12854878048780488,0.22889842632331903,0.066,1.22605299949646,0.09331402439024392,0.22889842632331903,0.15,1.22605299949646,0.12854878048780488,1.22605299949646,-0.7768513629648367,1.2913060188293457,0.1188232568234954,0.066,0.15,0.09331402439024392,0.12854878048780488,0.22889842632331903,0.066,1.22605299949646,0.09331402439024392,0.22889842632331903,0.15,1.22605299949646,0.12854878048780488
